"height","weight","male","earn","earnk","ethnicity","education","mother_education","father_education","walk","exercise","smokenow","tense","angry","age"
72,195,1,15000,15,"White",14,14,14,8,5,2,1,1,33
64,150,0,14500,14.5,"White",12,NA,NA,7,1,2,0,0,55
64,106,0,24000,24,"White",13,13,13,2,1,2,0,0,30
61,115,0,5000,5,"White",12,12,12,4,2,2,1,1,18
68,145,1,18000,18,"White",15,15,15,7,7,2,0,0,36
62,118,0,4000,4,"White",12,12,12,8,2,2,0,0,68
64,129,0,15000,15,"White",12,NA,NA,6,1,2,0,0,85
69,NA,0,4000,4,"White",13,13,13,6,1,2,0,0,57
66,160,0,20000,20,"White",15,15,15,4,7,2,0,0,53
60,98,0,700,0.7,"White",12,12,12,8,1,2,7,7,36
64,123,0,25000,25,"White",15,15,NA,7,7,2,0,0,33
65,220,0,24000,24,"White",12,12,12,4,1,2,2,2,91
60,125,0,15000,15,"White",12,NA,NA,2,1,2,0,0,60
76,215,1,27000,27,"White",12,12,12,7,7,2,0,0,39
72,NA,0,12000,12,"White",12,12,12,7,7,2,5,5,35
72,185,1,4e+05,400,"White",12,12,12,5,4,2,6,6,33
62,145,0,22000,22,"White",18,18,18,4,7,2,2,2,47
62,140,0,30000,30,"White",13,13,13,1,1,2,1,1,36
70,160,1,45000,45,"White",16,16,16,7,6,2,0,0,35
71,205,1,35000,35,"White",12,12,12,8,3,2,0,0,61
74,195,1,20000,20,"White",12,12,12,8,2,2,7,7,42
65,138,0,32000,32,"White",16,16,16,5,1,2,0,0,32
63,160,0,6000,6,"Other",12,12,12,4,1,1,2,2,31
67,150,0,12000,12,"White",12,12,12,3,1,1,0,0,39
65,128,0,0,0,"White",16,16,16,2,1,1,0,0,44
63,145,0,10000,10,"White",12,12,12,3,1,2,1,1,31
65,126,0,1000,1,"White",12,12,NA,6,6,1,0,0,18
64,136,0,12000,12,"White",15,NA,NA,7,6,1,0,0,71
65,140,0,16000,16,"White",12,12,12,7,1,2,1,1,36
63,125,0,15000,15,"White",13,13,13,7,1,2,2,2,27
68,240,0,0,0,"White",16,16,16,8,1,2,5,5,41
63,140,0,25000,25,"White",16,16,16,4,2,2,0,0,33
70,135,0,25000,25,"White",12,12,NA,5,7,2,2,2,27
68,180,1,32000,32,"White",12,12,NA,5,6,2,5,5,30
67,165,1,35000,35,"White",14,14,14,1,5,2,0,0,43
68,130,1,25000,25,"White",12,12,12,8,2,1,7,7,24
66,135,0,25000,25,"White",12,12,12,3,1,2,2,2,23
65,125,0,6000,6,"White",12,12,12,8,1,1,1,1,28
69,165,1,80000,80,"White",14,14,14,4,3,1,0,0,44
68,145,0,20000,20,"White",14,14,14,7,1,2,0,0,25
66,187,0,1000,1,"White",17,17,17,2,1,2,0,0,38
71,165,1,28000,28,"Hispanic",13,13,13,1,5,1,0,0,38
64,125,1,26000,26,"Hispanic",16,16,16,7,7,2,0,0,23
74,210,1,27000,27,"White",12,12,12,7,6,2,2,2,24
62,112,0,18000,18,"White",13,13,13,5,3,2,2,2,41
65,200,0,2000,2,"White",12,12,12,8,1,2,0,0,59
69,195,1,20000,20,"White",12,12,12,4,5,2,0,0,66
72,185,1,15000,15,"Black",12,12,12,8,2,2,2,2,19
66,221,0,6000,6,"White",16,16,16,4,1,2,1,1,48
70,180,1,15000,15,"White",11,11,11,8,4,2,0,0,32
61,170,0,15000,15,"White",12,NA,NA,1,3,2,0,0,74
60,110,0,0,0,"White",10,10,10,1,1,2,0,0,68
70,190,1,5000,5,"White",12,12,12,2,4,2,2,2,19
73,130,0,5000,5,"White",11,11,11,8,7,1,0,0,21
66,160,0,15000,15,"White",12,12,12,7,1,2,1,1,74
57,130,0,45000,45,"Hispanic",12,12,12,2,1,2,0,0,36
67,210,1,25000,25,"White",11,11,11,8,7,2,0,0,63
73,180,1,12000,12,"White",12,NA,NA,8,3,2,0,0,29
65,115,0,0,0,"White",18,18,18,4,5,2,3,3,26
62,120,0,15000,15,"White",12,12,12,6,1,2,0,0,45
76,165,1,12000,12,"White",12,12,NA,8,1,1,0,0,57
70,175,1,30000,30,"White",14,14,14,8,5,2,0,0,76
64,160,0,0,0,"White",12,12,12,6,6,2,2,2,30
63,130,0,4000,4,"Black",15,15,15,4,4,2,4,4,22
67,185,0,5000,5,"Black",11,11,11,8,1,2,2,2,18
63,115,0,26000,26,"Black",13,13,13,7,7,2,0,0,37
69,190,0,5000,5,"White",9,9,NA,8,4,2,0,0,53
67,200,0,15000,15,"White",9,9,9,1,1,1,7,7,23
66,180,0,15000,15,"Black",12,12,12,4,4,1,7,7,30
61,140,0,5000,5,"Black",12,12,12,7,7,2,1,1,25
70,164,1,23000,23,"Black",12,12,12,8,7,1,4,4,35
71,175,1,21000,21,"White",12,12,12,8,1,1,7,7,33
65,135,0,25000,25,"White",12,12,12,5,1,2,3,3,62
70,157,1,18000,18,"White",16,NA,16,4,1,2,1,1,75
63,150,0,4000,4,"White",13,13,13,4,6,2,0,0,44
64,116,0,23900,23.9,"White",12,12,12,8,7,2,2,2,22
68,145,1,35000,35,"White",12,NA,NA,8,5,2,0,0,68
64,123,0,35000,35,"White",18,18,18,3,6,2,1,1,40
67,140,1,26000,26,"White",14,14,14,1,4,1,3,3,30
66,172,1,25000,25,"White",16,16,16,2,2,2,1,1,36
68,118,0,23500,23.5,"White",13,13,13,2,4,1,7,7,27
65,135,0,12000,12,"White",12,12,12,1,1,2,1,1,22
67,140,0,15000,15,"White",12,12,12,5,6,2,2,2,20
61,165,0,25000,25,"White",8,NA,NA,7,1,2,0,0,67
73,210,1,3000,3,"White",17,17,17,5,6,2,0,0,23
63,200,0,15000,15,"White",12,12,12,2,1,2,0,0,68
66,145,0,20000,20,"White",12,12,12,1,7,2,0,0,37
64,200,0,6000,6,"White",12,12,12,8,1,2,2,2,67
71,160,1,14000,14,"White",12,12,12,1,1,2,0,0,69
63,123,0,15000,15,"White",16,16,16,3,1,2,2,2,31
71,180,1,175000,175,"White",16,16,16,8,5,2,2,2,48
63,118,0,0,0,"White",12,12,12,3,1,1,1,1,51
64,128,0,62000,62,"White",16,16,16,5,1,2,1,1,70
73,170,1,1000,1,"White",18,18,18,7,7,2,3,3,25
65,140,0,10000,10,"White",14,14,14,6,2,2,0,0,63
66,120,1,45000,45,"White",13,NA,13,4,1,2,0,0,82
66,120,0,15000,15,"White",12,NA,NA,1,1,1,0,0,81
60,135,0,45000,45,"White",15,15,15,8,1,2,0,0,79
68,165,0,50000,50,"White",18,18,18,4,1,1,2,2,52
59,140,0,20000,20,"White",13,13,NA,8,1,2,4,4,41
70,215,1,5000,5,"White",12,12,12,2,6,1,2,2,42
70,165,1,35000,35,"White",16,16,16,1,7,2,2,2,30
72,152,1,40000,40,"White",16,16,16,4,7,2,0,0,28
64,135,0,35000,35,"White",12,12,12,8,7,2,0,0,72
72,200,1,25000,25,"White",12,12,12,8,2,1,1,1,33
66,170,0,50000,50,"White",16,16,16,4,4,2,0,0,54
70,205,1,1e+05,100,"White",18,18,18,5,1,1,0,0,57
69,145,1,35000,35,"White",13,NA,NA,1,7,1,0,0,28
66,115,0,0,0,"White",12,12,12,5,5,2,2,2,51
68,175,0,24000,24,"White",12,12,12,3,1,1,0,0,35
64,120,0,0,0,"White",12,12,12,4,1,1,4,4,30
67,140,0,25000,25,"White",14,14,14,8,1,2,2,2,35
63,124,0,0,0,"White",12,12,NA,2,1,2,0,0,60
74,268,1,35000,35,"White",17,17,17,6,1,1,0,0,43
73,230,1,38000,38,"White",16,NA,NA,7,5,2,0,0,74
70,200,1,35000,35,"White",13,13,13,8,4,1,0,0,29
60,130,0,25000,25,"White",8,8,8,8,1,2,0,0,76
67,160,1,30000,30,"White",12,12,12,8,6,2,0,0,52
64,136,0,5000,5,"Hispanic",12,12,NA,5,1,2,2,2,39
67,160,1,148000,148,"White",18,18,18,1,4,2,0,0,38
70,165,1,30000,30,"White",12,12,12,2,1,2,0,0,32
64,120,0,6500,6.5,"White",15,15,15,8,6,2,1,1,31
62,95,0,3000,3,"White",16,16,16,8,2,2,7,7,37
72,175,1,25000,25,"White",15,15,NA,8,1,1,0,0,75
66,200,0,0,0,"White",8,NA,8,1,1,1,2,2,53
69,230,1,23000,23,"White",18,18,18,3,6,2,0,0,69
82,175,1,45000,45,"White",18,NA,18,4,1,2,1,1,65
63,150,0,35000,35,"White",16,16,16,8,1,2,0,0,36
68,155,1,40000,40,"White",17,17,17,8,6,2,2,2,41
72,180,1,30000,30,"White",14,14,14,8,2,2,1,1,39
63,210,0,0,0,"White",14,14,14,8,2,1,7,7,29
63,210,0,14000,14,"White",12,12,NA,6,5,1,0,0,37
69,NA,0,15000,15,"White",12,12,12,8,1,2,7,7,34
64,120,0,26000,26,"White",18,18,18,4,2,1,0,0,36
71,195,0,8000,8,"White",12,12,12,8,7,1,7,7,25
64,123,0,24000,24,"Black",16,16,16,8,6,1,4,4,27
72,135,1,0,0,"White",8,8,8,5,5,1,0,0,20
62,125,0,0,0,"White",12,12,12,8,2,1,7,7,25
66,180,0,0,0,"White",10,10,10,8,5,2,3,3,38
72,200,1,15000,15,"White",12,NA,NA,1,1,2,0,0,40
66,140,1,5124,5.124,"White",8,8,8,1,1,1,3,3,67
61,110,0,10000,10,"White",15,15,15,2,4,2,3,3,25
64,165,0,5000,5,"White",7,NA,NA,5,1,1,1,1,38
62,111,0,5000,5,"Black",13,13,13,8,5,2,0,0,20
69,125,0,0,0,"White",13,13,NA,8,7,2,1,1,19
68,145,0,12000,12,"White",16,16,16,7,1,2,7,7,32
66,155,0,0,0,"White",12,12,12,5,7,1,7,7,23
68,180,1,50000,50,"White",17,17,17,7,6,2,0,0,34
71,158,1,136500,136.5,"White",16,16,16,5,5,1,0,0,41
64,125,0,23000,23,"White",13,13,13,4,2,2,1,1,26
61,118,0,0,0,"White",16,16,16,7,1,2,1,1,40
68,155,0,25000,25,"White",12,12,12,4,1,2,0,0,69
63,174,0,5000,5,"White",9,NA,NA,5,1,2,0,0,69
65,138,0,5000,5,"White",12,NA,NA,8,1,2,1,1,91
64,110,0,5000,5,"White",12,12,12,8,1,2,5,5,18
65,130,0,15000,15,"White",12,12,12,8,7,1,0,0,38
64,125,0,5000,5,"White",14,14,14,7,2,2,0,0,19
66,130,1,40000,40,"Black",14,14,14,8,7,1,0,0,34
62,124,0,6000,6,"Black",13,13,13,7,1,2,7,7,26
71,170,1,1e+05,100,"White",18,18,NA,8,5,2,0,0,77
65,160,0,5000,5,"Black",16,16,16,8,1,2,7,7,30
64,190,0,45000,45,"White",8,NA,NA,8,1,1,7,7,52
60,120,0,25000,25,"Black",12,12,12,8,5,2,0,0,26
66,156,1,110000,110,"White",18,18,18,5,5,2,0,0,37
61,102,0,25000,25,"White",13,13,13,8,4,1,2,2,37
72,145,1,41000,41,"Hispanic",13,NA,NA,8,7,2,0,0,32
70,145,0,25000,25,"White",12,12,NA,5,6,2,0,0,55
63,130,0,23000,23,"White",13,13,13,4,4,2,0,0,78
68,132,0,15000,15,"White",14,NA,14,8,5,2,0,0,78
63,120,0,0,0,"White",12,12,12,7,5,2,7,7,32
70,165,1,21000,21,"White",12,12,12,8,7,1,1,1,23
62,150,0,4000,4,"White",12,12,12,5,1,1,7,7,29
71,280,1,25000,25,"White",12,12,12,8,4,1,0,0,36
70,170,1,30000,30,"White",18,18,18,4,7,1,1,1,46
64,159,0,14000,14,"White",11,11,NA,8,1,2,0,0,51
63,115,0,6000,6,"White",12,12,12,3,2,1,7,7,35
65,144,0,14000,14,"White",12,12,12,2,1,1,0,0,46
71,175,1,43000,43,"White",12,12,12,1,6,2,6,6,27
62,128,0,25000,25,"White",15,15,15,8,5,1,7,7,33
73,195,1,40000,40,"White",12,12,12,8,1,2,0,0,66
64,135,0,25000,25,"White",16,16,16,8,1,2,0,0,73
68,220,1,65000,65,"White",17,17,17,5,5,2,3,3,40
76,210,1,16000,16,"White",15,15,15,3,4,2,0,0,32
73,196,1,136500,136.5,"White",16,16,16,1,1,1,0,0,65
70,160,1,87000,87,"White",18,NA,NA,1,6,2,0,0,54
66,120,0,8000,8,"White",12,12,12,8,1,2,0,0,71
64,NA,0,20000,20,"White",15,15,15,4,4,2,4,4,39
60,NA,0,14000,14,"White",14,14,14,1,1,2,0,0,72
68,140,1,45000,45,"White",12,12,12,8,1,2,0,0,74
61,180,0,8000,8,"White",11,NA,NA,1,1,2,0,0,72
65,185,0,15000,15,"White",10,NA,10,3,1,1,0,0,71
66,130,1,12000,12,"White",12,12,NA,5,4,1,0,0,28
63,132,0,8000,8,"White",14,14,14,5,5,2,0,0,31
63,105,0,16000,16,"White",15,15,15,1,1,2,2,2,32
67,NA,0,25000,25,"White",12,NA,NA,1,2,2,0,0,43
74,170,1,6000,6,"White",15,15,15,7,1,1,7,7,73
66,160,0,136500,136.5,"White",12,NA,12,4,7,2,1,1,45
70,180,1,19000,19,"White",12,12,12,8,6,2,0,0,32
68,155,0,21000,21,"White",13,13,13,6,3,1,5,5,39
70,131,0,43000,43,"White",18,18,18,7,3,2,1,1,46
69,190,1,35000,35,"White",15,15,15,7,7,2,0,0,21
70,175,1,8000,8,"White",10,NA,NA,8,2,2,0,0,75
63,125,0,21000,21,"White",14,14,14,7,1,1,1,1,41
65,135,0,5800,5.8,"White",12,12,12,8,5,2,5,5,30
69,185,1,17000,17,"White",12,NA,NA,5,1,2,0,0,46
65,120,0,45000,45,"White",12,NA,NA,2,2,1,2,2,42
68,140,1,24000,24,"White",14,14,14,4,3,1,2,2,49
62,140,0,5000,5,"White",11,11,NA,1,1,2,3,3,71
70,185,1,62000,62,"White",11,11,11,1,1,2,0,0,48
66,150,0,11000,11,"White",12,12,12,8,1,1,3,3,23
65,225,1,10000,10,"White",13,NA,13,5,1,2,0,0,27
70,185,1,40000,40,"White",14,14,14,4,4,2,0,0,36
66,163,0,0,0,"Black",12,NA,12,8,5,2,0,0,37
70,170,1,40000,40,"White",12,NA,NA,8,4,1,0,0,47
66,165,0,24000,24,"Black",14,NA,NA,8,2,2,3,3,29
68,160,1,50000,50,"Black",18,18,18,8,7,2,0,0,34
68,NA,0,25000,25,"White",12,12,12,6,2,1,3,3,25
68,160,1,24000,24,"White",16,16,16,1,3,2,0,0,26
68,120,1,20000,20,"White",16,16,16,8,3,2,0,0,33
63,120,0,15000,15,"White",16,16,16,8,5,2,0,0,23
70,195,1,60000,60,"White",18,18,18,3,1,2,0,0,50
65,155,0,11000,11,"White",13,13,13,5,1,2,0,0,47
64,115,0,5000,5,"White",15,15,15,8,2,2,7,7,40
63,113,0,136500,136.5,"White",17,17,17,8,6,2,0,0,84
69,180,1,87000,87,"White",18,18,18,8,5,2,5,5,39
65,135,0,27000,27,"White",16,16,16,7,5,2,0,0,30
77,241,1,89000,89,"White",16,16,16,8,1,2,2,2,41
70,175,1,40000,40,"White",14,14,14,8,4,2,2,2,28
64,120,0,15000,15,"White",16,16,16,8,7,2,0,0,26
64,130,0,1000,1,"White",14,14,14,8,6,2,0,0,20
62,180,0,0,0,"White",12,12,12,4,1,1,7,7,28
64,NA,0,22000,22,"White",12,12,12,5,1,2,0,0,60
64,184,0,12000,12,"White",8,8,8,1,1,1,0,0,48
63,125,0,22000,22,"White",16,16,16,4,2,2,2,2,28
58,180,0,40000,40,"Black",12,12,NA,8,1,2,0,0,56
73,182,1,25000,25,"Black",10,NA,NA,2,6,2,2,2,55
66,182,0,0,0,"White",12,12,12,8,6,2,0,0,58
64,120,0,62000,62,"White",16,16,16,7,7,2,3,3,40
62,150,0,40000,40,"White",16,16,16,5,1,2,0,0,44
61,123,0,0,0,"White",13,13,13,6,7,2,0,0,42
64,113,0,35000,35,"Hispanic",14,14,14,4,2,2,0,0,53
64,119,0,7000,7,"White",12,12,12,8,1,2,0,0,28
70,190,1,25000,25,"White",14,14,NA,8,1,2,0,0,40
62,118,0,14000,14,"White",12,12,12,6,2,2,0,0,37
62,120,0,5000,5,"White",12,12,12,8,1,2,1,1,20
64,150,0,15000,15,"White",12,12,12,2,1,2,0,0,56
66,240,0,0,0,"Black",14,14,14,1,1,2,0,0,31
66,150,0,6000,6,"White",13,13,13,7,6,2,0,0,34
69,223,0,11000,11,"Black",12,NA,NA,1,1,2,7,7,41
64,132,0,10000,10,"White",13,13,13,4,1,2,0,0,31
62,168,0,0,0,"White",12,12,NA,8,1,2,1,1,59
62,118,0,5000,5,"White",12,12,12,4,4,1,4,4,32
71,193,1,20000,20,"White",14,14,14,8,5,2,2,2,41
59,108,0,35000,35,"White",12,NA,NA,7,1,2,0,0,56
62,155,0,7000,7,"White",12,12,12,4,1,2,0,0,73
68,185,1,38000,38,"White",9,9,9,8,2,2,1,1,46
68,175,1,29000,29,"White",9,NA,NA,4,1,1,1,1,58
62,122,0,20000,20,"White",10,10,NA,4,1,2,0,0,44
63,160,0,8000,8,"White",12,12,12,4,1,1,0,0,57
69,175,1,36000,36,"White",16,16,16,8,1,2,0,0,51
67,228,0,1500,1.5,"White",12,12,12,7,7,2,1,1,44
64,135,0,42000,42,"White",18,18,18,6,5,2,1,1,29
68,135,0,35000,35,"White",17,17,17,8,1,1,1,1,44
70,165,1,25000,25,"White",12,12,12,1,7,1,0,0,22
76,150,1,5000,5,"White",9,9,9,3,6,2,0,0,18
69,140,1,13000,13,"White",10,10,10,1,1,1,0,0,20
66,133,0,20000,20,"White",11,11,11,4,1,2,0,0,64
66,98,0,10000,10,"White",12,NA,NA,8,1,2,1,1,71
72,194,1,50000,50,"Other",15,15,15,8,5,1,3,3,49
69,145,1,30000,30,"Black",11,11,11,8,1,2,0,0,51
69,160,1,7000,7,"White",12,NA,NA,7,6,2,0,0,23
62,118,0,15000,15,"Black",12,12,12,8,1,2,0,0,82
60,200,0,31000,31,"Black",12,NA,NA,8,1,1,7,7,48
66,149,0,15000,15,"Black",12,12,12,2,2,2,3,3,42
60,135,0,0,0,"White",18,18,NA,2,1,2,4,4,41
67,170,1,50000,50,"White",16,16,16,7,2,2,1,1,49
67,120,0,5000,5,"Hispanic",11,11,11,1,1,2,3,3,18
66,140,1,5000,5,"White",15,15,15,8,7,2,0,0,20
70,150,0,600,0.6,"Black",12,12,12,7,6,2,3,3,18
64,150,0,14000,14,"Black",8,8,NA,8,1,2,0,0,51
60,105,0,40000,40,"Other",18,18,18,8,1,2,0,0,35
68,170,1,24000,24,"White",18,18,18,5,7,2,5,5,36
66,150,0,25000,25,"Black",12,NA,NA,8,1,2,0,0,59
73,180,1,22000,22,"Black",12,12,NA,1,5,1,7,7,24
72,215,1,20000,20,"White",8,8,8,4,1,1,1,1,36
64,145,0,20112,20.112,"White",12,NA,NA,8,5,1,3,3,38
67,135,1,12000,12,"White",13,13,13,7,1,1,1,1,67
71,180,1,15000,15,"Black",8,NA,NA,8,6,1,0,0,37
70,221,1,20000,20,"White",18,18,18,7,7,1,0,0,69
66,129,0,5000,5,"White",8,8,8,4,1,2,0,0,44
67,140,0,41000,41,"White",13,13,13,7,1,2,1,1,40
71,155,1,13000,13,"Black",9,9,9,8,1,2,0,0,50
63,136,0,0,0,"White",12,12,12,5,5,2,3,3,25
73,170,1,60000,60,"White",16,16,16,1,4,1,0,0,31
70,155,1,24000,24,"White",16,16,16,8,7,2,4,4,25
70,165,1,38000,38,"White",16,16,16,1,7,2,6,6,36
71,128,0,3000,3,"White",14,14,14,3,2,2,4,4,27
66,110,0,13000,13,"White",12,12,12,4,2,1,0,0,30
75,160,1,5000,5,"White",12,12,12,1,2,1,2,2,21
60,92,0,20000,20,"White",14,14,14,4,5,2,5,5,37
72,230,1,22000,22,"White",12,12,12,4,7,2,5,5,28
70,256,0,35000,35,"White",14,14,14,1,1,2,2,2,40
63,118,0,0,0,"Black",16,16,16,3,7,2,1,1,23
75,230,1,28000,28,"Black",9,NA,NA,8,4,2,0,0,55
60,110,0,22000,22,"White",12,12,12,6,3,1,7,7,41
73,186,1,30000,30,"Black",12,NA,12,8,5,2,1,1,44
65,165,1,5000,5,"Black",6,NA,NA,8,1,2,0,0,70
65,210,0,30000,30,"Black",12,12,NA,2,1,2,7,7,32
63,135,0,35000,35,"White",17,17,17,8,1,2,0,0,63
67,140,1,30000,30,"White",16,16,16,8,4,2,0,0,31
61,130,0,32000,32,"White",12,12,12,8,1,2,0,0,69
69,135,0,26000,26,"White",17,17,17,6,5,2,4,4,43
64,144,0,22000,22,"White",14,14,14,4,6,1,1,1,34
62,190,0,15000,15,"White",14,NA,NA,5,1,2,0,0,72
70,150,1,25000,25,"White",12,12,12,6,5,2,0,0,33
68,147,0,11000,11,"White",10,10,10,8,3,1,7,7,24
67,140,1,15000,15,"White",12,NA,NA,8,1,2,0,0,33
62,130,0,13000,13,"White",12,NA,NA,5,1,1,1,1,53
64,180,0,10000,10,"White",15,15,15,7,7,1,1,1,42
68,110,0,0,0,"White",12,12,12,1,1,2,7,7,24
72,200,1,35000,35,"White",16,16,16,8,6,2,0,0,32
68,120,0,12000,12,"White",12,12,12,4,4,2,0,0,45
64,130,0,25000,25,"White",17,17,17,6,1,2,7,7,38
66,130,1,0,0,"White",13,13,13,5,7,1,0,0,57
64,118,0,7000,7,"White",11,NA,NA,8,1,1,0,0,64
73,230,1,57000,57,"White",14,14,14,2,1,1,0,0,37
73,210,1,36000,36,"White",16,16,16,8,4,2,2,2,37
69,175,1,29000,29,"Hispanic",14,14,14,7,6,2,4,4,29
68,133,0,8000,8,"White",13,13,13,8,4,2,2,2,19
71,125,1,3000,3,"Black",11,11,11,8,1,2,4,4,18
63,160,0,0,0,"White",12,12,12,5,2,2,0,0,64
66,205,0,20000,20,"White",16,16,16,8,1,2,0,0,41
66,158,0,0,0,"White",12,NA,NA,8,1,1,3,3,36
66,173,1,33000,33,"White",12,12,12,7,4,2,1,1,57
68,210,0,15000,15,"Hispanic",12,12,NA,8,1,2,0,0,68
70,235,1,16000,16,"White",12,12,12,1,1,2,1,1,33
62,148,0,5000,5,"White",12,12,12,6,7,2,2,2,78
66,142,0,8000,8,"White",14,14,14,5,4,2,3,3,43
63,122,0,32000,32,"Black",16,16,16,4,1,2,3,3,34
75,175,1,14500,14.5,"White",12,12,12,1,3,1,0,0,24
67,125,0,13000,13,"White",12,12,12,2,2,2,6,6,29
68,115,1,5000,5,"White",16,16,16,4,5,2,0,0,27
60,NA,0,5000,5,"Black",12,12,12,2,1,2,0,0,34
62,125,0,0,0,"White",10,NA,NA,8,7,2,2,2,20
70,200,0,5000,5,"White",11,NA,11,4,1,2,1,1,57
63,160,0,7000,7,"White",9,9,9,7,4,2,1,1,25
65,126,0,50000,50,"Black",18,18,18,7,1,2,0,0,65
69,185,0,12000,12,"Black",12,12,12,8,2,1,3,3,35
71,209,1,19000,19,"White",14,14,14,8,6,2,0,0,61
62,110,0,9000,9,"White",12,12,12,8,7,1,0,0,55
64,110,0,25000,25,"White",12,12,12,2,2,1,4,4,38
65,130,0,20000,20,"Black",12,NA,NA,8,1,1,2,2,35
72,170,1,55000,55,"Hispanic",18,18,18,1,1,2,0,0,35
62,145,0,15000,15,"Black",12,NA,NA,2,1,2,0,0,71
75,190,1,45000,45,"White",18,18,18,6,7,1,4,4,31
65,120,0,10000,10,"White",12,12,12,8,7,1,0,0,40
65,142,0,15000,15,"White",12,12,12,8,1,2,0,0,67
63,113,0,13000,13,"White",12,12,12,2,2,1,0,0,19
66,120,0,45000,45,"White",18,18,18,7,7,2,0,0,30
64,110,0,20000,20,"White",13,13,13,1,1,1,7,7,31
68,116,0,45000,45,"White",16,16,16,6,2,2,6,6,29
72,185,1,30000,30,"White",12,12,12,8,6,2,0,0,26
64,110,0,12000,12,"White",12,12,12,8,1,2,1,1,34
70,125,0,26000,26,"White",13,NA,13,7,2,2,2,2,33
65,115,0,12500,12.5,"White",12,12,12,3,6,1,1,1,27
64,130,0,8000,8,"White",12,12,12,2,1,1,1,1,29
64,120,0,15000,15,"Hispanic",16,16,16,2,6,2,7,7,32
67,207,1,65000,65,"White",14,14,14,2,7,1,1,1,25
73,175,1,25000,25,"White",10,NA,10,8,6,1,6,6,21
73,185,1,8000,8,"Hispanic",14,14,14,4,6,2,1,1,21
65,110,1,15000,15,"Other",14,14,14,7,4,2,1,1,21
64,160,0,12000,12,"White",16,16,16,4,1,1,1,1,40
72,195,1,35000,35,"White",12,12,12,8,1,2,2,2,42
67,140,0,35000,35,"Black",13,13,13,5,6,2,2,2,37
67,162,1,40000,40,"White",16,16,16,7,6,2,0,0,31
66,140,0,15000,15,"Hispanic",14,14,14,7,2,2,1,1,24
74,145,1,29000,29,"White",12,12,12,8,4,2,0,0,22
60,114,0,5000,5,"White",10,10,10,8,1,1,0,0,74
64,96,0,15000,15,"White",12,12,12,5,4,1,7,7,33
63,175,0,15000,15,"White",13,13,13,4,2,2,1,1,31
74,250,1,20000,20,"White",12,NA,NA,4,2,2,1,1,36
74,205,1,3000,3,"Black",6,NA,NA,8,5,2,0,0,62
63,120,0,1000,1,"Black",16,16,16,8,2,2,5,5,19
62,140,0,8000,8,"Black",11,11,11,3,2,1,7,7,23
62,103,0,5000,5,"White",12,12,NA,4,6,1,1,1,18
67,160,0,25000,25,"White",16,16,16,8,5,2,2,2,27
75,219,1,5000,5,"White",13,13,13,7,5,1,0,0,22
69,163,1,20000,20,"White",12,12,12,7,4,2,0,0,57
65,133,0,15000,15,"White",12,12,12,2,1,1,0,0,26
73,150,1,30000,30,"White",12,12,12,2,2,2,0,0,34
63,200,0,12000,12,"White",12,NA,12,1,1,1,0,0,35
59,NA,0,5000,5,"White",11,NA,NA,1,1,2,3,3,80
60,120,0,0,0,"White",12,12,12,7,1,1,7,7,34
65,122,0,15000,15,"White",14,14,14,8,7,2,2,2,38
64,145,1,5000,5,"Black",14,14,14,4,1,2,0,0,34
64,130,0,15000,15,"Black",10,NA,NA,5,2,2,1,1,59
64,135,0,25000,25,"White",18,NA,NA,8,1,2,0,0,78
67,210,0,10000,10,"White",14,14,14,7,1,2,1,1,32
69,140,1,16000,16,"White",12,12,12,8,1,1,0,0,19
71,185,1,45000,45,"White",12,12,12,2,5,1,0,0,29
72,170,1,40000,40,"White",14,14,14,5,5,2,0,0,54
72,200,1,15000,15,"White",12,12,12,8,6,1,1,1,26
63,140,0,0,0,"White",12,12,12,4,1,2,7,7,62
66,152,0,20000,20,"White",13,13,13,8,5,1,0,0,33
70,125,1,25000,25,"White",14,NA,NA,3,1,2,0,0,81
64,145,0,19000,19,"White",14,14,14,7,5,1,0,0,52
64,128,0,17600,17.6,"White",16,16,16,2,2,1,3,3,30
68,155,1,7000,7,"White",12,NA,NA,8,1,2,0,0,67
74,207,1,30000,30,"White",12,12,12,5,4,2,2,2,32
62,125,0,18000,18,"White",11,11,11,1,1,1,0,0,47
63,135,0,15000,15,"Hispanic",8,8,NA,7,1,1,0,0,41
65,135,0,25000,25,"White",16,16,16,4,2,1,2,2,47
66,155,0,0,0,"White",14,14,14,6,1,2,1,1,55
60,120,0,6000,6,"White",5,5,5,8,1,2,7,7,62
69,170,1,70000,70,"White",18,18,18,7,6,2,0,0,42
61,115,0,15000,15,"Other",16,16,16,5,1,2,0,0,34
68,140,1,15000,15,"White",12,12,12,8,1,1,0,0,61
65,135,0,25000,25,"White",17,17,17,8,1,1,0,0,33
66,120,0,35000,35,"White",16,16,16,4,6,2,0,0,28
70,155,1,18000,18,"White",16,16,16,5,3,2,0,0,24
72,165,1,28000,28,"Black",15,15,15,2,6,2,0,0,30
66,160,0,35000,35,"White",12,12,12,8,1,1,0,0,49
67,150,1,25000,25,"Hispanic",12,12,12,8,4,2,1,1,23
64,135,0,15000,15,"Hispanic",11,11,11,8,6,2,0,0,21
71,172,1,22000,22,"Hispanic",14,14,NA,7,2,1,0,0,28
63,128,0,0,0,"White",12,12,12,8,6,2,0,0,29
73,190,1,35000,35,"White",12,NA,NA,3,3,2,0,0,30
