"","age","gender","race","gayFavorFederalMarriage","gayFavorStateMarriage","gayKnowSomeone"
"6594",38,"Male","Hispanic","No",NA,NA
"6595",23,"Male","White","No",NA,NA
"6596",46,"Male","White","Yes","No","No"
"6597",48,"Female",NA,"Yes",NA,NA
"6598",51,"Female","White","Yes",NA,NA
"6599",66,"Male","White","Yes","No","No"
"6600",27,"Male","White","Yes",NA,NA
"6601",59,"Female","White","Yes",NA,NA
"6602",43,"Male","White","No",NA,NA
"6603",47,"Male","White","Yes",NA,NA
"6604",51,"Male","White","Yes",NA,NA
"6605",55,"Female","White","Yes",NA,NA
"6606",52,"Female","White","No","No","Yes"
"6607",24,"Female","Other","Yes",NA,NA
"6608",70,"Female","White","No",NA,NA
"6609",56,"Female","White","Yes",NA,NA
"6610",55,"Male","White","Yes",NA,NA
"6611",65,"Female","White","No","No","No"
"6612",27,"Female","White","No",NA,NA
"6613",81,"Female","White","No",NA,NA
"6614",25,"Female","White","No",NA,NA
"6615",58,"Male","White","No",NA,NA
"6616",46,"Female","White","Yes","Yes","Yes"
"6617",50,"Male","White","No",NA,NA
"6618",49,"Male","White","Yes",NA,NA
"6619",70,"Female","White","Yes",NA,NA
"6620",55,"Female","White","No",NA,NA
"6621",85,"Female","White","No",NA,NA
"6622",76,"Female","White","No","No","Yes"
"6623",94,"Male",NA,"No",NA,NA
"6624",47,"Male","White","Yes",NA,NA
"6625",34,"Male","White","No","Yes","No"
"6626",38,"Female","Black","No",NA,NA
"6627",54,"Male","White","Yes",NA,NA
"6628",42,"Male","Hispanic","No",NA,NA
"6629",30,"Male","White","No",NA,NA
"6630",40,"Female","White","No","No","No"
"6631",59,"Female","White","Yes","No","Yes"
"6632",23,"Male","White","No",NA,NA
"6633",53,"Female","White","Yes",NA,NA
"6634",18,"Male","White","No",NA,NA
"6635",65,"Female","White","Yes",NA,NA
"6636",54,"Female","White","Yes",NA,NA
"6637",33,"Female","Hispanic","Yes",NA,NA
"6638",60,"Female","White","Yes",NA,NA
"6639",38,"Female","White","No",NA,NA
"6640",50,"Male","White","Yes",NA,NA
"6641",43,"Female","Hispanic","No",NA,NA
"6642",56,"Male","White","Yes",NA,NA
"6643",57,"Male","White","No","No","Yes"
"6644",51,"Female","White","Yes",NA,NA
"6645",79,"Male","White","No",NA,NA
"6646",42,"Female","White","No",NA,NA
"6647",44,"Male","Black","No",NA,NA
"6648",67,"Female","Black","No",NA,NA
"6649",47,"Female","White","No",NA,NA
"6650",37,"Male","White","Yes","No","Yes"
"6651",53,"Female","White","No",NA,NA
"6652",44,"Female","White","Yes","No","No"
"6653",73,"Female","White","No",NA,NA
"6654",50,"Female","Other","No",NA,NA
"6655",51,"Male","White","Yes",NA,NA
"6656",57,"Female","White","No",NA,NA
"6657",28,"Male","White","Yes","No","No"
"6658",58,"Female","White","Yes","No","Yes"
"6659",48,"Female","White","No",NA,NA
"6660",28,"Male","Hispanic","No",NA,NA
"6661",24,"Female",NA,"Yes",NA,NA
"6662",72,"Female","White","Yes","No","No"
"6663",34,"Male","White","Yes",NA,NA
"6664",42,"Female","White","No",NA,NA
"6665",50,"Male","White","No",NA,NA
"6666",88,"Female","Black","Yes",NA,NA
"6667",42,"Female","White","No",NA,NA
"6668",40,"Male","White","Yes",NA,NA
"6669",64,"Female","White","Yes",NA,NA
"6670",42,"Male","Black","Yes",NA,NA
"6671",76,"Male","White","Yes",NA,NA
"6672",52,"Male","White","Yes",NA,NA
"6673",33,"Female","White","Yes",NA,NA
"6674",26,"Male","White","Yes",NA,NA
"6675",38,"Female","White","Yes","No","No"
"6676",18,"Male","Hispanic","No","No","No"
"6677",82,"Female","White","No",NA,NA
"6678",33,"Female","White","No",NA,NA
"6679",41,"Male","Other","No",NA,NA
"6680",65,"Male","White","No","No","No"
"6681",77,"Female","Hispanic","Yes","No","No"
"6682",32,"Female","White","Yes",NA,NA
"6683",70,"Female","White","No",NA,NA
"6684",87,"Female","White","No",NA,NA
"6685",65,"Female","White","No",NA,NA
"6686",43,"Male","White","No","No","Yes"
"6687",33,"Female","Black","No",NA,NA
"6688",28,"Female","White","No","Yes","Yes"
"6689",40,"Female","Hispanic","No",NA,NA
"6690",45,"Male","Hispanic","No",NA,NA
"6691",24,"Male","White","No","No","No"
"6692",43,"Male","White","Yes",NA,NA
"6693",82,"Female","White","No",NA,NA
"6694",30,"Female","Other","Yes",NA,NA
"6695",41,"Female","White","No",NA,NA
"6696",41,"Male","White","No",NA,NA
"6697",57,"Male","Other","Yes","No","No"
"6698",66,"Male","White","Yes",NA,NA
"6699",71,"Female","White","No",NA,NA
"6700",67,"Female","White","Yes","Yes","No"
"6701",55,"Male","Other","Yes",NA,NA
"6702",56,"Female","White","No","Yes","Yes"
"6703",49,"Male","White","No","No","No"
"6704",45,"Female","White","No",NA,NA
"6705",65,"Female","White","Yes","No","No"
"6706",49,"Male","White","Yes",NA,NA
"6707",29,"Male","White","No","Yes","Yes"
"6708",49,"Female","White","Yes",NA,NA
"6709",72,"Male","White","Yes",NA,NA
"6710",51,"Female","White","No",NA,NA
"6711",44,"Male","White","No",NA,NA
"6712",54,"Male","White","Yes","No","No"
"6713",58,"Female","White","No",NA,NA
"6714",62,"Male","White","No",NA,NA
"6715",59,"Male","White","No",NA,NA
"6716",71,"Female","White","Yes","No","No"
"6717",20,"Female","Black","No",NA,NA
"6718",53,"Male","White","Yes",NA,NA
"6719",82,"Female","White","Yes","No","No"
"6720",57,"Male","White","Yes",NA,NA
"6721",27,"Female","White","Yes","No","Yes"
"6722",81,"Female","White","Yes","No","No"
"6723",27,"Female","White","No",NA,NA
"6724",44,"Male","White","No",NA,NA
"6725",40,"Female","White","No",NA,NA
"6726",48,"Female","White","Yes","No","No"
"6727",60,"Female","White","No","No","No"
"6728",66,"Male","White","Yes",NA,NA
"6729",27,"Female","White","No",NA,NA
"6730",67,"Female","White","No",NA,NA
"6731",44,"Male","White","Yes",NA,NA
"6732",73,"Male","White","No",NA,NA
"6733",23,"Female","White","Yes",NA,NA
"6734",82,"Male","White","Yes","No","No"
"6735",24,"Male","White","No",NA,NA
"6736",29,"Female","White","No",NA,NA
"6737",37,"Male","Hispanic","No",NA,NA
"6738",39,"Male","White","Yes",NA,NA
"6739",41,"Female","White","Yes",NA,NA
"6740",41,"Male","White","No","Yes","Yes"
"6741",45,"Female","White","No",NA,NA
"6742",66,"Male","White","Yes",NA,NA
"6743",71,"Male","White","Yes",NA,NA
"6744",40,"Male","White","Yes","No","No"
"6745",41,"Female","White","No","No","Yes"
"6746",28,"Female","White","No",NA,NA
"6747",22,"Male","Hispanic","Yes",NA,NA
"6748",28,"Female","White","No","Yes","Yes"
"6749",59,"Female","Black","No",NA,NA
"6750",58,"Female","White","No",NA,NA
"6751",34,"Female","White","No",NA,NA
"6752",41,"Female","White","No",NA,NA
"6753",76,"Female","White","Yes",NA,NA
"6754",54,"Male","White","Yes",NA,NA
"6755",37,"Male","White","No",NA,NA
"6756",40,"Female","Black","No","No","No"
"6757",42,"Male","White","Yes",NA,NA
"6758",47,"Male","White","Yes",NA,NA
"6759",48,"Male","White","No",NA,NA
"6760",49,"Female","White","No","No","Yes"
"6761",30,"Male","White","No",NA,NA
"6762",22,"Female","White","No","No","No"
"6763",40,"Female","Hispanic","No",NA,NA
"6764",42,"Male","White","Yes",NA,NA
"6765",31,"Male","White","Yes","No","No"
"6766",41,"Female","White","No",NA,NA
"6767",73,"Female","White","No",NA,NA
"6768",48,"Male","Other","No",NA,NA
"6769",21,"Male","Other","No",NA,NA
"6770",69,"Female","White","Yes",NA,NA
"6771",39,"Male","White","No",NA,NA
"6772",35,"Male","Hispanic","Yes",NA,NA
"6773",33,"Female","White","No",NA,NA
"6774",52,"Male","Other","No","Yes","No"
"6775",55,"Male","White","No",NA,NA
"6776",26,"Female","White","No",NA,NA
"6777",29,"Female","White","No","Yes","Yes"
"6778",21,"Male","White","No",NA,NA
"6779",49,"Female","White","No","Yes","Yes"
"6780",69,"Male","White","Yes",NA,NA
"6781",19,"Female","White","No","Yes","No"
"6782",68,"Female","White","No",NA,NA
"6783",29,"Female","White","Yes","No","No"
"6784",60,"Female","White","Yes","No","No"
"6785",77,"Female","White","No",NA,NA
"6786",80,"Female","White","No","Yes","No"
"6787",85,"Female","White","Yes",NA,NA
"6788",71,"Female","White","No",NA,NA
"6789",91,"Female","White","Yes",NA,NA
"6790",62,"Female","White","No",NA,NA
"6791",33,"Male","Black","No","No","No"
"6792",62,"Female","White","No",NA,NA
"6793",81,"Female","White","Yes",NA,NA
"6794",59,"Female","White","No",NA,NA
"6795",30,"Male","White","No","No","Yes"
"6796",29,"Female","Hispanic","No",NA,NA
"6797",61,"Female","White","No",NA,NA
"6798",30,"Female","White","No",NA,NA
"6799",44,"Male","White","No","Yes","Yes"
"6800",18,"Female","Black","No",NA,NA
"6801",67,"Male","White","No",NA,NA
"6802",54,"Male","White","Yes","No","Yes"
"6803",49,"Male","White","Yes",NA,NA
"6804",30,"Male","White","No",NA,NA
"6805",34,"Female","White","No",NA,NA
"6806",34,"Female","White","No",NA,NA
"6807",52,"Male","White","Yes",NA,NA
"6808",57,"Male","White","Yes","No","No"
"6809",52,"Male","White","Yes",NA,NA
"6810",57,"Female","White","No",NA,NA
"6811",70,"Female","White","Yes","Yes","No"
"6812",43,"Male","White","No",NA,NA
"6813",32,"Male","White","No",NA,NA
"6814",64,"Female","White","No","Yes","Yes"
"6815",35,"Female","Hispanic","Yes",NA,NA
"6816",38,"Female","White","Yes","No","No"
"6817",74,"Female","White","Yes","No","Yes"
"6818",49,"Male","Black","No",NA,NA
"6819",49,"Male",NA,"Yes",NA,NA
"6820",34,"Female","White","No","Yes","Yes"
"6821",44,"Male","White","Yes",NA,NA
"6822",66,"Male","White","No",NA,NA
"6823",32,"Male","Other","Yes",NA,NA
"6824",83,"Female","White","Yes","No","No"
"6825",26,"Female","Hispanic","Yes",NA,NA
"6826",22,"Male","Hispanic","No","Yes","No"
"6827",22,"Female","White","No","Yes","No"
"6828",27,"Male","Hispanic","Yes",NA,NA
"6829",41,"Female","Black","No",NA,NA
"6830",55,"Female","Black","No",NA,NA
"6831",57,"Female","White","No",NA,NA
"6832",37,"Female","White","Yes",NA,NA
"6833",72,"Female","White","Yes",NA,NA
"6834",43,"Male","White","Yes","No","No"
"6835",66,"Male","White","Yes","Yes","Yes"
"6836",56,"Male","White","No","Yes","No"
"6837",57,"Male","White","Yes",NA,NA
"6838",21,"Male","White","Yes",NA,NA
"6839",44,"Male","White","No",NA,NA
"6840",39,"Female","White","No",NA,NA
"6841",36,"Female","White","No",NA,NA
"6842",46,"Male","White","No","Yes","Yes"
"6843",56,"Female","Other","Yes",NA,NA
"6844",46,"Female","White","Yes",NA,NA
"6845",27,"Male","White","No","Yes","Yes"
"6846",46,"Female","White","No","Yes","Yes"
"6847",45,"Male","White","Yes",NA,NA
"6848",79,"Male","White","No","No","No"
"6849",54,"Female","White","No","No","Yes"
"6850",72,"Female","White","Yes","No","No"
"6851",35,"Male","White","No",NA,NA
"6852",49,"Female","White","No",NA,NA
"6853",50,"Female","Hispanic","No",NA,NA
"6854",19,"Male","White","Yes",NA,NA
"6855",62,"Male","White","Yes",NA,NA
"6856",35,"Female","Other","No","Yes","No"
"6857",73,"Male","White","Yes",NA,NA
"6858",33,"Female","White","No","Yes","Yes"
"6859",59,"Female","Other","No","No","No"
"6860",50,"Male","Other","No",NA,NA
"6861",34,"Male","Hispanic","No",NA,NA
"6862",69,"Male","White","Yes",NA,NA
"6863",29,"Male","White","Yes",NA,NA
"6864",48,"Male","Hispanic","No","No","No"
"6865",78,"Female","White","No",NA,NA
"6866",48,"Male","White","No",NA,NA
"6867",52,"Male","Other","Yes",NA,NA
"6868",75,"Female","White","No",NA,NA
"6869",35,"Male","White","Yes",NA,NA
"6870",33,"Female","White","No",NA,NA
"6871",52,"Male","White","Yes","No","No"
"6872",52,"Male","White","Yes",NA,NA
"6873",34,"Male","White","Yes",NA,NA
"6874",54,"Female","White","No","Yes","No"
"6875",21,"Male","Hispanic","No",NA,NA
"6876",57,"Female","White","Yes",NA,NA
"6877",31,"Female","White","Yes",NA,NA
"6878",66,"Female","White","Yes",NA,NA
"6879",66,"Female","White","No",NA,NA
"6880",24,"Male","Other","Yes","No","No"
"6881",48,"Female","Black","Yes",NA,NA
"6882",65,"Male","White","No",NA,NA
"6883",42,"Female","White","No","No","Yes"
"6884",41,"Female","White","Yes",NA,NA
"6885",66,"Male","Other","Yes",NA,NA
"6886",66,"Male","White","No",NA,NA
"6887",42,"Male","Hispanic","No",NA,NA
"6888",50,"Female","White","No","Yes","Yes"
"6889",76,"Female","White","No",NA,NA
"6890",25,"Male","White","Yes",NA,NA
"6891",54,"Male",NA,"No",NA,NA
"6892",23,"Female","Hispanic","Yes","No","No"
"6893",38,"Female","White","Yes",NA,NA
"6894",71,"Female","White","No",NA,NA
"6895",71,"Female","White","Yes",NA,NA
"6896",49,"Female","White","No",NA,NA
"6897",61,"Female","White","No",NA,NA
"6898",57,"Male","White","Yes",NA,NA
"6899",27,"Male","White","No","No","No"
"6900",73,"Female","White","No",NA,NA
"6901",39,"Male","White","No",NA,NA
"6902",55,"Male","White","No",NA,NA
"6903",52,"Male","Black","No","No","No"
"6904",46,"Female","White","No",NA,NA
"6905",74,"Female","White","No",NA,NA
"6906",57,"Male","White","No",NA,NA
"6907",45,"Male","White","No","Yes","Yes"
"6908",73,"Male","White","Yes","No","No"
"6909",70,"Male","Black","No",NA,NA
"6910",48,"Female","White","Yes","No","No"
"6911",70,"Female","White","No","No","No"
"6912",43,"Male","White","No",NA,NA
"6913",48,"Female","Hispanic","Yes",NA,NA
"6914",55,"Male","White","No",NA,NA
"6915",67,"Male","White","No",NA,NA
"6916",59,"Female","Black","No",NA,NA
"6917",52,"Female","White","No","Yes","Yes"
"6918",47,"Male","White","Yes",NA,NA
"6919",30,"Female","Hispanic","Yes",NA,NA
"6920",40,"Female","White","No","No","No"
"6921",67,"Male","White","No",NA,NA
"6922",63,"Male","White","No",NA,NA
"6923",60,"Female","White","No",NA,NA
"6924",65,"Female","White","Yes","No","Yes"
"6925",49,"Male","Hispanic","Yes","No","Yes"
"6926",54,"Female","White","No",NA,NA
"6927",65,"Male","White","No",NA,NA
"6928",76,"Male","White","No",NA,NA
"6929",46,"Female","Hispanic","No","No","No"
"6930",53,"Female","White","Yes",NA,NA
"6931",35,"Female","Black","No","No","Yes"
"6932",75,"Female","Hispanic","No","Yes","No"
"6933",89,"Female","Other","Yes","Yes","No"
"6934",44,"Male","White","No","No","Yes"
"6935",50,"Male","White","No",NA,NA
"6936",32,"Male","Hispanic","Yes","No","Yes"
"6937",52,"Female","Hispanic","No","No","No"
"6938",87,"Female","White","No",NA,NA
"6939",33,"Female","White","No",NA,NA
"6940",32,"Male","White","Yes","No","Yes"
"6941",41,"Female","White","No",NA,NA
"6942",30,"Male","Other","Yes",NA,NA
"6943",51,"Male","White","Yes",NA,NA
"6944",80,"Female","White","No",NA,NA
"6945",65,"Male","White","No","Yes","Yes"
"6946",36,"Female","Black","Yes","Yes","No"
"6947",80,"Female","White","No","No","Yes"
"6948",41,"Male","White","Yes",NA,NA
"6949",57,"Female","White","No",NA,NA
"6950",46,"Male","White","Yes",NA,NA
"6951",43,"Male","White","No","Yes","Yes"
"6952",53,"Male","White","No",NA,NA
"6953",39,"Female","White","Yes",NA,NA
"6954",63,"Male","White","No",NA,NA
"6955",67,"Female","White","Yes","No","No"
"6956",31,"Female","White","Yes",NA,NA
"6957",51,"Female","Other","Yes",NA,NA
"6958",68,"Male","White","No","No","No"
"6959",45,"Female","White","Yes",NA,NA
"6960",53,"Female","White","Yes",NA,NA
"6961",45,"Male","White","Yes",NA,NA
"6962",80,"Female","White","Yes",NA,NA
"6963",47,"Male","White","Yes",NA,NA
"6964",41,"Male","White","No","Yes","Yes"
"6965",31,"Female","Hispanic","No","No","Yes"
"6966",40,"Male","Other","Yes",NA,NA
"6967",31,"Female","Hispanic","No",NA,NA
"6968",46,"Male","White","No",NA,NA
"6969",57,"Female","White","Yes",NA,NA
"6970",38,"Female","White","No",NA,NA
"6971",37,"Female","White","No","Yes","No"
"6972",58,"Male","White","Yes",NA,NA
"6973",28,"Male","White","Yes",NA,NA
"6974",56,"Female","White","No",NA,NA
"6975",50,"Female","White","No",NA,NA
"6976",36,"Female","White","No",NA,NA
"6977",33,"Female","White","No","Yes","No"
"6978",61,"Female","White","No",NA,NA
"6979",65,"Male","White","No",NA,NA
"6980",54,"Female","White","No",NA,NA
"6981",69,"Female","White","No",NA,NA
"6982",26,"Female","White","Yes",NA,NA
"6983",30,"Male","Hispanic","Yes",NA,NA
"6984",54,"Female","Other","No","No","No"
"6985",38,"Female","White","Yes",NA,NA
"6986",29,"Male","White","Yes","No","No"
"6987",56,"Male","White","No",NA,NA
"6988",42,"Female","White","No",NA,NA
"6989",30,"Male","Other","No",NA,NA
"6990",40,"Female","White","Yes","Yes","No"
"6991",26,"Male","White","No","Yes","No"
"6992",30,"Female","Hispanic","No","Yes","Yes"
"6993",65,"Female","White","Yes","No","Yes"
"6994",73,"Male","White","No",NA,NA
"6995",44,"Female","White","No","No","Yes"
"6996",39,"Female","White","No","Yes","No"
"6997",NA,"Female","White","Yes",NA,NA
"6998",38,"Male","White","Yes",NA,NA
"6999",78,"Male","White","Yes",NA,NA
"7000",31,"Male","White","Yes",NA,NA
"7001",80,"Male","White","Yes",NA,NA
"7002",40,"Male","Other","Yes","No","No"
"7003",61,"Male","White","No",NA,NA
"7004",46,"Male","White","Yes",NA,NA
"7005",48,"Male","White","No",NA,NA
"7006",46,"Male","White","No",NA,NA
"7007",47,"Male","White","Yes",NA,NA
"7008",62,"Female","White","Yes",NA,NA
"7009",47,"Male","White","No",NA,NA
"7010",88,"Female","White","No",NA,NA
"7011",43,"Female","White","Yes",NA,NA
"7012",35,"Female","White","Yes","No","No"
"7013",48,"Female","White","No",NA,NA
"7014",80,"Female","White","No",NA,NA
"7015",41,"Female","White","No",NA,NA
"7016",24,"Male","White","No",NA,NA
"7017",76,"Female","White","No",NA,NA
"7018",61,"Male","White","No",NA,NA
"7019",40,"Male",NA,"No",NA,NA
"7020",33,"Male","White","Yes","No","Yes"
"7021",85,"Male","White","No",NA,NA
"7022",64,"Male","White","No",NA,NA
"7023",30,"Female","White","No","Yes","No"
"7024",51,"Female","Black","Yes","No","Yes"
"7025",64,"Female","White","Yes",NA,NA
"7026",89,"Male","White","No","No","No"
"7027",42,"Male","White","No",NA,NA
"7028",39,"Female","Hispanic","Yes",NA,NA
"7029",66,"Female","White","Yes",NA,NA
"7030",65,"Female","White","No",NA,NA
"7031",74,"Female","White","No",NA,NA
"7032",34,"Female","White","No",NA,NA
"7033",27,"Female","White","Yes",NA,NA
"7034",50,"Female","Other","No",NA,NA
"7035",56,"Male","White","Yes","No","No"
"7036",54,"Female","White","Yes",NA,NA
"7037",55,"Female","White","No",NA,NA
"7038",51,"Male","White","No",NA,NA
"7039",46,"Male","White","Yes",NA,NA
"7040",31,"Female","White","No",NA,NA
"7041",52,"Female","White","No",NA,NA
"7042",28,"Male","White","Yes",NA,NA
"7043",65,"Male","White","No","No","No"
"7044",65,"Female","White","No",NA,NA
"7045",67,"Male","White","No",NA,NA
"7046",24,"Female","White","No",NA,NA
"7047",43,"Female","White","No",NA,NA
"7048",82,"Male","White","Yes",NA,NA
"7049",41,"Male","White","No",NA,NA
"7050",22,"Female","White","Yes",NA,NA
"7051",19,"Male","White","No","No","Yes"
"7052",69,"Male","White","No",NA,NA
"7053",51,"Female","Black","No","Yes","Yes"
"7054",22,"Female","White","No",NA,NA
"7055",22,"Female","White","No","Yes","Yes"
"7056",78,"Female","White","No",NA,NA
"7057",42,"Female","Hispanic","No",NA,NA
"7058",39,"Female","White","Yes",NA,NA
"7059",52,"Male","White","Yes","No","No"
"7060",26,"Male","White","No","Yes","Yes"
"7061",38,"Female","Black","No","No","No"
"7062",66,"Male","White","Yes",NA,NA
"7063",82,"Male","White","No",NA,NA
"7064",38,"Female","White","No",NA,NA
"7065",37,"Female","White","Yes",NA,NA
"7066",50,"Male","White","No",NA,NA
"7067",44,"Female","White","Yes",NA,NA
"7068",45,"Male","White","Yes",NA,NA
"7069",54,"Male","White","No","Yes","Yes"
"7070",83,"Female","White","No","Yes","No"
"7071",51,"Female","White","No",NA,NA
"7072",65,"Male","White","Yes",NA,NA
"7073",78,"Female","White","No",NA,NA
"7074",40,"Female","White","No",NA,NA
"7075",61,"Female","White","Yes",NA,NA
"7076",22,"Female","White","No",NA,NA
"7077",55,"Male","Black","No",NA,NA
"7078",24,"Female","White","No","Yes","Yes"
"7079",70,"Female","White","Yes","No","No"
"7080",55,"Male","White","No","No","No"
"7081",44,"Male","White","No",NA,NA
"7082",47,"Male","Other","No",NA,NA
"7083",32,"Female","White","Yes",NA,NA
"7084",43,"Female","White","Yes",NA,NA
"7085",45,"Female","White","No",NA,NA
"7086",41,"Female","White","Yes","No","Yes"
"7087",24,"Female","Hispanic","No",NA,NA
"7088",44,"Female","White","No","No","Yes"
"7089",32,"Female","White","Yes",NA,NA
"7090",63,"Female","Hispanic","Yes","No","No"
"7091",67,"Female","White","No",NA,NA
"7092",29,"Female","Black","No",NA,NA
"7093",48,"Female","Other","Yes",NA,NA
"7094",64,"Female","White","No",NA,NA
"7095",57,"Male","White","Yes","No","No"
"7096",71,"Female","White","No",NA,NA
"7097",63,"Male","White","No",NA,NA
"7098",34,"Female","White","No",NA,NA
"7099",70,"Female","White","Yes",NA,NA
"7100",35,"Male","White","Yes","No","No"
"7101",30,"Female","White","No","Yes","Yes"
"7102",64,"Male","White","Yes","No","No"
"7103",41,"Female","White","No",NA,NA
"7104",75,"Female","White","No",NA,NA
"7105",25,"Female","White","No",NA,NA
"7106",56,"Female","White","Yes","No","Yes"
"7107",33,"Female","White","No","No","No"
"7108",42,"Male","Other","No",NA,NA
"7109",41,"Female","White","Yes",NA,NA
"7110",65,"Female","White","Yes",NA,NA
"7111",48,"Male","Black","Yes",NA,NA
"7112",53,"Female","White","No",NA,NA
"7113",41,"Female","White","Yes",NA,NA
"7114",44,"Female","White","Yes",NA,NA
"7115",42,"Female","White","No","Yes","No"
"7116",25,"Male","White","No","Yes","Yes"
"7117",61,"Female","White","No",NA,NA
"7118",33,"Female","Black","No",NA,NA
"7119",NA,"Male","White","No",NA,NA
"7120",38,"Male","White","No","No","No"
"7121",60,"Male","White","No","No","No"
"7122",48,"Female","White","No",NA,NA
"7123",38,"Female","White","Yes","Yes","No"
"7124",77,"Female","White","Yes",NA,NA
"7125",63,"Female","White","No",NA,NA
"7126",33,"Female","White","No",NA,NA
"7127",39,"Male","White","Yes",NA,NA
"7128",25,"Female","White","No",NA,NA
"7129",40,"Female","White","No","Yes","Yes"
"7130",30,"Female","White","No",NA,NA
"7131",63,"Male","White","No",NA,NA
"7132",24,"Female","Hispanic","Yes",NA,NA
"7133",60,"Female","White","Yes","No","Yes"
"7134",47,"Male","White","No","Yes","No"
"7135",64,"Female","White","No",NA,NA
"7136",56,"Female","White","No",NA,NA
"7137",33,"Male","Hispanic","No","No","No"
"7138",46,"Female","White","Yes",NA,NA
"7139",24,"Male","White","Yes","No","No"
"7140",59,"Male","White","Yes","No","No"
"7141",47,"Male","Black","No",NA,NA
"7142",35,"Male","White","Yes",NA,NA
"7143",40,"Female","White","No","No","Yes"
"7144",68,"Male","White","Yes",NA,NA
"7145",31,"Male","White","Yes",NA,NA
"7146",31,"Female","White","No",NA,NA
"7147",36,"Male","White","Yes",NA,NA
"7148",47,"Male","Black","Yes",NA,NA
"7149",42,"Female","White","Yes",NA,NA
"7150",37,"Female","Hispanic","Yes","No","No"
"7151",66,"Female","White","No",NA,NA
"7152",23,"Male","White","No",NA,NA
"7153",41,"Female","White","No",NA,NA
"7154",40,"Male","White","No",NA,NA
"7155",49,"Male","Other","Yes",NA,NA
"7156",48,"Male",NA,"No",NA,NA
"7157",76,"Male","White","Yes",NA,NA
"7158",52,"Female","Black","No","No","Yes"
"7159",24,"Female","White","Yes",NA,NA
"7160",76,"Female","White","No","Yes","No"
"7161",49,"Female",NA,"No",NA,NA
"7162",19,"Male","White","Yes","No","No"
"7163",33,"Male","White","No",NA,NA
"7164",32,"Male","Hispanic","Yes","No","No"
"7165",47,"Male","White","Yes",NA,NA
"7166",23,"Female","White","No",NA,NA
"7167",66,"Male","White","Yes",NA,NA
"7168",73,"Male","Hispanic","No",NA,NA
"7169",65,"Female","White","No",NA,NA
"7170",61,"Female","White","Yes","No","No"
"7171",26,"Male","Hispanic","No",NA,NA
"7172",46,"Male","White","Yes",NA,NA
"7173",47,"Male","Other","No","Yes","Yes"
"7174",51,"Female","White","No",NA,NA
"7175",50,"Female","White","No",NA,NA
"7176",57,"Female","White","No",NA,NA
"7177",64,"Male","White","No",NA,NA
"7178",34,"Female","White","No","Yes","Yes"
"7179",32,"Female","White","Yes","No","No"
"7180",34,"Female","White","Yes",NA,NA
"7181",48,"Female","Hispanic","No",NA,NA
"7182",81,"Male","White","No",NA,NA
"7183",25,"Male","White","No",NA,NA
"7184",45,"Female","White","No",NA,NA
"7185",39,"Female","White","No",NA,NA
"7186",23,"Male","White","No",NA,NA
"7187",48,"Female","White","No",NA,NA
"7188",59,"Female","White","Yes","No","Yes"
"7189",NA,"Male",NA,"Yes",NA,NA
"7190",24,"Male","White","No","No","No"
"7191",43,"Male","White","Yes","No","No"
"7192",38,"Female","White","Yes",NA,NA
"7193",50,"Female","White","No","Yes","Yes"
"7194",35,"Male","White","Yes",NA,NA
"7195",64,"Male","White","Yes",NA,NA
"7196",21,"Female","White","No",NA,NA
"7197",50,"Male","Black","No",NA,NA
"7198",50,"Female","White","No",NA,NA
"7199",30,"Male","White","No",NA,NA
"7200",51,"Female","White","No","Yes","Yes"
"7201",32,"Male","White","No","Yes","No"
"7202",70,"Male","White","Yes","No","No"
"7203",49,"Female","White","No",NA,NA
"7204",28,"Male","White","Yes",NA,NA
"7205",39,"Female","Black","No",NA,NA
"7206",40,"Male","White","Yes",NA,NA
"7207",72,"Female","White","No",NA,NA
"7208",40,"Male","Other","No",NA,NA
"7209",40,"Male","Black","No",NA,NA
"7210",39,"Female","White","Yes",NA,NA
"7211",74,"Female","White","No",NA,NA
"7212",72,"Male","White","Yes",NA,NA
"7213",46,"Female","White","No",NA,NA
"7214",35,"Male","White","No","Yes","Yes"
"7215",21,"Male","White","No","Yes","No"
"7216",27,"Male","White","No",NA,NA
"7217",48,"Male","White","No","No","No"
"7218",31,"Male","White","Yes",NA,NA
"7219",68,"Female","White","No","No","Yes"
"7220",61,"Male","White","Yes",NA,NA
"7221",56,"Male","White","No","No","No"
"7222",41,"Male","Other","No","No","Yes"
"7223",70,"Male","White","Yes",NA,NA
"7224",66,"Male","White","No","No","Yes"
"7225",61,"Male","White","No",NA,NA
"7226",41,"Female","White","No",NA,NA
"7227",50,"Female","White","No",NA,NA
"7228",53,"Female","White","No",NA,NA
"7229",65,"Female","White","No",NA,NA
"7230",42,"Male","White","Yes",NA,NA
"7231",44,"Female","White","No",NA,NA
"7232",39,"Male","White","No","Yes","Yes"
"7233",47,"Male","White","No","Yes","Yes"
"7234",58,"Male","White","No","No","Yes"
"7235",21,"Female","White","No",NA,NA
"7236",45,"Male","White","No","No","No"
"7237",29,"Male","White","No",NA,NA
"7238",62,"Female","White","Yes",NA,NA
"7239",45,"Female","White","No","Yes","No"
"7240",40,"Male","White","No",NA,NA
"7241",37,"Male","White","Yes",NA,NA
"7242",37,"Male","White","No",NA,NA
"7243",77,"Female","White","Yes",NA,NA
"7244",45,"Male","Hispanic","No",NA,NA
"7245",47,"Male","White","No",NA,NA
