"","cfdate","faildate","peacekeepers?","badness","delay","censored?"
"865",125,62,1,"white",7,2
"866",200,70,1,"white",1,2
"867",160,63,1,"white",4,2
"868",126,65,1,"black",1,2
"869",185,69,1,"black",2,1
"870",209,71,0,"white",6,2
"871",135,67,1,"white",1,2
"872",110,62,1,"white",7,1
"873",110,64,1,"white",2,1
"874",130,65,1,"black",1,1
"875",170,72,0,"hispanic",1,2
"876",145,68,1,"white",7,2
"877",145,62,1,"black",1,2
"878",190,75,0,"white",7,1
"879",120,65,1,"white",7,1
"880",125,62,1,"white",7,2
"881",142,65,1,"white",1,2
"882",113,63,1,"white",2,1
"883",120,66,1,"white",7,2
"884",110,64,1,"white",1,1
"885",116,68,1,"white",2,2
"886",185,72,0,"white",6,2
"887",110,64,1,"white",1,2
"888",125,70,1,"white",2,2
"889",115,65,1,"white",6,1
"890",130,64,1,"white",1,1
"891",120,64,1,"hispanic",6,2
"892",207,67,0,"white",7,1
"893",175,73,0,"white",6,1
"894",185,73,0,"hispanic",6,2
"895",110,65,0,"other",4,2
"896",160,64,1,"white",1,1
"897",195,72,0,"white",1,2
"898",140,67,1,"black",6,2
"899",162,67,0,"white",6,2
"900",140,66,1,"hispanic",2,2
"901",145,74,0,"white",4,2
"902",123,62,1,"white",1,2
"903",114,60,1,"white",1,1
"904",96,64,1,"white",4,1
"905",175,63,1,"white",2,2
"906",250,74,0,"white",2,2
"907",205,74,0,"black",5,2
"908",120,63,1,"black",2,2
"909",140,62,1,"black",2,1
"910",103,62,1,"white",6,1
"911",160,67,1,"white",5,2
"912",219,75,0,"white",5,1
"913",163,69,0,"white",4,2
"914",133,65,1,"white",1,1
"915",150,73,0,"white",2,2
"916",200,63,1,"white",1,1
"917",998,59,1,"white",1,2
"918",120,60,1,"white",1,1
"919",122,65,1,"white",7,2
"920",145,64,0,"black",1,2
"921",130,64,1,"black",2,2
"922",195,66,1,"white",1,1
"923",135,64,1,"white",1,2
"924",210,67,1,"white",1,2
"925",140,69,0,"white",1,1
"926",185,71,0,"white",5,1
"927",170,72,0,"white",5,2
"928",200,72,0,"white",6,1
"929",140,63,1,"white",1,2
"930",152,66,1,"white",5,1
"931",125,70,0,"white",1,2
"932",145,64,1,"white",5,1
"933",128,64,1,"white",2,1
"934",155,68,0,"white",1,2
"935",207,74,0,"white",4,2
"936",125,62,1,"white",1,1
"937",135,63,1,"hispanic",1,1
"938",135,65,1,"white",2,1
"939",155,66,1,"white",1,2
"940",120,60,1,"white",1,2
"941",170,69,0,"white",6,2
"942",115,61,1,"other",1,2
"943",140,68,0,"white",1,1
"944",135,65,1,"white",1,1
"945",120,66,1,"white",6,2
"946",155,70,0,"white",3,2
"947",165,72,0,"black",6,2
"948",160,66,1,"white",1,1
"949",150,67,0,"hispanic",4,2
"950",135,64,1,"hispanic",6,2
"951",172,71,0,"hispanic",2,1
"952",128,63,1,"white",6,2
"953",190,73,0,"white",3,2
"954",140,64,1,"black",6,2
"955",150,68,0,"white",5,1
"956",115,64,1,"black",1,2
"957",135,66,0,"black",1,1
"958",128,67,1,"white",1,2
"959",135,64,1,"hispanic",5,2
"960",147,64,1,"black",6,2
"961",138,62,1,"white",1,1
"962",180,69,0,"white",3,2
"963",125,63,1,"white",1,2
"964",134,62,1,"white",1,2
"965",180,63,1,"white",1,2
"966",135,63,1,"white",3,2
"967",195,72,0,"white",1,2
"968",93,61,1,"hispanic",6,2
"969",202,75,0,"white",2,1
"970",160,71,0,"white",1,1
"971",170,70,0,"white",7,2
"972",130,60,1,"white",1,1
"973",158,69,0,"white",1,1
"974",200,64,1,"white",1,2
"975",222,72,0,"white",1,1
"976",149,69,0,"white",7,2
"977",136,63,1,"white",1,2
"978",200,66,1,"white",1,2
"979",110,64,1,"white",5,2
"980",235,71,0,"white",7,2
"981",115,64,1,"white",1,2
"982",105,59,1,"white",1,1
"983",170,68,0,"white",4,2
"984",210,75,0,"white",5,2
"985",270,77,0,"white",2,2
"986",150,68,1,"white",1,2
"987",140,70,0,"black",1,2
"988",154,69,0,"white",6,1
"989",103,63,1,"white",1,1
"990",147,65,1,"white",1,2
"991",190,73,0,"black",6,2
"992",145,66,0,"other",1,2
"993",212,72,0,"black",2,1
"994",164,66,0,"white",1,2
"995",161,72,0,"black",6,1
"996",172,69,1,"black",1,2
"997",220,67,1,"white",1,2
"998",170,66,1,"white",1,2
"999",111,67,1,"white",1,1
"1000",149,68,1,"white",6,1
"1001",155,72,0,"white",1,1
"1002",210,70,0,"white",1,2
"1003",150,68,1,"white",6,2
"1004",120,65,1,"black",7,2
"1005",140,62,1,"black",1,2
"1006",155,69,0,"white",5,2
"1007",200,62,1,"white",1,2
"1008",145,70,0,"white",4,1
"1009",151,66,1,"white",2,2
"1010",185,66,0,"white",1,2
"1011",999,NA,1,"black",2,2
"1012",200,66,1,"white",1,1
"1013",130,62,1,"black",1,2
"1014",230,72,0,"white",5,2
"1015",214,74,0,"white",3,1
"1016",165,69,0,"white",1,2
"1017",187,69,0,"white",1,1
"1018",205,66,0,"white",2,2
"1019",190,71,0,"white",1,2
"1020",165,69,0,"white",7,2
"1021",104,60,1,"hispanic",1,1
"1022",999,65,1,"white",3,2
"1023",180,62,1,"white",1,1
"1024",150,67,1,"white",2,2
"1025",175,67,0,"white",6,1
"1026",240,68,1,"black",1,2
"1027",175,65,1,"black",1,2
"1028",115,63,1,"white",1,2
"1029",140,65,1,"other",1,2
"1030",210,64,1,"other",1,2
"1031",150,66,1,"black",1,1
"1032",160,66,1,"black",1,2
"1033",170,74,0,"black",1,1
"1034",157,65,1,"white",1,2
"1035",180,63,1,"black",1,2
"1036",130,62,1,"white",1,1
"1037",165,68,0,"white",2,2
"1038",999,68,1,"white",7,2
"1039",124,66,1,"white",6,2
"1040",110,64,1,"white",2,2
"1041",130,61,1,"white",1,2
"1042",122,65,1,"white",6,2
"1043",120,62,1,"white",7,2
"1044",200,73,0,"white",1,2
"1045",135,62,1,"white",1,1
"1046",170,70,0,"white",5,2
"1047",100,58,1,"black",1,1
"1048",145,68,0,"white",2,1
"1049",140,67,1,"white",1,1
"1050",180,64,1,"white",1,2
"1051",165,71,0,"black",1,2
"1052",139,68,1,"white",3,1
"1053",208,70,0,"white",1,2
"1054",200,72,0,"white",1,1
"1055",145,67,0,"white",1,1
"1056",130,63,1,"other",1,1
"1057",112,63,1,"white",2,2
"1058",180,66,0,"white",1,2
"1059",138,65,1,"white",1,2
"1060",124,61,0,"white",6,2
"1061",110,61,1,"hispanic",1,2
"1062",150,67,1,"white",6,2
"1063",250,73,0,"white",1,1
"1064",180,66,1,"black",1,2
"1065",185,71,1,"black",1,2
"1066",145,64,1,"white",3,2
"1067",199,70,0,"white",1,2
"1068",165,67,1,"white",5,2
"1069",190,62,1,"white",1,1
"1070",131,67,1,"white",1,2
"1071",210,69,0,"white",1,2
"1072",170,66,1,"black",1,1
"1073",155,66,1,"black",1,2
"1074",150,66,0,"white",7,2
"1075",133,64,1,"white",1,2
"1076",130,66,1,"white",1,2
"1077",137,64,1,"white",1,2
"1078",190,72,0,"black",5,2
"1079",195,64,1,"white",1,2
"1080",170,64,1,"white",1,2
"1081",160,65,1,"white",1,1
"1082",190,68,0,"white",1,2
"1083",150,72,0,"white",5,1
"1084",999,65,1,"white",1,2
"1085",150,63,1,"white",1,2
"1086",185,71,0,"white",5,2
"1087",135,64,1,"hispanic",2,2
"1088",190,70,0,"black",4,1
"1089",125,66,1,"white",1,2
"1090",112,64,1,"white",7,2
"1091",154,69,1,"white",7,1
"1092",123,67,1,"white",6,2
"1093",178,75,0,"white",7,2
"1094",125,66,1,"hispanic",7,2
"1095",125,67,1,"white",1,1
"1096",132,68,1,"white",1,2
"1097",142,67,1,"white",2,1
"1098",214,75,0,"black",5,1
"1099",175,71,0,"white",1,2
"1100",175,62,1,"white",1,2
"1101",180,68,1,"white",7,2
"1102",124,67,1,"white",3,1
"1103",135,68,1,"white",7,2
"1104",183,70,1,"white",1,2
"1105",151,70,0,"white",1,2
"1106",145,67,0,"white",6,2
"1107",122,64,1,"white",1,1
"1108",180,65,1,"white",1,1
"1109",140,64,1,"black",2,2
"1110",120,65,1,"white",1,1
"1111",160,71,0,"white",4,2
"1112",137,63,1,"white",1,1
"1113",170,70,0,"white",2,2
"1114",175,70,0,"white",6,2
"1115",126,64,1,"white",1,2
"1116",148,61,1,"black",1,2
"1117",142,68,1,"white",1,2
"1118",162,65,1,"black",5,2
"1119",170,67,0,"white",2,2
"1120",150,67,1,"white",2,2
"1121",998,68,1,"white",1,2
"1122",110,59,1,"white",1,2
"1123",180,68,0,"white",1,1
"1124",135,63,1,"white",7,1
"1125",153,65,0,"white",4,2
"1126",168,66,0,"white",2,2
"1127",160,68,0,"white",1,1
"1128",150,69,1,"white",1,2
"1129",145,67,0,"white",2,1
"1130",250,72,0,"white",1,2
"1131",139,63,1,"white",1,2
"1132",199,74,0,"white",1,2
"1133",225,74,0,"white",6,2
"1134",104,66,1,"white",7,2
"1135",145,68,1,"white",4,2
"1136",105,68,1,"white",1,2
"1137",165,72,0,"white",1,2
"1138",115,69,1,"white",2,1
"1139",150,66,1,"white",5,2
"1140",175,62,1,"white",5,2
"1141",130,68,0,"white",1,1
"1142",185,74,0,"white",6,2
"1143",150,62,1,"white",1,2
"1144",180,72,0,"white",6,1
"1145",132,66,0,"white",1,1
"1146",175,67,0,"other",4,2
"1147",130,65,1,"white",7,2
"1148",240,66,0,"white",1,2
"1149",130,65,1,"white",2,1
"1150",145,60,1,"white",4,2
"1151",110,64,1,"white",2,1
"1152",132,62,1,"hispanic",1,2
"1153",160,64,1,"white",1,2
"1154",145,68,1,"white",6,2
"1155",130,64,1,"white",4,1
"1156",127,64,1,"white",5,2
"1157",220,70,0,"white",1,1
"1158",115,64,1,"white",7,2
"1159",100,63,1,"white",2,2
"1160",160,69,1,"white",1,2
"1161",150,67,1,"white",1,1
"1162",140,63,1,"white",1,2
"1163",140,67,0,"white",5,2
"1164",130,60,1,"white",6,2
"1165",140,62,1,"white",1,2
"1166",163,72,0,"white",5,2
"1167",190,67,1,"white",5,2
"1168",165,67,0,"white",2,2
"1169",194,NA,0,"white",1,1
"1170",170,68,1,"white",1,2
"1171",170,66,1,"black",2,1
"1172",136,66,1,"black",1,2
"1173",210,68,1,"white",4,2
"1174",149,60,1,"white",1,2
"1175",150,67,1,"white",6,1
"1176",130,65,0,"white",2,1
"1177",89,60,0,"white",1,2
"1178",135,69,1,"white",1,2
"1179",205,72,0,"white",7,2
"1180",170,65,0,"hispanic",1,1
"1181",170,69,0,"white",3,1
"1182",140,64,1,"white",1,1
"1183",150,64,0,"hispanic",4,2
"1184",160,68,0,"other",1,2
"1185",100,62,1,"other",1,2
"1186",145,67,1,"white",1,2
"1187",170,65,1,"white",4,2
"1188",125,64,1,"white",2,2
"1189",137,67,1,"white",1,2
"1190",170,66,0,"white",4,2
"1191",165,73,0,"white",7,2
"1192",295,74,0,"white",1,2
"1193",121,66,1,"white",2,2
"1194",130,65,1,"white",3,2
"1195",170,72,0,"white",7,2
"1196",120,64,1,"white",4,2
"1197",999,62,1,"white",1,2
"1198",173,74,0,"white",1,1
"1199",165,63,0,"white",1,1
"1200",115,63,1,"white",1,1
"1201",150,66,0,"white",2,2
"1202",196,69,0,"white",1,2
"1203",230,72,0,"white",4,2
"1204",155,62,1,"white",1,2
"1205",118,63,1,"white",6,1
"1206",140,64,1,"white",1,2
"1207",260,70,0,"white",1,2
"1208",175,69,0,"white",2,2
"1209",185,66,1,"hispanic",2,2
"1210",130,63,1,"white",4,1
"1211",115,62,1,"white",5,2
"1212",210,73,0,"white",3,2
"1213",135,63,1,"white",5,2
"1214",160,69,1,"white",7,2
"1215",120,66,1,"white",5,2
"1216",168,73,0,"white",5,2
"1217",119,65,1,"white",1,2
"1218",135,66,1,"white",1,2
"1219",145,71,0,"white",1,1
"1220",160,68,1,"white",1,2
"1221",145,64,1,"white",1,2
"1222",120,63,1,"white",1,2
"1223",176,72,0,"white",7,1
"1224",150,66,1,"black",6,2
"1225",220,70,0,"black",5,2
"1226",115,64,1,"white",4,2
"1227",170,66,1,"white",3,2
"1228",130,61,1,"white",1,2
"1229",210,72,0,"white",3,1
"1230",145,65,1,"white",7,1
"1231",200,64,1,"white",1,2
"1232",187,68,0,"white",1,2
"1233",170,64,1,"white",1,2
"1234",195,74,0,"white",1,2
"1235",160,67,0,"white",1,1
"1236",184,70,0,"white",1,2
"1237",150,66,1,"white",1,1
"1238",180,71,0,"white",6,2
"1239",170,71,0,"white",4,1
"1240",155,71,0,"black",1,1
"1241",215,67,1,"white",1,2
"1242",205,74,0,"white",1,1
"1243",225,75,0,"white",2,2
"1244",118,62,1,"white",1,2
"1245",150,72,0,"white",4,2
"1246",145,66,1,"hispanic",5,2
"1247",135,65,1,"black",5,2
"1248",175,70,0,"white",1,2
"1249",129,66,1,"white",1,2
"1250",176,70,0,"white",1,2
"1251",160,72,0,"white",4,2
"1252",175,70,0,"black",7,2
"1253",185,72,1,"black",1,2
"1254",237,64,1,"black",1,2
"1255",140,60,1,"hispanic",1,2
"1256",136,64,1,"white",4,1
"1257",169,61,1,"hispanic",1,2
"1258",181,66,1,"black",1,2
"1259",193,65,1,"white",1,2
"1260",198,65,1,"white",4,2
"1261",145,62,1,"black",1,2
"1262",212,68,0,"black",1,2
"1263",162,67,1,"black",1,2
"1264",205,67,1,"white",2,2
"1265",175,73,0,"black",1,2
"1266",122,63,1,"white",6,2
"1267",153,64,1,"white",1,2
"1268",210,70,0,"white",2,2
"1269",120,63,1,"white",1,2
"1270",135,66,1,"white",6,2
"1271",107,61,1,"white",7,2
"1272",160,68,1,"white",2,2
"1273",123,63,1,"white",5,2
"1274",160,66,1,"white",1,2
"1275",153,71,1,"white",1,2
"1276",155,67,0,"black",1,2
"1277",155,73,0,"white",4,2
"1278",185,64,1,"white",1,1
"1279",140,61,1,"white",3,2
"1280",190,63,1,"white",1,2
"1281",140,63,1,"white",1,1
"1282",115,62,1,"white",1,1
"1283",145,64,1,"white",1,2
"1284",195,67,1,"white",1,2
"1285",145,67,1,"white",1,2
"1286",157,66,1,"white",1,2
"1287",160,72,0,"white",5,2
"1288",185,73,0,"white",1,2
"1289",135,66,1,"white",1,2
"1290",135,66,1,"black",1,2
"1291",114,61,1,"white",1,2
"1292",138,63,1,"white",1,2
"1293",244,73,0,"white",2,2
"1294",130,64,1,"white",1,2
"1295",158,66,1,"white",5,1
"1296",155,70,1,"white",3,1
"1297",165,68,0,"white",6,2
"1298",128,67,1,"white",1,2
"1299",195,74,0,"white",4,2
"1300",123,64,1,"white",5,1
"1301",130,61,1,"white",1,2
"1302",250,66,1,"white",1,2
"1303",200,60,1,"white",1,2
"1304",125,59,1,"white",1,2
"1305",160,62,1,"black",1,2
"1306",160,74,0,"black",1,2
"1307",187,62,1,"black",1,2
"1308",124,62,1,"black",1,2
"1309",210,62,1,"white",1,2
"1310",201,75,0,"other",6,1
"1311",155,66,1,"white",1,1
"1312",160,66,1,"white",1,2
"1313",129,64,0,"white",1,1
"1314",172,71,0,"white",7,2
"1315",150,66,1,"white",2,2
"1316",170,70,0,"white",1,1
"1317",117,61,1,"white",6,1
"1318",123,63,1,"white",5,1
"1319",117,67,1,"white",1,2
"1320",230,74,1,"white",1,2
"1321",180,69,0,"white",7,1
"1322",255,70,0,"white",1,2
"1323",195,66,1,"white",1,1
"1324",200,74,0,"white",7,2
"1325",200,65,1,"white",1,2
"1326",145,63,1,"white",1,2
"1327",152,68,1,"white",1,1
"1328",128,64,1,"white",7,2
"1329",206,68,0,"white",2,2
"1330",140,66,0,"white",7,1
"1331",130,63,1,"white",1,2
"1332",210,69,0,"black",4,1
"1333",115,60,1,"white",1,1
"1334",110,61,1,"white",1,2
"1335",162,75,0,"white",7,2
"1336",220,70,0,"white",2,2
"1337",145,63,1,"hispanic",3,2
"1338",150,69,0,"white",6,2
"1339",165,66,1,"white",1,2
"1340",120,64,1,"white",5,1
"1341",999,67,1,"white",6,1
"1342",175,63,1,"hispanic",1,1
"1343",178,64,1,"white",1,2
"1344",120,64,1,"hispanic",3,2
"1345",138,67,1,"white",6,1
"1346",145,64,0,"black",1,2
"1347",160,72,0,"white",5,2
"1348",142,63,1,"black",5,2
"1349",100,67,1,"white",5,2
"1350",155,63,1,"hispanic",5,2
"1351",160,66,0,"white",7,2
"1352",125,65,1,"white",1,2
"1353",135,63,1,"white",1,2
"1354",129,66,1,"white",1,2
"1355",190,64,1,"white",2,2
"1356",170,64,1,"white",6,2
"1357",125,68,1,"white",2,2
"1358",195,71,0,"white",1,1
"1359",280,71,0,"white",2,2
"1360",155,72,0,"white",3,1
"1361",115,60,1,"white",1,2
"1362",170,70,0,"white",7,2
"1363",180,74,0,"white",7,2
"1364",220,74,0,"white",1,1
"1365",175,68,0,"white",1,2
"1366",218,74,0,"white",1,2
"1367",150,75,0,"white",1,2
"1368",171,68,0,"white",6,2
"1369",185,72,0,"white",7,1
"1370",140,63,1,"white",4,2
"1371",134,65,1,"white",6,1
"1372",225,71,0,"white",1,2
"1373",210,72,0,"white",2,2
"1374",170,64,1,"white",2,2
"1375",200,63,1,"white",1,2
"1376",230,66,1,"white",1,2
"1377",121,66,1,"black",1,2
"1378",87,61,1,"white",4,2
"1379",110,60,0,"black",1,2
"1380",170,72,0,"white",1,2
"1381",120,62,1,"white",2,2
"1382",145,65,1,"white",1,1
"1383",215,73,0,"white",1,2
"1384",140,66,1,"black",1,2
"1385",165,66,1,"black",1,2
"1386",139,67,1,"white",1,2
"1387",113,68,1,"white",1,2
"1388",150,62,1,"white",1,2
"1389",150,65,0,"white",1,2
"1390",130,63,1,"white",5,2
"1391",141,62,1,"white",1,1
"1392",160,68,0,"white",2,2
"1393",99,59,1,"white",1,2
"1394",180,62,1,"white",3,2
"1395",165,69,0,"white",2,1
"1396",135,70,1,"white",4,1
"1397",999,NA,1,"white",4,1
"1398",180,66,0,"white",1,2
"1399",102,64,1,"white",1,1
"1400",120,59,1,"white",1,2
"1401",100,62,1,"white",1,1
"1402",190,68,0,"white",2,2
"1403",142,59,1,"white",5,1
"1404",157,68,1,"white",5,2
"1405",220,63,1,"white",1,2
"1406",130,63,1,"white",2,2
"1407",100,63,1,"white",1,1
"1408",110,62,1,"white",1,2
"1409",170,68,0,"white",1,2
"1410",121,64,1,"white",7,2
"1411",120,63,1,"white",7,2
"1412",128,65,1,"white",5,2
"1413",220,72,0,"white",1,2
"1414",135,70,1,"white",2,2
"1415",140,66,1,"white",1,2
"1416",155,70,0,"white",2,1
"1417",220,72,0,"white",5,2
"1418",165,69,0,"white",2,2
"1419",120,63,1,"white",4,2
"1420",114,58,1,"white",1,2
"1421",115,63,1,"white",7,2
"1422",115,63,1,"white",1,2
"1423",312,73,0,"white",2,2
"1424",127,69,1,"white",7,2
"1425",160,70,0,"white",1,1
"1426",115,66,1,"white",1,2
"1427",170,60,1,"white",1,2
"1428",185,66,1,"white",1,2
"1429",185,65,1,"white",1,2
"1430",180,72,0,"white",7,2
"1431",130,62,1,"white",1,2
"1432",200,72,0,"white",1,2
"1433",185,69,0,"white",7,2
"1434",120,65,1,"black",6,2
"1435",134,73,0,"black",2,2
"1436",140,66,1,"black",5,2
"1437",280,72,0,"white",1,2
"1438",230,73,0,"white",1,2
"1439",150,68,1,"white",1,2
"1440",180,59,1,"white",1,2
"1441",128,64,1,"white",1,1
"1442",125,66,1,"white",5,2
"1443",140,62,1,"white",1,2
"1444",129,60,1,"white",1,2
"1445",124,60,1,"white",5,2
"1446",140,65,1,"white",3,2
"1447",150,63,1,"other",1,2
"1448",148,66,1,"white",1,2
"1449",145,64,1,"white",1,2
"1450",165,71,0,"white",7,2
"1451",162,67,0,"white",1,2
"1452",115,63,1,"white",6,2
"1453",145,63,1,"white",1,2
"1454",150,67,1,"white",7,2
"1455",160,63,1,"white",5,1
"1456",160,72,0,"white",1,1
"1457",125,65,1,"white",1,2
"1458",112,66,1,"white",2,2
"1459",160,66,1,"white",1,2
"1460",115,63,1,"white",6,2
"1461",112,65,1,"white",2,2
"1462",210,74,0,"white",4,2
"1463",170,67,1,"white",1,1
"1464",185,68,1,"white",1,1
"1465",150,65,1,"white",1,2
"1466",137,64,1,"white",7,2
"1467",128,68,1,"white",2,2
"1468",147,65,0,"white",5,2
"1469",265,72,0,"white",7,2
"1470",158,66,0,"black",4,1
"1471",220,69,0,"white",1,2
"1472",130,64,1,"white",1,2
"1473",140,64,1,"white",1,1
"1474",110,60,1,"other",1,2
"1475",220,72,0,"black",7,1
"1476",205,70,0,"hispanic",1,1
"1477",150,60,1,"white",1,2
"1478",130,64,1,"white",1,2
"1479",190,67,0,"black",4,2
"1480",178,69,0,"white",1,1
"1481",140,68,0,"white",2,1
"1482",175,64,1,"other",1,2
"1483",142,64,1,"white",5,2
"1484",185,66,1,"white",1,2
"1485",120,65,1,"white",7,1
"1486",170,70,0,"white",6,2
"1487",195,69,0,"white",1,2
"1488",135,70,0,"white",2,2
"1489",180,66,0,"white",1,2
"1490",180,64,1,"white",1,1
"1491",160,66,1,"white",1,2
"1492",140,66,0,"white",6,1
"1493",190,74,0,"white",4,2
"1494",132,66,1,"white",1,2
"1495",140,68,0,"white",5,1
"1496",120,62,1,"white",2,1
"1497",164,66,1,"white",1,2
"1498",198,62,1,"white",1,2
"1499",145,65,1,"black",4,1
"1500",165,66,1,"white",1,2
"1501",131,64,1,"white",1,2
"1502",160,64,1,"white",2,2
"1503",129,63,1,"white",1,2
"1504",150,66,1,"white",1,2
"1505",173,71,0,"white",1,2
"1506",150,64,1,"hispanic",1,2
"1507",160,66,1,"white",1,2
"1508",120,66,1,"white",1,2
"1509",165,62,1,"other",1,2
"1510",144,66,1,"white",1,1
"1511",225,64,1,"black",1,1
"1512",999,67,1,"white",1,1
"1513",130,62,1,"white",6,2
"1514",125,63,1,"white",1,2
"1515",153,65,1,"white",1,2
"1516",175,67,0,"white",7,2
"1517",130,61,1,"white",1,2
"1518",125,66,1,"white",6,2
"1519",155,61,1,"white",1,2
"1520",200,72,0,"white",4,2
"1521",125,69,1,"white",1,2
"1522",145,66,1,"white",1,2
"1523",120,64,1,"white",6,1
"1524",126,63,1,"black",3,2
"1525",175,60,1,"white",7,2
"1526",195,70,0,"black",2,2
"1527",155,66,1,"white",3,1
"1528",210,69,0,"white",7,2
"1529",140,72,0,"white",6,2
"1530",185,73,0,"white",6,2
"1531",130,64,1,"white",6,2
"1532",138,66,1,"white",1,1
"1533",150,65,1,"black",1,2
"1534",165,71,0,"white",2,2
"1535",135,64,1,"white",5,2
"1536",114,63,1,"white",4,2
"1537",132,63,1,"white",6,2
"1538",175,72,0,"white",1,1
"1539",140,67,1,"white",7,2
"1540",145,69,0,"white",5,2
"1541",175,71,0,"white",7,1
"1542",132,68,0,"hispanic",2,1
"1543",140,64,1,"white",1,1
"1544",172,73,0,"black",7,2
"1545",142,62,1,"black",1,2
"1546",150,66,1,"black",1,2
"1547",190,68,0,"white",1,1
"1548",185,64,1,"black",1,2
"1549",140,63,1,"black",5,2
"1550",125,65,1,"white",1,1
"1551",140,66,1,"black",6,2
"1552",126,64,0,"white",1,2
"1553",175,71,0,"white",1,2
"1554",185,72,0,"white",7,2
"1555",135,68,0,"white",2,1
"1556",142,64,1,"white",1,2
"1557",185,72,0,"white",1,2
"1558",240,72,0,"white",1,2
"1559",133,66,1,"white",1,2
"1560",147,72,1,"white",1,2
"1561",200,66,0,"white",2,2
"1562",135,65,1,"white",4,2
"1563",230,65,1,"white",1,2
"1564",165,66,1,"white",1,2
"1565",230,65,1,"white",4,2
"1566",180,71,0,"black",6,2
"1567",270,74,0,"white",1,1
"1568",217,70,0,"white",7,2
"1569",130,64,1,"white",1,1
"1570",175,69,0,"white",1,2
"1571",120,63,1,"white",1,2
"1572",130,66,0,"white",5,2
"1573",105,63,1,"white",7,1
"1574",145,68,1,"white",1,2
"1575",180,66,0,"white",1,2
"1576",200,78,0,"white",2,1
"1577",111,71,1,"white",1,2
"1578",150,70,0,"white",4,2
"1579",210,72,0,"white",7,2
"1580",167,73,0,"white",7,2
"1581",165,69,0,"white",1,2
"1582",185,63,1,"white",2,2
"1583",130,62,1,"white",1,1
"1584",125,65,1,"white",1,2
"1585",155,66,1,"white",1,2
"1586",180,71,0,"white",5,2
"1587",115,65,1,"white",5,2
"1588",129,62,1,"white",6,2
"1589",180,70,0,"white",1,2
"1590",145,64,1,"white",7,2
"1591",215,72,0,"white",1,1
"1592",145,64,1,"white",1,2
"1593",132,65,1,"white",2,1
"1594",143,71,0,"white",7,2
"1595",150,70,1,"white",1,2
"1596",155,73,0,"black",6,2
"1597",115,67,1,"white",1,2
"1598",121,62,1,"white",6,1
"1599",275,68,1,"black",1,2
"1600",130,66,1,"white",7,2
"1601",130,64,1,"white",1,2
"1602",170,66,1,"white",6,2
"1603",135,63,1,"white",7,2
"1604",140,70,0,"white",4,2
"1605",130,66,1,"white",1,2
"1606",130,64,1,"white",5,2
"1607",150,66,1,"white",1,2
"1608",126,66,1,"white",1,2
"1609",180,69,0,"white",7,2
"1610",140,63,1,"white",1,1
"1611",190,71,0,"white",4,2
"1612",150,64,1,"white",1,2
"1613",165,73,0,"white",1,2
"1614",135,62,1,"white",7,2
"1615",153,63,1,"white",1,2
"1616",145,66,1,"white",1,1
"1617",145,70,1,"white",3,2
"1618",225,63,1,"white",1,2
"1619",120,68,1,"white",1,2
"1620",265,65,1,"white",1,1
"1621",120,61,1,"white",5,2
"1622",128,62,1,"black",1,2
"1623",175,69,0,"hispanic",4,2
"1624",170,69,0,"white",5,2
"1625",140,65,1,"white",5,2
"1626",150,64,0,"white",1,1
"1627",180,70,0,"white",4,2
"1628",130,65,1,"white",1,2
"1629",149,68,1,"white",7,2
"1630",132,61,0,"black",7,2
"1631",180,64,0,"black",7,2
"1632",119,65,1,"white",1,2
"1633",185,64,0,"white",1,2
"1634",135,63,1,"white",1,2
"1635",140,69,0,"white",1,2
"1636",185,66,1,"white",1,2
"1637",180,72,0,"white",1,2
"1638",123,61,1,"white",1,2
"1639",190,74,0,"white",5,1
"1640",176,71,0,"white",5,2
"1641",165,68,1,"white",6,2
"1642",155,68,1,"white",7,2
"1643",205,65,1,"white",1,2
"1644",132,67,1,"white",5,2
"1645",115,65,1,"white",7,1
"1646",120,64,1,"white",1,2
"1647",170,62,1,"white",1,2
"1648",160,72,0,"white",6,2
"1649",175,73,0,"white",1,1
"1650",115,60,1,"white",7,2
"1651",172,70,0,"white",1,2
"1652",145,64,1,"white",2,2
"1653",160,68,1,"white",5,2
"1654",135,62,1,"white",1,2
"1655",160,62,1,"white",1,2
"1656",110,63,1,"white",6,2
"1657",100,60,1,"white",4,2
"1658",185,71,0,"white",1,2
"1659",200,64,1,"white",1,2
"1660",200,67,1,"white",7,2
"1661",140,60,1,"white",1,2
"1662",180,64,1,"white",1,2
"1663",157,66,1,"white",1,1
"1664",155,64,1,"white",1,2
"1665",113,59,1,"white",2,2
"1666",150,63,1,"white",1,2
"1667",140,66,0,"white",7,2
"1668",125,66,1,"white",2,1
"1669",165,70,0,"other",4,2
"1670",999,65,1,"white",1,1
"1671",140,70,0,"white",1,1
"1672",145,64,1,"white",2,2
"1673",150,65,1,"white",1,2
"1674",999,61,1,"white",3,1
"1675",123,66,1,"white",1,1
"1676",96,61,1,"hispanic",6,2
"1677",108,66,1,"white",1,2
"1678",145,66,0,"hispanic",7,2
"1679",175,73,0,"white",5,2
"1680",150,72,0,"white",5,2
"1681",180,74,1,"white",6,2
"1682",118,65,1,"white",5,2
"1683",110,64,1,"white",5,2
"1684",125,62,1,"white",1,2
"1685",240,71,0,"white",3,2
"1686",147,62,1,"white",1,2
"1687",158,68,1,"white",1,1
"1688",235,61,1,"white",1,1
