borough,numunits,stories,housewgt,sequenceno,cd,unitflr2,regext,housing,extwin4_2,extflr5_2,intcrack2,inthole2,intpeel_cat,intleak2,board2,struct,old,rodent2,dilap
1,12,5,169.61091,63807,10,6,1,3,0,0,0,0,0,0,0,1,0,0,0
1,12,5,168.32651,579517,10,6,1,2,0,0,0,0,0,0,0,1,0,0,0
1,12,5,190.94346,984780,10,6,1,4,0,0,0,0,0,0,0,1,0,0,0
1,7,2,125.38351,716768,10,4,,2,0,0,,,,,0,,1,,0
1,6,2,176.39584,476722,10,4,1,4,0,0,0,0,0,1,0,1,1,0,0
1,6,2,176.39584,21239,10,2,0,4,0,0,0,0,0,1,0,1,1,0,0
1,6,2,264.48639,456433,10,3,0,4,0,0,0,0,0,0,0,1,1,0,0
1,1,1,226.18077,846823,10,2,0,3,0,0,0,0,0,0,0,1,1,0,0
1,5,1,249.15494,561698,10,2,0,4,0,0,0,0,0,0,1,1,1,0,0
1,5,2,224.82532,252122,10,3,,4,0,0,,,,,1,,1,,0
1,6,1,176.39584,296027,10,2,,4,0,0,,,,,0,,1,,0
1,6,2,125.38351,117771,10,3,0,4,0,0,0,,0,0,0,1,1,1,0
1,6,1,224.82532,480040,10,3,,4,0,0,0,0,0,0,0,0,1,0,0
1,6,1,143.87701,242864,10,3,1,4,0,0,0,0,0,0,0,1,1,0,0
1,3,1,193.62487,943017,10,2,0,3,0,0,0,0,0,0,0,1,1,0,0
1,3,1,224.82532,436439,10,3,,4,0,0,,,,,0,,1,,0
1,3,1,201.84263,380340,10,3,,3,0,0,,,,,0,,1,,0
1,3,1,172.33043,337934,10,2,,3,0,0,,,,,0,,1,,0
1,11,5,264.48639,949764,10,7,1,2,0,0,1,0,2,1,0,1,1,0,
1,11,5,184.39314,720326,10,7,1,2,0,0,1,1,0,0,0,1,1,0,0
1,11,5,184.39314,808069,10,7,1,2,0,0,0,1,1,0,0,1,1,1,0
1,6,2,220.29718,166731,10,3,0,4,0,0,0,0,0,1,0,0,1,0,0
1,6,1,249.15494,380843,10,3,0,4,0,0,0,0,0,0,0,1,1,0,0
1,6,1,125.38351,354299,10,1,,4,0,,,,,,0,,1,,0
1,7,3,143.87701,67658,10,2,,2,0,0,,,,,0,,1,,0
1,1,2,201.84263,227345,10,2,0,3,0,0,0,0,0,0,0,1,1,0,0
1,3,2,169.61091,823880,10,2,,3,0,0,,,,,0,,1,,0
1,3,2,168.32651,901724,10,3,0,4,0,0,0,0,0,0,0,1,1,0,0
1,7,2,176.39584,66785,10,3,,2,1,1,,,,,0,,1,,1
1,7,5,176.39584,882727,10,4,0,2,1,1,1,1,2,0,0,0,1,0,1
1,7,3,249.15494,685120,10,5,,2,1,1,,,,,0,,1,,1
1,7,3,143.87701,126977,10,1,0,2,1,1,1,1,2,1,0,1,1,1,1
1,11,5,220.29718,20694,10,3,1,2,0,0,0,0,0,0,0,0,1,0,0
1,11,5,168.32651,355091,10,3,1,2,0,0,0,0,0,0,0,1,1,0,0
1,11,5,125.38351,820886,10,3,1,2,0,0,1,0,2,0,0,1,1,1,0
1,3,1,176.39584,330897,10,3,0,3,0,,0,0,0,0,0,1,0,0,0
1,5,1,173.35316,77373,10,2,0,4,0,,0,0,0,0,0,1,0,0,0
1,5,1,224.82532,667425,10,3,0,4,0,,0,0,0,0,0,1,0,0,0
1,1,1,264.48639,549252,10,2,0,4,0,,0,0,,0,0,0,0,0,0
1,5,2,224.82532,302496,10,3,,4,0,0,0,0,0,,0,1,0,0,0
1,5,2,249.15494,374065,10,3,,4,0,,0,0,0,1,0,1,0,0,0
1,5,2,264.48639,25084,10,2,,4,0,0,0,0,0,1,0,1,0,1,0
1,5,2,264.48639,851112,10,4,0,4,0,0,0,0,1,1,0,1,1,0,0
1,5,2,249.15494,902245,10,1,0,4,0,0,0,0,0,0,0,1,1,0,0
1,5,2,249.15494,26249,10,2,0,3,0,0,0,0,0,0,0,1,1,0,0
1,5,2,264.48639,266815,10,4,0,4,0,0,0,0,1,0,0,1,1,0,0
1,9,3,249.15494,643460,10,5,1,2,0,,1,0,2,1,1,1,1,1,0
1,3,1,169.61091,809102,10,2,0,3,0,0,0,0,0,0,0,0,1,0,0
1,3,1,169.61091,136050,10,3,0,4,0,0,0,0,0,0,0,1,1,0,0
1,3,1,169.61091,711600,10,2,0,2,0,0,0,0,,0,0,1,1,0,0
1,3,1,193.62487,293371,10,2,0,3,0,0,0,0,0,0,0,1,0,0,0
1,5,2,169.61091,681306,10,2,,3,0,,,,,,0,,0,,0
1,3,1,201.84263,914657,10,3,,4,0,,,,,,0,,0,,0
1,10,4,249.15494,45090,10,2,0,2,0,0,1,0,2,1,0,0,1,1,0
1,10,4,160.69397,156388,10,3,1,2,0,0,1,1,1,1,0,1,1,0,0
1,10,5,220.29718,793779,10,4,,2,0,0,0,0,0,1,0,0,1,0,0
1,10,5,143.87701,126364,10,5,0,2,0,0,1,0,,0,0,0,1,1,0
1,6,1,168.32651,756816,10,2,,4,0,0,0,0,0,0,1,1,0,0,1
1,6,1,249.15494,973360,10,2,,4,0,0,0,0,1,0,0,1,0,0,1
1,6,1,168.32651,161146,10,3,1,4,0,0,0,0,0,0,0,1,0,0,0
1,5,1,176.39584,154527,10,2,0,4,0,0,1,,1,0,0,1,0,0,0
1,3,1,125.38351,417063,10,3,,4,0,0,,,,,0,,1,,0
1,5,1,168.32651,385424,10,3,0,4,0,0,0,0,0,0,0,1,1,0,0
1,1,1,193.62487,192491,10,2,0,3,0,0,0,0,0,0,0,1,1,0,0
1,3,1,169.61091,328232,10,2,0,3,0,0,0,,0,0,1,1,1,0,0
1,1,1,143.87701,150670,10,2,0,3,0,,0,0,0,0,0,1,1,0,0
1,7,3,168.32651,307190,10,2,,2,0,0,0,0,0,0,0,1,1,0,0
1,7,2,143.87701,389166,10,3,0,2,0,0,0,0,0,0,0,1,1,0,0
1,7,2,168.32651,317630,10,3,1,2,0,0,0,0,0,0,0,1,1,0,0
1,3,1,264.48639,439099,10,2,,4,0,,,,,,0,,0,,0
1,3,1,201.84263,928106,10,1,0,4,0,0,0,0,0,0,0,1,0,0,0
1,1,1,143.87701,249792,10,3,0,4,0,1,1,1,0,0,0,0,0,1,1
1,10,5,125.38351,910773,10,3,1,1,0,0,0,0,0,0,0,1,0,0,0
1,10,5,175.81172,463744,10,4,1,1,0,0,0,0,0,0,0,1,0,0,0
1,10,5,249.15494,12602,10,4,1,1,0,0,1,0,2,1,0,0,0,0,0
1,10,5,264.48639,849836,10,4,1,1,0,0,0,0,1,0,0,1,0,0,0
1,10,5,193.62487,141826,10,2,0,2,0,0,0,0,0,1,0,1,1,0,1
1,10,4,226.18077,597337,10,2,,2,0,0,0,0,0,0,0,,1,0,1
1,10,4,125.38351,400895,10,3,0,2,0,0,1,1,2,1,0,0,1,1,0
1,10,4,220.29718,54094,10,3,1,2,0,0,0,0,0,1,0,1,1,0,1
1,10,4,249.15494,386429,10,2,1,4,0,0,0,0,0,0,0,1,1,0,0
1,10,3,176.39584,374617,10,2,1,2,0,,0,0,0,0,0,1,1,1,0
1,7,2,249.15494,948723,10,2,0,2,,0,0,0,0,1,0,0,1,1,0
1,11,5,125.38351,739610,10,5,,2,0,0,1,1,2,1,1,1,1,1,0
1,11,5,249.15494,486222,10,5,0,2,0,0,1,0,1,1,1,1,1,1,0
1,11,5,168.32651,372333,10,6,1,2,0,0,1,0,1,1,0,0,1,0,0
1,11,5,125.38351,716796,10,6,1,2,0,0,1,0,2,1,0,0,1,0,1
1,10,5,249.15494,53217,10,4,0,2,0,,0,0,0,1,0,1,0,1,1
1,10,5,249.15494,138354,10,5,1,2,0,0,0,0,2,0,0,0,0,1,0
1,10,5,220.29718,783786,10,5,,2,0,0,1,0,2,1,0,0,0,1,0
1,10,5,175.81172,626220,10,5,0,2,0,0,0,0,1,1,0,1,0,1,0
1,9,3,264.48639,532375,10,2,,4,0,0,,,,,0,,0,,0
1,9,3,264.48639,239061,10,3,,4,0,0,0,0,0,0,0,0,0,0,0
1,9,4,176.39584,701397,10,3,1,4,0,0,0,0,0,1,0,1,0,0,0
1,9,3,264.48639,779368,10,3,,4,0,0,,,,,0,,0,,0
1,12,6,143.87701,524690,10,2,1,1,0,0,0,0,0,0,0,1,0,0,0
1,12,6,220.29718,559746,10,2,1,1,0,0,0,0,0,1,0,1,0,0,0
1,12,6,264.48639,980367,10,2,1,1,0,0,0,0,2,0,0,0,0,0,0
1,12,6,160.69397,128537,10,2,1,1,0,0,0,0,0,0,0,1,0,0,0
1,12,6,175.81172,548401,10,7,1,1,0,0,0,0,0,1,0,1,0,1,0
1,12,6,176.39584,595361,10,7,0,1,0,0,1,0,0,0,0,0,0,0,0
1,12,6,143.87701,565864,10,7,1,1,0,0,0,0,2,1,0,1,0,0,0
1,12,6,249.15494,583653,10,7,,1,0,0,0,0,0,0,0,1,0,0,0
1,12,6,168.32651,458030,10,7,1,1,0,0,0,0,0,1,0,1,0,0,0
1,12,6,249.15494,215917,10,,1,1,0,0,1,0,0,0,0,0,0,0,0
1,12,6,176.39584,272809,10,7,,1,0,0,1,1,2,1,0,0,0,0,0
1,12,5,176.39584,834833,10,5,1,4,0,0,0,0,0,0,0,0,0,0,0
1,10,5,176.39584,883702,10,5,1,4,0,0,0,0,0,0,0,1,0,1,0
1,11,5,143.87701,454715,10,5,,4,,0,0,0,0,0,0,1,0,0,0
1,12,6,249.15494,861890,10,4,0,1,0,0,1,,2,1,1,0,0,0,0
1,11,6,176.39584,152221,10,4,1,1,0,0,0,1,0,1,1,1,0,0,0
1,11,6,160.69397,508422,10,4,1,1,0,0,1,0,2,1,0,0,0,0,0
1,8,2,224.82532,814562,10,4,1,1,0,0,1,0,0,1,0,0,0,0,0
1,8,2,220.29718,933570,10,4,1,1,0,0,1,0,2,1,0,1,0,1,0
1,8,2,224.82532,26052,10,4,1,1,0,0,0,0,0,0,0,0,0,1,0
1,8,2,176.39584,477409,10,2,1,1,0,0,1,0,1,1,0,1,0,0,0
1,3,1,211.28403,257166,1,3,0,3,0,0,0,0,0,0,0,1,0,0,0
1,3,1,211.28403,728740,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0
1,4,1,211.28403,75281,1,3,0,3,0,0,0,0,0,0,1,1,0,0,0
1,5,2,16.44805,196386,1,3,,4,0,0,,,,,,,1,,0
1,3,1,16.44805,143487,1,2,0,4,0,0,1,1,1,0,1,0,1,1,0
1,7,3,16.44805,538842,1,3,0,4,1,0,1,0,1,0,1,0,1,1,0
1,7,3,16.44805,507046,1,5,1,4,1,0,1,1,2,0,1,0,1,1,0
1,7,3,16.44805,917213,1,5,0,4,1,0,0,0,0,0,1,0,1,1,0
1,7,2,16.44805,5685,1,3,1,4,0,0,0,0,0,0,1,1,1,0,0
1,9,2,16.44805,226833,1,4,1,4,1,0,1,1,0,1,1,0,1,1,0
1,8,4,16.44805,151884,3,2,1,4,0,0,0,0,0,0,1,0,1,0,0
1,8,4,16.44805,54398,3,4,1,4,0,0,0,0,0,0,1,1,1,0,0
1,8,4,16.44805,173676,3,5,1,4,0,0,0,0,0,0,1,1,1,1,0
1,8,4,16.44805,282747,3,2,0,4,0,0,0,0,0,0,1,0,1,0,0
1,8,4,16.44805,156559,3,5,0,4,0,0,0,0,0,0,1,0,1,0,0
1,8,4,16.44805,828989,3,6,1,4,0,0,0,0,0,0,1,1,1,0,0
1,9,4,16.44805,948482,3,6,1,4,0,0,0,0,0,0,0,1,1,0,0
1,9,4,16.44805,415282,2,4,1,4,0,0,1,0,1,1,1,0,1,1,0
1,9,4,16.44805,97138,2,4,0,4,1,0,0,0,0,1,1,1,1,1,0
1,9,4,16.44805,780376,2,3,1,4,0,0,1,0,2,0,0,0,1,0,0
1,9,4,16.44805,643155,2,4,1,4,0,0,1,1,1,1,0,0,1,1,0
1,9,4,16.44805,95993,2,6,1,4,0,0,0,0,0,0,0,1,1,0,0
1,9,4,16.44805,309856,2,3,1,4,0,0,0,0,0,1,0,0,1,1,0
1,9,4,16.44805,898636,2,5,1,4,0,0,0,0,0,0,0,0,1,0,0
1,9,4,16.44805,183730,2,4,0,4,0,0,1,1,0,0,0,0,1,1,0
1,10,4,16.44805,586427,1,2,0,4,0,0,1,1,0,0,1,0,1,1,0
1,10,4,16.44805,558587,1,3,,4,0,0,0,0,0,0,0,0,1,1,0
1,10,4,16.44805,121109,1,5,1,4,0,0,0,0,0,0,0,,1,1,0
1,10,4,16.44805,840814,2,2,,4,0,0,,,,,1,,1,,0
1,10,4,16.44805,578669,2,3,0,4,0,0,1,1,2,1,1,0,1,1,0
1,10,4,16.44805,463914,2,4,0,4,0,0,0,0,0,1,1,1,1,0,0
1,10,4,16.44805,33078,2,6,0,4,0,0,1,0,,1,1,0,1,1,0
1,10,4,16.44805,888745,1,2,1,4,0,0,0,0,0,0,1,1,1,1,0
1,10,4,16.44805,895912,1,4,1,4,0,0,0,0,0,0,0,1,1,0,0
1,10,4,16.44805,233580,1,6,1,4,0,0,1,1,2,0,0,0,1,1,0
1,10,4,16.44805,301201,2,2,1,4,0,0,0,0,0,0,0,1,1,0,0
1,10,4,16.44805,882340,2,3,1,4,0,0,0,0,0,1,1,0,1,0,0
1,10,4,16.44805,249573,2,4,0,4,0,0,0,0,0,0,0,0,1,0,0
1,10,4,16.44805,349523,2,5,1,4,0,0,0,0,0,0,0,0,1,0,0
1,10,4,16.44805,332327,2,4,1,4,0,0,0,0,0,0,0,1,1,1,0
1,10,4,16.44805,155032,2,4,0,4,0,0,0,0,0,0,0,0,1,1,0
1,10,4,16.44805,408950,2,6,,4,0,0,,,,,0,,1,,0
1,10,4,16.44805,651626,2,2,0,4,1,0,1,1,0,0,1,0,1,0,0
1,10,4,16.44805,651795,2,3,1,4,1,0,1,0,0,0,1,1,1,0,0
1,10,4,16.44805,477007,2,5,1,4,0,0,0,0,0,0,0,0,1,1,0
1,10,4,16.44805,927641,2,6,0,4,1,0,1,1,2,0,1,0,1,1,0
1,10,5,16.44805,975094,2,5,1,4,1,1,0,0,0,0,1,,1,0,0
1,10,4,16.44805,275312,2,2,1,4,0,0,0,0,0,0,1,0,1,0,0
1,10,4,16.44805,23562,2,3,1,4,1,0,1,0,2,1,1,0,1,1,0
1,10,4,16.44805,101680,2,5,1,4,1,0,0,1,0,0,1,0,1,0,0
1,10,4,16.44805,675205,2,3,0,4,0,0,1,0,2,1,1,0,1,1,0
1,10,4,16.44805,579588,2,2,0,4,0,0,1,0,0,0,1,0,1,0,0
1,10,5,16.44805,576743,2,3,1,4,0,0,0,0,0,1,1,0,1,0,0
1,10,5,16.44805,213298,2,6,1,4,0,0,0,0,1,1,0,0,1,0,0
1,10,4,16.44805,568987,3,2,1,4,1,0,1,1,0,0,1,0,1,1,0
1,10,4,16.44805,694426,3,5,1,4,1,0,1,0,1,1,1,0,1,0,0
1,10,4,16.44805,708936,3,6,0,4,1,0,1,1,1,1,1,0,1,1,0
1,11,5,16.44805,255200,3,2,0,4,0,0,0,0,2,0,1,0,1,0,0
1,11,5,16.44805,107894,3,3,1,4,0,0,0,0,0,0,1,0,1,0,0
1,11,5,16.44805,758903,3,4,1,4,0,0,1,0,1,0,1,0,1,0,0
1,11,5,16.44805,379599,3,6,1,4,0,0,0,0,2,1,1,0,1,0,0
1,10,5,16.44805,397625,3,7,0,4,0,0,1,0,2,0,1,0,1,1,0
1,10,4,16.44805,40265,1,5,,4,0,1,,,,,0,,1,,0
2,3,1,149.69902,407870,11,2,1,3,0,0,0,0,0,0,0,1,1,0,0
2,8,3,213.67767,493405,11,5,1,3,0,0,0,0,0,0,0,1,0,0,0
2,7,3,195.60734,488371,11,3,,3,0,0,,,,,0,,0,,0
2,7,3,195.60734,349128,11,4,1,3,0,0,0,0,0,0,0,1,0,0,0
2,7,5,195.60734,746122,11,5,0,4,0,0,0,0,0,0,0,1,0,0,0
2,5,2,157.78179,70209,11,2,0,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,201.34897,63251,11,3,0,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,258.55387,731451,11,4,,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,201.34897,330532,11,2,0,3,0,0,0,0,0,0,0,1,1,0,0
2,3,2,201.82977,132429,11,2,0,3,0,0,0,0,0,0,0,1,1,0,0
2,3,2,204.18314,956686,11,2,0,3,0,0,0,0,0,0,0,1,1,0,0
2,3,2,204.18314,868857,11,3,0,3,0,0,0,0,0,0,0,1,1,0,0
2,5,2,287.53622,820933,11,2,0,3,0,0,0,0,0,0,0,1,1,0,0
2,5,2,201.34897,55776,11,3,,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,204.18314,312430,11,4,,2,0,0,0,0,0,0,0,1,1,0,0
2,5,2,204.18314,653468,11,2,0,2,0,0,0,0,0,0,0,1,1,0,0
2,3,3,157.78179,496704,11,2,0,3,1,,0,0,,1,0,,1,0,1
2,5,2,151.70179,343111,11,4,0,4,1,,1,0,0,1,0,0,1,1,1
2,12,5,201.34897,769408,11,,,2,0,0,,,,,0,,1,,0
2,10,5,151.70179,138273,11,5,,2,0,0,0,0,0,0,0,1,1,0,0
2,10,5,204.18314,618151,11,6,,2,0,0,,,,,0,,1,,0
2,10,5,136.70050,342049,11,6,,2,0,0,0,0,0,0,0,1,1,0,0
2,3,1,204.18314,615323,11,2,0,4,0,0,0,0,0,0,0,1,1,0,0
2,3,1,287.53622,923373,11,2,0,3,0,0,0,0,0,0,0,1,1,0,0
2,3,1,287.53622,165068,11,2,0,3,0,0,0,0,0,0,0,1,1,0,0
2,3,1,201.34897,114661,11,3,,4,0,0,0,0,0,0,0,1,1,0,0
2,7,2,201.82977,274571,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,2,201.34897,335823,11,3,,2,0,,0,0,0,0,0,1,1,0,0
2,9,3,222.99952,188020,11,5,1,1,0,0,0,0,0,0,0,1,1,0,0
2,9,3,222.99952,206709,11,5,0,1,0,0,0,0,0,0,0,0,1,0,0
2,8,3,222.99952,474085,11,5,0,1,0,0,0,0,0,0,0,1,1,0,0
2,8,3,174.20373,80298,11,2,1,1,0,0,0,0,0,0,1,1,1,0,0
2,6,1,204.18314,675411,11,2,,4,0,,0,0,0,0,0,1,1,0,0
2,6,2,149.69902,352481,11,2,,4,0,0,0,0,0,0,0,1,1,0,0
2,6,2,201.34897,390363,11,3,0,3,0,0,0,0,0,0,0,1,1,0,0
2,6,2,201.34897,74097,11,3,,4,0,0,,,,,0,,1,,0
2,8,5,174.20373,86481,11,4,,2,0,0,,,,,1,,1,,0
2,8,5,195.60734,639970,11,5,1,2,0,0,0,0,0,0,0,1,1,0,0
2,8,5,174.20373,298616,11,5,1,2,0,0,0,1,1,0,0,1,1,0,0
2,8,5,136.70050,467760,11,6,1,2,0,0,0,0,0,1,1,0,1,0,0
2,7,3,204.18314,185952,11,3,0,2,0,0,0,0,0,0,0,1,1,0,0
2,4,1,201.82977,997889,11,3,0,3,0,0,0,0,0,0,0,1,1,0,0
2,4,1,204.18314,657717,11,3,,4,0,,0,0,0,0,0,1,1,0,0
2,7,3,204.18314,280083,11,3,,2,0,0,,,,,1,,1,,0
2,7,3,201.34897,946941,11,4,,2,0,0,,,,,0,,1,,0
2,7,3,204.18314,824199,11,4,,2,0,0,,,,,1,,1,,0
2,7,3,204.18314,449747,11,5,,2,0,0,,,,,1,,1,,0
2,5,3,157.78179,938407,11,1,,3,0,0,,,,,0,,1,,0
2,5,2,136.70050,826686,11,4,,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,157.78179,264471,11,1,,3,0,0,,,,,0,,1,,0
2,5,2,201.82977,598583,11,2,,3,0,0,,,,,0,,1,,0
2,5,2,201.82977,323844,11,4,0,3,0,,0,0,0,0,0,1,1,0,0
2,7,2,204.18314,919769,11,4,,2,0,0,0,0,0,0,0,1,1,0,0
2,5,2,258.55387,216716,11,4,,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,204.18314,203435,11,2,0,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,201.82977,701564,11,3,0,3,0,0,0,0,0,0,0,1,1,0,0
2,5,2,201.34897,90637,11,4,0,4,0,0,0,0,0,0,0,1,1,0,0
2,3,2,149.69902,301876,11,2,,3,0,0,0,0,0,0,0,1,1,0,0
2,3,2,258.55387,67300,11,4,,4,0,0,0,0,0,0,0,1,1,0,0
2,3,1,157.78179,875858,11,2,,3,0,0,,,,,0,,1,,0
2,3,2,201.34897,516925,11,3,,3,0,0,0,0,0,0,0,1,1,0,0
2,3,1,149.69902,884182,11,3,,4,0,0,,,,,,,1,,0
2,7,2,287.53622,678057,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,6,2,258.55387,125115,11,4,0,4,0,0,0,0,0,0,1,1,1,0,0
2,6,3,157.78179,152039,11,2,0,4,,0,0,,0,0,0,1,1,0,0
2,6,2,149.69902,407353,11,4,,4,0,0,0,0,0,0,0,1,1,0,0
2,10,5,283.83868,107898,11,4,,4,0,0,0,0,0,0,0,1,0,0,0
2,11,5,151.70179,982711,11,4,,4,0,0,0,0,0,0,0,1,0,0,0
2,10,5,151.70179,677919,11,5,,4,0,0,0,0,0,0,0,1,0,0,0
2,10,5,151.70179,454269,11,5,,4,0,0,0,0,0,0,0,1,0,0,0
2,6,3,149.69902,789286,11,3,0,3,0,0,0,0,0,0,1,1,1,0,0
2,6,3,258.55387,613575,11,3,,4,0,0,0,0,0,0,0,1,1,0,0
2,6,3,204.18314,502486,11,5,,4,0,0,0,0,0,0,0,1,1,0,0
2,6,2,157.78179,119161,11,2,0,3,0,0,0,0,0,0,1,1,1,,0
2,7,2,201.82977,804946,11,3,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,2,201.34897,218529,11,3,0,3,0,0,0,,0,0,0,1,1,0,0
2,7,2,201.34897,456224,11,4,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,2,204.18314,858918,11,4,0,2,0,0,0,,0,0,0,1,1,0,0
2,7,2,204.18314,260129,11,3,,2,0,0,,,,,0,,1,,0
2,7,2,201.34897,123110,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,3,201.34897,756525,11,2,0,2,0,0,0,0,0,0,0,,1,0,0
2,7,2,258.55387,135867,11,3,,2,0,0,0,0,0,0,0,1,1,0,0
2,5,2,201.34897,675582,11,4,,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,204.18314,522169,11,2,,4,0,,0,0,0,0,0,1,1,0,0
2,5,2,258.55387,158644,11,4,,4,0,,0,0,0,0,0,1,1,0,0
2,3,1,258.55387,212995,11,3,0,4,0,0,0,0,0,0,0,1,1,0,0
2,3,1,201.34897,697420,11,2,0,3,0,0,0,0,0,0,0,1,1,0,0
2,3,1,204.18314,312440,11,3,1,3,0,0,0,0,0,0,0,1,1,0,0
2,7,3,258.55387,304952,11,4,0,2,0,,0,0,2,0,0,0,1,1,0
2,7,3,272.49560,358214,11,3,,2,0,,0,0,0,0,1,1,1,0,0
2,7,3,174.20373,623724,11,3,,2,0,0,,,,,0,,1,,0
2,7,2,136.70050,316098,11,2,0,3,0,,0,0,0,1,0,0,1,1,0
2,5,2,258.55387,113537,11,2,0,4,0,0,0,0,0,0,0,1,0,0,0
2,6,3,258.55387,66534,11,4,,4,0,0,0,0,0,0,1,1,0,0,1
2,3,1,149.69902,36501,11,3,,4,0,0,0,0,0,0,0,1,1,0,0
2,9,4,151.70179,986269,11,2,,4,0,0,0,0,0,0,0,1,1,0,0
2,9,5,258.55387,667810,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,9,4,201.34897,413959,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,2,201.34897,224208,11,3,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,2,213.67767,166561,11,4,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,2,204.18314,817515,11,4,,2,0,0,,,,,0,,1,,0
2,7,2,258.55387,949667,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,12,7,283.83868,453273,11,8,,4,0,0,0,0,0,0,0,0,0,0,0
2,12,7,258.55387,841891,11,8,0,4,0,0,0,0,0,0,0,0,0,0,0
2,12,7,172.54910,410240,11,8,,3,0,0,,,,,0,,0,,0
2,12,7,287.53622,732669,11,7,0,3,0,0,0,0,0,0,0,1,0,0,0
2,12,7,149.69902,548262,11,7,0,3,0,0,0,0,0,0,0,1,0,0,0
2,12,7,149.69902,220184,11,7,1,4,0,0,0,0,0,0,0,1,0,0,0
2,12,7,136.70050,623405,11,7,1,3,0,0,0,0,0,0,1,1,0,0,0
2,7,3,136.70050,390336,11,2,,2,0,0,,,,,0,,1,,0
2,7,3,204.18314,992492,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,7,3,258.55387,912581,11,3,,2,0,0,0,0,0,0,0,1,1,0,0
2,6,2,283.83868,835149,11,2,1,4,0,,0,0,0,0,0,1,1,0,0
2,6,3,157.78179,749852,11,3,0,3,0,1,0,0,0,0,0,1,1,0,1
2,6,3,272.49560,690744,11,4,0,4,0,0,1,1,2,0,0,1,1,1,0
2,5,2,157.78179,717437,11,2,0,3,0,0,0,0,0,0,1,0,1,0,0
2,5,2,201.34897,241384,11,3,0,4,0,0,0,0,0,0,1,0,1,0,0
2,5,2,151.70179,639803,11,2,0,4,0,0,0,0,0,0,0,1,1,0,0
2,7,2,149.69902,730257,11,3,0,3,0,0,0,0,0,0,0,1,1,0,0
2,7,2,201.34897,29228,11,4,0,2,0,0,0,0,0,0,1,1,1,0,0
2,7,2,201.34897,821650,11,4,,2,0,0,0,0,0,0,0,1,1,0,0
2,8,3,151.70179,742519,11,2,0,2,0,0,0,0,0,0,0,1,1,0,0
2,8,3,201.34897,287134,11,2,,2,0,0,0,0,0,0,0,1,1,0,0
2,9,3,201.34897,398520,11,3,0,2,0,0,0,0,0,0,0,1,1,0,0
2,7,3,201.34897,579661,11,3,,2,0,0,,,,,0,,1,,0
2,10,4,201.34897,124117,11,5,1,2,0,0,0,0,0,0,0,1,1,0,0
2,10,5,201.34897,339284,11,6,,2,0,0,0,0,0,0,0,1,1,0,1
2,7,3,136.70050,388533,11,2,,2,0,0,,,,,0,,1,,0
2,7,2,213.67767,386870,11,2,,2,0,0,0,0,0,0,0,0,1,0,0
2,12,7,197.03000,201776,11,8,,4,0,0,0,,0,0,1,0,0,0,0
2,12,7,201.34897,762955,11,8,1,4,0,0,0,0,0,0,0,1,0,0,0
2,12,7,149.69902,114898,11,8,0,4,0,0,0,0,0,0,0,0,0,1,0
2,12,7,204.18314,582208,11,8,,3,0,0,0,0,0,0,0,0,0,0,0
2,7,4,204.18314,257662,11,2,,2,0,1,0,0,0,0,0,1,1,0,0
2,7,3,170.95462,894505,11,3,0,2,0,0,0,0,0,0,0,1,1,0,1
2,7,3,201.34897,820850,11,3,0,2,0,1,0,0,0,0,0,1,1,0,0
2,7,3,201.82977,804081,11,4,0,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,197.03000,111158,11,2,,4,0,0,0,0,0,1,0,1,1,0,0
2,5,2,195.60734,506955,11,3,0,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,197.03000,109273,11,4,0,4,0,0,1,1,0,0,1,0,1,1,0
2,7,5,201.34897,234905,11,7,,2,0,0,0,0,0,0,1,1,1,0,0
2,5,2,201.34897,472473,11,2,0,4,0,0,0,0,0,0,0,1,1,0,0
2,5,2,151.70179,376213,11,3,,4,0,0,0,0,0,0,0,1,1,0,0
2,5,3,287.53622,624467,11,4,0,3,0,0,0,0,0,0,1,1,1,0,0
2,7,2,197.03000,958005,11,3,0,2,0,0,0,0,0,0,0,1,1,0,0
2,7,2,151.70179,84450,11,3,,2,0,0,0,0,0,0,0,1,1,0,0
