"borough" "numunits" "stories" "race" "personrm" "housewgt" "sequenceno" "under6" "cd" "unitflr2" "regext" "totincom2" "subsidy" "housing" "poverty" "povertyx2" "extwin4_2" "extflr5_2" "intcrack2" "inthole2" "intpeel_cat" "intleak2" "duration" "board2" "struct" "old" "help" "rodent2" "foreign" "dilap" "black_Mean" "board2_Mean" "foreign_Mean" "help_Mean" "hispanic_Mean" "old_Mean" "poverty_Mean" "povertyx2_Mean" "pubhous_Mean" "regext_Mean" "struct_Mean" "dilap_Mean" "ownhous_Mean" "duration_Mean" "extwin4_2_Mean" "extflr5_2_Mean" "intcrack2_Mean" "inthole2_Mean" "intleak2_Mean" "vacrate" "bldg" "dist" "dist.stratum" "dist.id"
"3972" 2 3 1 5 0.8 161.63119 248468 1 17 2 0 147000 0 4 0 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2337 17 6 4
"3973" 2 3 2 1 0.33 246.62718 539894 1 17 4 NA 35000 0 4 0 0 0 NA 0 0 0 1 5 1 0 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2338 17 6 4
"3974" 2 4 2 1 0.17 196.50526 362256 1 17 3 NA 49850 0 4 0 0 0 NA 0 0 0 1 4 1 1 1 1 0 0 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2339 17 6 4
"3975" 2 4 2 1 0.5 246.62718 817097 1 17 4 1 47134 0 4 0 0 0 0 0 0 0 0 12 0 1 1 1 0 0 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2340 17 6 4
"3976" 2 3 1 3 0.4 178.94832 241711 1 17 2 0 35900 NA 3 0 0 0 0 1 0 0 0 52 0 1 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2341 17 6 4
"3977" 2 5 2 4 0.8 196.50526 383922 1 17 4 0 30292 0 4 0 1 0 0 0 0 0 0 7 0 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2342 17 6 4
"3978" 2 6 2 4 2 246.27495 778265 3 17 3 0 20000 0 4 1 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2343 17 6 4
"3979" 2 6 2 4 1.33 183.37029 933572 2 17 2 0 16000 0 4 1 1 0 1 0 NA 0 0 0 0 0 1 1 0 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2343 17 6 4
"3980" 2 6 2 4 1.75 145.17245 814423 4 17 3 0 43200 0 4 0 1 0 1 NA 1 2 1 2 0 0 1 1 1 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2343 17 6 4
"3981" 2 3 1 5 0.75 183.37029 254585 1 17 3 0 7500 0 4 1 1 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2344 17 6 4
"3982" 2 3 1 5 0.75 183.37029 27067 1 17 1 0 20716 0 4 0 1 0 0 0 0 0 0 4 0 0 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2344 17 6 4
"3983" 2 6 2 5 2 183.37029 736624 1 17 1 NA 72000 NA 3 0 0 0 0 NA NA NA NA 13 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2345 17 6 4
"3984" 2 3 2 5 0.8 246.27495 231433 1 17 1 0 34760 NA 3 0 1 0 1 0 0 0 0 4 0 1 1 1 0 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2346 17 6 4
"3985" 2 6 1 5 1 183.37029 866233 1 17 3 0 12000 0 4 1 1 0 0 0 0 NA 0 2 0 0 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2347 17 6 4
"3986" 2 6 1 5 2.5 183.37029 409402 1 17 3 0 45600 0 4 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2347 17 6 4
"3987" 2 6 1 5 1 213.67767 724825 1 17 3 0 17000 0 4 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2347 17 6 4
"3988" 2 6 1 1 1.5 246.27495 86711 1 17 2 0 66000 0 4 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2347 17 6 4
"3989" 2 7 2 1 0.25 145.17245 493760 1 17 2 0 70000 0 2 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2348 17 6 4
"3990" 2 7 2 1 0.67 178.94832 550258 1 17 2 0 76000 0 2 0 0 0 0 0 0 0 0 15 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2348 17 6 4
"3991" 2 7 3 1 0.4 196.50526 942083 1 17 3 0 53000 0 2 0 0 0 0 1 1 0 1 6 0 0 1 1 NA 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2349 17 6 4
"3992" 2 7 2 1 0.5 196.50526 26486 1 17 3 NA 33000 0 2 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2350 17 6 4
"3993" 2 3 1 1 0.25 271.39524 951209 1 17 2 NA 30000 NA 3 0 0 0 1 NA NA NA NA 43 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2351 17 6 4
"3994" 2 3 1 3 0.6 246.27495 884918 1 17 3 NA 20000 NA 4 0 1 0 1 NA NA NA NA 28 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2351 17 6 4
"3995" 2 5 1 5 1 167.63419 174570 1 17 3 0 50000 0 4 0 0 0 0 0 0 0 0 2 1 1 1 0 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2352 17 6 4
"3996" 2 5 1 5 0.8 167.63419 272267 1 17 2 0 8700 0 4 1 1 0 0 0 0 0 0 12 0 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2352 17 6 4
"3997" 2 5 2 5 0.57 134.20713 843919 1 17 3 NA 35000 0 4 0 1 0 0 0 0 0 0 2 0 0 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2353 17 6 4
"3998" 2 5 2 5 1.25 167.63419 857474 1 17 NA 0 17000 0 4 1 1 0 0 0 0 1 0 8 1 1 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2353 17 6 4
"3999" 2 7 2 5 1 183.37029 619620 1 17 4 0 9000 0 2 1 1 0 0 0 0 0 0 10 0 1 1 0 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2354 17 6 4
"4000" 2 7 2 5 0.75 183.37029 780900 1 17 4 NA 19000 0 2 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2354 17 6 4
"4001" 2 4 2 5 1 178.94832 411042 1 17 3 NA 25100 NA 4 0 0 0 NA NA NA NA NA 3 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2355 17 6 4
"4002" 2 6 2 5 0.67 178.94832 755910 1 17 3 0 34000 0 4 0 0 0 0 0 0 0 0 4 0 0 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2356 17 6 4
"4003" 2 9 3 1 0.8 161.63119 684679 1 17 3 1 42000 NA 3 0 0 0 0 0 0 0 0 10 1 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2357 17 6 4
"4004" 2 9 3 1 0.4 185.62096 277142 1 17 3 1 23400 NA 3 0 1 0 0 0 0 0 0 30 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2357 17 6 4
"4005" 2 9 3 1 0.4 185.62096 41700 1 17 4 1 30000 NA 3 0 0 0 0 0 1 0 0 8 1 0 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2357 17 6 4
"4006" 2 9 3 1 0.4 185.62096 108059 1 17 4 1 18400 NA 3 0 1 0 0 0 NA 0 0 4 0 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2357 17 6 4
"4007" 2 5 2 5 1 167.63419 889091 1 17 2 0 5000 0 4 1 1 0 0 0 0 0 0 3 0 0 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2358 17 6 4
"4008" 2 5 2 5 0.75 183.37029 165674 1 17 2 0 59000 NA 3 0 0 0 0 0 0 0 0 12 0 1 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2358 17 6 4
"4009" 2 6 2 5 1.33 252.49763 580722 1 17 3 NA 54000 NA 4 0 0 0 0 NA NA NA NA 1 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2359 17 6 4
"4010" 2 6 2 5 1 183.37029 934943 1 17 4 NA 14100 NA 4 1 1 0 0 NA NA NA NA 2 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2359 17 6 4
"4011" 2 5 2 1 0.33 222.99952 866741 1 17 4 NA 100000 0 4 0 0 0 NA 0 0 0 0 0 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2360 17 6 4
"4012" 2 3 2 1 0.75 134.20713 872242 1 17 2 NA 215000 NA 3 0 0 0 0 NA NA NA NA 29 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2361 17 6 4
"4013" 2 3 2 3 0.29 246.27495 694610 1 17 2 0 189000 NA 3 0 0 0 0 0 0 0 0 10 1 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2361 17 6 4
"4014" 2 9 3 1 0.25 196.50526 603759 1 17 3 1 45000 0 2 0 0 0 0 0 0 0 0 13 0 0 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2362 17 6 4
"4015" 2 9 3 1 0.25 246.62718 102190 1 17 3 1 1297 1 2 1 1 0 0 0 0 0 0 26 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2362 17 6 4
"4016" 2 9 3 1 0.33 246.62718 260659 1 17 4 1 80000 0 2 0 0 0 0 0 0 0 1 9 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2362 17 6 4
"4017" 2 9 3 1 0.67 246.27495 299055 1 17 4 0 65000 0 2 0 0 0 0 0 0 0 0 2 0 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2362 17 6 4
"4018" 2 5 2 3 0.4 134.20713 916963 1 17 2 0 40600 NA 3 0 0 0 0 0 0 0 0 32 0 0 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2363 17 6 4
"4019" 2 6 2 3 0.75 134.20713 532771 1 17 3 NA 127025 NA 4 0 0 0 0 NA NA NA NA 26 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2364 17 6 4
"4020" 2 5 2 4 0.6 167.63419 976931 2 17 4 0 49000 0 4 0 0 0 0 0 0 0 0 5 0 1 1 0 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2365 17 6 4
"4021" 2 3 1 5 0.8 161.63119 954311 3 17 2 0 20000 NA 3 0 1 0 NA 0 0 0 0 3 0 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2366 17 6 4
"4022" 2 3 1 5 1 161.63119 691785 1 17 2 0 59050 NA 3 0 0 0 0 0 0 0 0 12 0 0 1 0 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2367 17 6 4
"4023" 2 3 1 5 0.6 134.20713 527520 1 17 3 0 20000 0 4 0 1 0 0 0 0 1 1 11 0 0 1 0 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2367 17 6 4
"4024" 2 6 1 1 1 246.62718 818700 1 17 2 0 50000 0 4 0 0 0 0 0 0 2 1 26 1 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2368 17 6 4
"4025" 2 12 6 5 1.2 167.63419 889908 2 17 5 1 106230 0 2 0 0 0 0 0 NA 0 0 10 0 1 0 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2369 17 6 4
"4026" 2 12 6 2 0.5 185.62096 71199 1 17 6 1 76200 NA 3 0 0 0 0 0 0 2 1 18 0 1 0 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2369 17 6 4
"4027" 2 12 6 1 0.25 246.62718 665536 1 17 5 NA 0 NA 3 1 1 0 0 NA NA NA NA 12 0 NA 0 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2369 17 6 4
"4028" 2 12 6 1 0.4 183.37029 394414 1 17 7 NA 50000 NA 4 0 0 0 0 NA NA NA NA 15 0 NA 0 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2369 17 6 4
"4029" 2 3 1 5 0.6 183.37029 117195 1 17 2 0 31200 NA 3 0 1 0 0 0 0 0 0 3 0 0 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2370 17 6 4
"4030" 2 3 1 5 0.8 252.49763 415563 2 17 3 0 22800 0 4 0 1 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2370 17 6 4
"4031" 2 7 3 4 1.2 145.17245 665315 1 17 2 NA 34000 NA 2 0 1 0 1 NA NA NA NA 5 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2371 17 6 4
"4032" 2 7 3 3 0.8 183.37029 970863 1 17 2 0 15000 0 2 1 1 0 1 1 1 0 0 23 0 1 1 1 1 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2371 17 6 4
"4033" 2 7 3 4 1.6 167.63419 693354 1 17 3 0 40000 0 2 0 1 0 1 1 0 1 0 3 1 1 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2371 17 6 4
"4034" 2 7 3 4 0.5 178.94832 739278 1 17 3 0 11500 0 2 1 1 0 1 1 0 0 1 22 0 1 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2371 17 6 4
"4035" 2 6 3 1 0.4 196.50526 871824 1 17 2 0 75000 0 4 0 0 0 0 1 0 0 1 6 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2372 17 6 4
"4036" 2 6 3 5 0.5 161.63119 454192 1 17 3 1 71500 0 4 0 0 0 0 0 0 0 0 29 0 1 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2372 17 6 4
"4037" 2 6 3 1 0.33 196.50526 35808 1 17 4 0 79600 0 4 0 0 0 0 1 0 1 0 15 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2372 17 6 4
"4038" 2 6 3 1 0.33 213.67767 383101 1 17 5 NA 95000 NA 4 0 0 0 0 NA NA NA NA 2 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2372 17 6 4
"4039" 2 7 2 4 1.33 213.67767 235348 1 17 4 0 56800 0 2 0 0 0 0 1 1 2 1 2 1 0 1 0 1 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2373 17 6 4
"4040" 2 7 2 4 1.25 167.63419 673379 2 17 3 0 16000 1 2 1 1 0 0 1 1 2 1 7 1 0 1 0 1 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2373 17 6 4
"4041" 2 7 2 4 1.33 178.94832 351895 1 17 2 0 43400 0 2 0 0 0 0 1 1 1 0 1 1 0 1 0 1 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2373 17 6 4
"4042" 2 5 2 3 0.2 246.62718 525503 1 17 3 0 50000 0 2 0 0 0 NA 0 0 0 0 42 0 0 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2374 17 6 4
"4043" 2 5 2 3 0.67 183.37029 821649 1 17 4 0 65000 0 4 0 0 0 NA 1 0 0 0 7 0 0 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2374 17 6 4
"4044" 2 7 2 5 1 178.94832 864207 1 17 2 0 76000 0 2 0 0 0 1 0 0 0 0 3 0 0 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2375 17 6 4
"4045" 2 7 2 5 2 134.20713 613879 1 17 2 0 18000 0 2 1 1 0 1 0 0 NA 0 8 0 0 1 0 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2375 17 6 4
"4046" 2 7 2 3 0.67 209.93114 628426 1 17 4 1 57000 0 2 0 0 NA 0 0 0 0 0 3 0 0 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2376 17 6 4
"4047" 2 7 3 7 0.8 145.17245 21479 2 17 2 1 31000 0 2 0 1 0 0 0 0 0 0 10 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2377 17 6 4
"4048" 2 7 3 3 0.4 183.37029 244533 1 17 2 0 9480 0 2 1 1 0 0 1 1 2 0 24 0 0 1 1 1 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2377 17 6 4
"4049" 2 9 2 1 1 246.62718 244383 1 17 2 0 59000 0 2 0 0 0 0 0 0 0 0 3 0 0 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2378 17 6 4
"4050" 2 9 4 1 1 196.50526 290671 1 17 3 NA 100500 0 2 0 0 0 NA 0 0 0 0 2 0 NA 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2379 17 6 4
"4051" 2 10 4 1 2 178.94832 698635 1 17 2 0 139000 0 2 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2380 17 6 4
"4052" 2 10 3 1 1 196.50526 301004 1 17 2 NA 121800 0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2381 17 6 4
"4053" 2 3 1 3 0.8 185.62096 940758 1 17 2 0 11316 0 4 1 1 0 0 0 0 0 0 1 1 1 1 1 0 1 1 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2382 17 6 4
"4054" 2 6 2 4 0.67 145.17245 62526 1 17 3 0 31380 0 4 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2383 17 6 4
"4055" 2 6 2 1 1 204.71546 787519 2 17 3 1 23000 0 4 0 1 0 0 0 0 0 0 2 1 0 1 1 1 1 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2383 17 6 4
"4056" 2 6 2 1 1 246.27495 991902 1 17 4 NA 75000 NA 4 0 0 0 0 NA NA NA NA 8 0 NA 1 NA NA NA 0 0.03 0.15 0.67 0.73 0.3 0.89 0.2 0.41 0 0.29 0.7 0.09 0.28 11.51 0.04 0.13 0.16 0.08 0.18 0.08 2383 17 6 4
