"y.subset" "defects.subset" "poor.subset" "race.subset" "floor.subset" "dist.subset" "bldg.subset"
"676" 0 0.106741573033708 3.21604938271605 2 2 26 402
"677" 1 1.10674157303371 3.21604938271605 2 3 26 402
"678" 0 0 2 2 3 26 403
"679" 1 0 6 2 2 26 404
"680" 0 0 3.21604938271605 2 2 26 405
"681" 1 2.10674157303371 2 2 2 26 406
"682" 1 1.10674157303371 4 2 3 26 407
"683" 0 0 4 2 6 26 408
"684" 0 0.106741573033708 4 3 5 26 409
"685" 1 2 3 4 5 26 410
"686" NA 2.61093419392816 5 2 7 26 411
"687" 0 0 2 2 3 26 444
"688" 0 0 3 2 3 26 444
"689" 0 0 5 2 3 26 444
"690" 0 0 2 2 3 26 444
"691" 0 0 2 2 1 27 412
"692" 0 0 1 2 2 27 412
"693" 0 0 3 2 3 27 413
"694" 0 0.0892018779342723 2 2 3 27 414
"695" 1 0.0892018779342723 4 2 3 27 414
"696" NA 0.940790213547272 1.09090909090909 2 2 27 415
"697" 0 0 3 2 1 27 416
"698" 0 0 1 2 3 27 416
"699" 0 0 1.09090909090909 2 3 27 417
"700" 0 0 1.09090909090909 2 3 27 418
"701" 0 0 1.09090909090909 2 2 27 418
"702" 0 0 3 2 5 27 419
"703" 1 1 3 2 3 27 420
"704" 1 1 2 2 3 27 420
"705" 0 1 4 2 3 27 421
"706" 1 5 4 2 4 27 421
"707" 0 0 4 2 4 27 421
"708" 1 2 3 2 7 27 422
"709" 0 1 3 2 7 27 422
"710" 0 2 3 2 7 27 422
"711" 1 1 3 2 7 27 422
"712" 1 0 3 2 6 27 423
"713" 1 2 4 2 6 27 423
"714" NA 1 3 2 6 27 423
"715" 0 1 3 2 6 27 423
"716" 1 2.00862068965517 4 2 7 27 424
"717" 1 1.00862068965517 3 2 7 27 424
"718" 0 1 5 2 2 27 425
"719" 1 4 3 4 5 27 426
"720" 1 5 6 4 5 27 426
"721" 1 4.33333333333333 4 2 5 27 426
"722" 0 2 3 2 6 27 426
"723" NA 0.47880895316887 1.04385964912281 1 2 28 427
"724" 1 0 2.04385964912281 1 2 28 428
"725" 0 1.00655737704918 1.04385964912281 2 2 28 429
"726" 0 0 1.04385964912281 2 2 28 430
"727" 1 0.007380073800738 2 2 3 28 431
"728" 0 0.00655737704918033 1.04385964912281 5 3 28 432
"729" NA 0.47880895316887 3.04385964912281 1 2 28 433
"730" 0 0.00655737704918033 1.04385964912281 5 3 28 434
"731" 0 1.00655737704918 1.04385964912281 1 2 28 434
"732" 0 0.00655737704918033 1.04385964912281 1 3 28 434
"733" 0 0.00655737704918033 1.04385964912281 1 1 28 434
"734" 1 0 2 2 3 28 435
"735" 0 0 4 1 2 28 435
"736" 0 0 3 1 3 28 435
"737" 1 0 4 2 2 28 435
"738" 0 5.00738007380074 1.04385964912281 1 3 28 436
"739" 0 0 1.04385964912281 2 4 28 437
"740" 1 0 1 4 2 28 438
"741" NA 0 4 2 3 28 438
"742" 0 0 1 2 3 28 438
"743" 0 0 2 3 3 28 438
"744" 0 0 1 2 2 28 439
"745" 0 0 3 2 2 28 439
"746" 1 1 2 2 2 28 440
"747" 1 0 2 2 4 28 441
"748" 0 0 5 1 3 28 442
"749" 1 0 3 2 3 28 442
"750" 1 3 6 2 3 28 442
"751" 1 2 4 2 3 28 442
"752" 0 0 6 2 7 28 443
"753" 0 0 6 2 6 28 443
"754" NA 0.333333333333333 5 1 7 28 443
"755" 0 1 6 2 4 28 443
"756" 0 1 1.03553299492386 1 8 29 450
"757" 0 1 4 1 8 29 451
"758" NA 1 2 1 8 29 451
"759" NA 1 1 1 8 29 451
"760" NA 1 2 1 8 29 451
"761" 0 1 1.03553299492386 1 7 29 452
"762" NA 0 2.03553299492386 1 3 29 453
"763" NA 0 1.03553299492386 1 3 29 453
"764" NA 0 1.03553299492386 1 3 29 453
"765" 0 0 1.03553299492386 1 3 29 453
"766" 1 1 2 1 7 29 454
"767" 0 0 1.03553299492386 1 7 29 455
"768" 0 0 1.03553299492386 1 7 29 455
"769" 0 0 1.03553299492386 1 7 29 455
"770" 0 0 1.03553299492386 1 4 29 456
"771" NA 0 1.03553299492386 1 4 29 456
"772" NA 0 1.03553299492386 1 4 29 456
"773" NA 1.81777674142375 3.03553299492386 1 5 29 457
"774" NA 1.81777674142375 3.03553299492386 1 5 29 457
"775" 0 1 3 1 6 29 458
"776" 0 1 3 1 5 29 459
"777" 1 1 2 1 4 29 460
"778" 0 0 2 1 4 29 460
"779" 0 1 3 4 7 29 460
"780" 1 0 4 1 4 29 460
"781" 1 6 5 3 7 29 461
"782" 0 2 3 1 3 29 462
"783" 0 1 5 3 4 29 463
"784" 0 6 3 1 5 29 464
"785" NA 6 3 1 5 29 465
"786" NA 6 3 1 6 29 465
"787" NA 6 3 1 6 29 465
"788" 1 6 4 1 6 29 465
"789" 0 0 5 5 7 29 466
"790" 0 0 6 1 7 29 466
"791" 0 0 4 1 7 29 466
"792" 0 0 3 1 7 29 466
"793" NA 0.817776741423746 3.03553299492386 1 5 29 467
"794" NA 0.817776741423746 3.03553299492386 1 8 29 468
"795" 1 4 7 3 2 30 469
"796" 0 1 6 3 3 30 469
"797" 0 2 6 3 3 30 469
"798" 0 1 6 5 3 30 469
"799" 0 0 2 1 7 30 470
"800" 0 0 3 1 7 30 470
"801" 0 0 3 1 7 30 470
"802" 1 2 7 4 3 30 471
"803" 1 0 6 3 4 30 471
"804" 0 0 2 5 5 30 472
"805" 1 1 3 3 5 30 473
"806" 1 3 3 1 5 30 474
"807" 0 2 4 2 5 30 475
"808" NA 1.5 3 1 7 30 476
"809" 0 1 3 1 7 30 476
"810" 0 2 3 1 7 30 476
"811" 0 0 4 1 6 30 477
"812" 0 0 3 1 4 30 478
"813" 1 3 6 5 5 30 479
"814" 0 0 3 1 6 30 480
"815" 0 4 4 1 1 30 481
"816" 1 2 4 1 5 30 482
"817" NA 0.5 3 1 3 30 483
"818" 0 1 4 1 6 30 483
"819" 0 0 3 1 4 30 483
"820" NA 1.57618061837545 3.08396946564885 1 3 30 484
"821" NA 1.57618061837545 3.08396946564885 1 3 30 484
"822" 0 2 3 1 7 30 485
"823" 0 3 3 1 7 30 485
"824" 1 4 3 1 7 30 486
"825" 0 0 1.08396946564886 1 4 30 487
"826" 1 2 1.08396946564886 1 4 30 488
"827" 0 1 4 3 4 30 489
"828" 0 0 3 1 2 30 668
"829" NA 1 5 3 2 30 670
"830" NA 1 4 3 4 30 670
"831" 0 3 2.08658008658009 1 4 31 490
"832" NA 0.333333333333333 1 1 8 31 491
"833" 0 0 1 1 8 31 491
"834" 0 0 3 1 8 31 491
"835" 1 1 1 3 8 31 491
"836" 0 0 1.08658008658009 1 7 31 492
"837" 0 0 1.08658008658009 1 8 31 493
"838" NA 0.333333333333333 1.08658008658009 1 8 31 493
"839" 0 0 1.08658008658009 1 8 31 493
"840" 0 1 1.08658008658009 1 8 31 493
"841" 1 0 1.08658008658009 4 3 31 494
"842" 0 3 6 1 4 31 495
"843" 0 1 4 1 4 31 495
"844" 1 1 3 1 4 31 495
"845" 0 0 3 1 4 31 495
"846" 0 3 1.08658008658009 1 3 31 496
"847" 0 0 4 1 4 31 497
"848" 0 0 2 5 4 31 497
"849" 0 1 3 1 4 31 497
"850" 0 0 3 1 4 31 497
"851" 1 0 5 1 4 31 498
"852" 0 1 5 1 7 31 499
"853" 0 1 3 1 7 31 500
"854" NA 0.8482331261912 2.08658008658009 1 8 31 501
"855" 0 0 3 1 6 31 502
"856" 0 0 3 1 6 31 503
"857" 0 0 4.08658008658009 3 2 31 504
"858" 0 1 3.08658008658009 5 5 31 505
"859" 0 1 2 1 3 31 506
"860" 0 2 5 1 5 31 507
"861" 0 0 5 1 5 31 507
"862" NA 1 4 4 5 31 507
"863" NA 1 3 4 5 31 507
"864" 0 1 3 1 2 31 508
"865" NA 0 3.075 1 8 32 509
"866" 0 0 1.075 1 7 32 509
"867" 0 0 1.075 1 7 32 509
"868" 0 0 1.075 1 7 32 509
"869" NA 0.537489686855499 1.075 1 8 32 510
"870" 0 0 3.075 1 8 32 511
"871" 0 0 1.075 1 9 32 512
"872" 0 0 1.075 1 9 32 512
"873" 0 0 1.075 1 9 32 512
"874" 0 0 1.075 1 3 32 513
"875" 0 0 3.075 5 3 32 513
"876" NA 0.537489686855499 1.075 1 8 32 514
"877" 0 0 3 1 5 32 515
"878" 0 0 3 1 5 32 515
"879" 0 0 2 1 7 32 516
"880" 0 0 1 1 7 32 516
"881" 0 0 2 4 8 32 517
"882" 0 1 2 5 8 32 517
"883" 0 2 3 1 8 32 517
"884" 0 0 2 1 8 32 517
"885" 0 1 1.075 1 8 32 518
"886" 0 2 3.075 1 8 32 518
"887" NA 1 1.075 1 8 32 518
"888" 0 0 1.075 1 8 32 518
"889" 0 0 3 1 3 32 519
"890" 0 1 3 4 8 32 520
"891" 0 0 1.075 1 7 32 521
"892" 0 0 1.075 1 7 32 521
"893" 0 0 1.075 1 7 32 521
"894" 0 0 1.075 1 7 32 521
"895" 0 0 1.075 1 8 32 522
"896" 0 0 3.075 1 4 32 523
"897" 0 0 1.075 1 8 32 524
"898" 0 0 1.075 1 8 32 524
"899" 0 0.0310734463276836 2 1 5 32 525
"900" 1 3 3 1 4 32 526
"901" NA 3 3 1 6 32 527
"902" 1 3 3 5 7 32 527
"903" 1 3 3 1 7 32 527
"904" 0 0 2 1 3 32 528
"905" 0 0 3.075 1 4 32 529
"906" 0 0 4 1 3 32 530
"907" 0 5 3 1 4 32 530
"908" 0 0 4 1 5 32 530
"909" 0 0 3 1 5 32 531
"910" 0 0.00471698113207547 3 1 3 32 532
"911" 0 0 5 1 7 32 533
"912" 0 0 2 1 8 32 534
"913" NA 0 2 2 8 32 534
"914" 0 0 2 1 8 32 534
"915" 0 0 3 5 6 32 535
"916" 0 0 3 1 6 32 535
"917" 0 0 3 5 6 32 535
"918" NA 0 3 5 6 32 535
"919" NA 0.5 3 1 8 33 536
"920" 0 0 5 1 8 33 536
"921" 1 1 5 1 8 33 536
"922" 0 0 1 1 7 33 537
"923" 0 0 1 7 7 33 537
"924" 0 0 1 1 8 33 537
"925" 0 0 2 1 8 33 537
"926" 0 0 1.07894736842105 1 7 33 538
"927" 0 0 2 1 3 33 539
"928" 0 0 2 1 5 33 540
"929" 0 0 2 1 6 33 540
"930" 1 2 3 1 6 33 540
"931" 0 1 3 1 4 33 541
"932" 0 1 5.07894736842105 5 5 33 542
"933" 0 6 3.07894736842105 1 4 33 543
"934" 0 3 5.07894736842105 1 6 33 543
"935" 0 5 5.07894736842105 1 6 33 543
"936" 0 0 3 1 2 33 544
"937" 0 0 2 1 2 33 544
"938" 0 1 1.07894736842105 1 8 33 545
"939" 0 0 4 2 3 33 546
"940" NA 0 2 1 6 33 546
"941" 0 0 2 2 4 33 546
"942" 0 4 3 1 3 33 547
"943" 0 2 4 1 3 33 548
"944" NA 0 1.07894736842105 1 2 33 549
"945" 0 0 1.07894736842105 1 2 33 549
"946" 0 0 2.07894736842105 5 2 33 549
"947" 0 0 3 1 4 33 550
"948" 0 2 3 4 4 33 550
"949" 0 3 5 1 4 33 550
"950" NA 1.66666666666667 3 2 7 33 550
"951" 0 0 3 1 7 33 551
"952" 0 1 3 1 7 33 551
"953" 0 0 3 1 7 33 551
"954" 0 0 3 1 7 33 551
"955" 0 0 3 7 3 33 552
"956" 0 0 2 1 3 33 552
"957" NA 0 2 1 3 33 552
"958" 0 1 4 4 7 33 553
"959" 1 3 3 2 7 33 554
"960" 0 0 3 5 6 33 555
"961" 0 0 3 4 3 33 556
"962" 0 4 5 1 8 33 557
"963" 0 0 3 1 8 33 558
"964" 0 0 4 3 7 33 559
"965" 0 4 6 3 7 33 559
"966" 0 0 3 2 7 33 559
"967" 0 2 6 2 7 33 559
"968" NA 0.5 2 1 8 33 560
"969" 0 1 2 1 8 33 560
"970" NA 0.5 2 1 8 33 560
"971" 0 0 4 1 8 33 560
"972" 0 0 6 2 6 33 561
"973" 0 0.0299295774647887 7 3 6 33 562
"974" 0 1.22077922077922 3 1 3 34 563
"975" NA 1.22077922077922 3 1 3 34 563
"976" 0 0 2 1 9 34 564
"977" 0 0 1 1 9 34 564
"978" 0 0 3 1 8 34 565
"979" NA 0.568229531903502 1.04069767441860 1 7 34 566
"980" 1 5 3 1 3 34 567
"981" 1 1 2 1 4 34 567
"982" 0 0 1.04069767441860 1 7 34 568
"983" 0 1 1.04069767441860 1 7 34 568
"984" 0 0 1.04069767441860 1 7 34 568
"985" NA 0.333333333333333 1.04069767441860 1 7 34 568
"986" 0 0 4 1 3 34 569
"987" 0 1 1.04069767441860 1 2 34 570
"988" 0 0 1.04069767441860 1 8 34 571
"989" 0 0 3.04069767441860 1 8 34 571
"990" 0 0 1.04069767441860 1 5 34 571
"991" 0 0 1.04069767441860 1 5 34 571
"992" 0 0 2 5 3 34 572
"993" 0 0 2 1 3 34 572
"994" NA 0 2 1 4 34 572
"995" NA 0 2 1 4 34 572
"996" 0 2 6 3 8 34 573
"997" 0 0 6 4 8 34 573
"998" NA 0.568229531903502 1.04069767441860 1 7 34 574
"999" NA 0.5794116405297 3.04069767441860 1 5 34 575
"1000" NA 0.568229531903502 3.04069767441860 1 3 34 576
"1001" 0 1 3 1 5 34 577
"1002" 0 1 3 1 6 34 578
"1003" 0 3 3 1 6 34 578
"1004" 0 1 3 1 6 34 578
"1005" 0 0.0429906542056075 2 1 1 34 579
"1006" 1 2.04945054945055 3 4 4 34 580
"1007" NA 1 3 1 5 34 581
"1008" 0 0 3 1 5 34 581
"1009" NA 1 3 1 5 34 581
"1010" 0 2 3 1 5 34 581
"1011" 0 0 3 1 7 34 582
"1012" 0 1 4 1 7 34 582
"1013" 0 0 2 1 7 34 582
"1014" 0 0 3 1 7 34 582
"1015" NA 0.568229531903502 3.04069767441860 1 7 34 583
"1016" 0 2 2.04069767441860 5 2 34 584
"1017" 0 0 1.04069767441860 5 2 34 584
"1018" 0 0 4.0406976744186 1 2 34 584
"1019" 0 0 1.04069767441860 5 2 34 584
"1020" 0 0 3 1 4 34 585
"1021" 0 0 3 1 4 34 585
"1022" 0 0 3 1 4 34 585
"1023" 0 4 3 1 5 34 585
"1024" 0 0 3 1 5 34 586
"1025" 0 0 2 1 4 34 587
"1026" 0 0 2 1 8 34 588
"1027" 0 0 2 1 8 34 588
"1028" 0 0 2 1 8 34 588
"1029" 0 0 2 1 8 34 588
"1030" NA 3.0111821086262 5 1 6 34 589
"1031" 1 3.0111821086262 4 1 6 34 589
"1032" 0 0 3 1 4 34 590
"1033" 0 0 5 1 4 34 590
"1034" 0 0 3 1 4 34 590
"1035" 0 0 3 1 4 34 590
"1036" 0 1 5 3 8 34 591
"1037" 0 0.0429906542056075 1.04069767441860 1 3 34 660
"1038" 0 0 1.04069767441860 1 2 34 661
"1039" 1 2.05490704309396 3.1171875 1 5 35 592
"1040" 0 0 3 5 4 35 593
"1041" 0 1 3 1 7 35 594
"1042" 0 0 3 1 7 35 594
"1043" 0 4 4 7 8 35 594
"1044" 0 1 3 1 8 35 594
"1045" 1 1 4 4 7 35 595
"1046" 0 1 3 4 4 35 596
"1047" 1 5 5 1 4 35 597
"1048" 0 1 6 2 5 35 597
"1049" 0 1 6 4 4 35 598
"1050" 0 2 5 1 5 35 598
"1051" 0 1 1.5 1 7 35 599
"1052" 0 0 1.5 2 7 35 599
"1053" 0 2 3 1 7 35 599
"1054" 0 0 5 1 7 35 599
"1055" 0 1 5 4 5 35 600
"1056" 1 2 4 4 5 35 601
"1057" 1 2 3 4 5 35 601
"1058" 1 2 5 4 5 35 601
"1059" NA 2 3 4 6 35 601
"1060" 1 1 6 3 5 35 602
"1061" 0 0 6 4 5 35 602
"1062" 1 0 6 4 5 35 602
"1063" 0 3 7 4 5 35 602
"1064" 1 1 4 4 4 35 603
"1065" 1 2 6 2 3 35 604
"1066" 0 0.406896551724138 5 4 3 35 605
"1067" 1 4 4 2 7 35 606
"1068" 1 6 4 2 7 35 606
"1069" 1 2 6 2 1 35 606
"1070" 1 3 4 1 2 35 606
"1071" 1 0 4 5 7 35 607
"1072" 0 0 3 1 7 35 607
"1073" 0 2 3 1 7 35 607
"1074" 0 1 4 1 6 35 608
"1075" 0 1 5 2 7 35 609
"1076" 1 2 6 2 7 35 609
"1077" 0 3 4 2 6 35 610
"1078" NA 1.37215382690975 5.1171875 2 6 35 611
"1079" NA 1.37215382690975 4.49448811349693 3 6 35 672
"1080" 0 0 2 3 7 35 673
"1081" 1 6 2 4 2 35 675
"1082" 1 0 5 4 4 35 676
"1083" 1 5 6 4 2 35 678
"1084" 0 1 5 4 3 35 678
"1085" 1 3 4 4 4 35 678
"1086" 1 6 2 2 5 35 678
"1087" 0 1 3 2 2 36 612
"1088" 0 0.444827586206897 2.18503937007874 2 3 36 613
"1089" 0 3.08641975308642 5 2 4 36 614
"1090" 0 2.08641975308642 4 2 4 36 614
"1091" 0 0 4 2 7 36 615
"1092" 0 0 5 6 7 36 615
"1093" 0 0 4 2 7 36 615
"1094" 0 0 5 2 7 36 615
"1095" 0 3 5 2 4 36 616
"1096" 1 1 4 2 2 36 617
"1097" 0 1 5 2 2 36 617
"1098" 0 2 3.18503937007874 2 2 36 618
"1099" 0 0 2.18503937007874 2 2 36 618
"1100" 1 0 3.18503937007874 4 2 36 618
"1101" NA 6 3 2 5 36 619
"1102" 0 6 4 2 5 36 619
"1103" 1 1.16491228070175 6 3 2 36 620
"1104" 1 0 6 2 3 36 621
"1105" 0 0 5 4 4 36 621
"1106" 1 0 3.18503937007874 3 6 36 622
"1107" 1 4 5 2 4 36 623
"1108" 1 3 5 3 6 36 624
"1109" 1 3 4 2 2 36 625
"1110" 0 0 3 2 1 36 662
"1111" 1 4 5 2 5 36 664
"1112" 1 5 5 2 2 36 671
"1113" 1 5 5 2 6 36 674
"1114" 1 3 4 2 2 36 677
"1115" 1 5 3 2 5 36 679
"1116" NA 5 3 2 7 36 679
"1117" 0 6 6 2 5 36 681
"1118" 0 4 4 2 7 36 681
"1119" 1 5 3 2 4 36 682
"1120" 0 0 5 1 6 37 626
"1121" 1 0 3 2 6 37 626
"1122" 0 0 4 1 7 37 626
"1123" 0 1 3 3 2 37 627
"1124" NA 1.13356701743531 2.33678756476684 4 8 37 628
"1125" 0 1 2 2 3 37 629
"1126" 1 1.04166666666667 4 4 5 37 630
"1127" 1 0 4 4 5 37 631
"1128" 1 1 7 3 6 37 632
"1129" 1 4 7 4 6 37 632
"1130" 0 0.099526066350711 5 3 2 37 633
"1131" 0 0 4 3 2 37 634
"1132" NA 1.13356701743531 6.33678756476684 2 6 37 635
"1133" 0 1 6 2 6 37 636
"1134" 0 3 5 2 7 37 636
"1135" 1 5 6 2 7 37 637
"1136" 1 4 6 2 2 37 638
"1137" 1 1 2 2 2 37 663
"1138" 1 3 5 3 2 37 665
"1139" 0 0 3 3 3 37 665
"1140" 0 0 3 3 4 37 665
"1141" 1 2 4 3 5 37 665
"1142" 1 1 4 2 6 37 666
"1143" 0 0 1.16343490304709 1 6 38 639
"1144" 0 1 3 4 3 38 640
"1145" 0 0 3 4 3 38 640
"1146" 1 2 3 1 3 38 640
"1147" 0 0 3 4 4 38 641
"1148" 0 0 3 2 7 38 642
"1149" 1 0 5 4 7 38 643
"1150" 0 1 5 4 2 38 643
"1151" 1 0 4 4 5 38 644
"1152" 0 0 3 1 6 38 644
"1153" 0 0.0345622119815668 3.16343490304709 4 5 38 645
"1154" 0 3 3 1 7 38 646
"1155" NA 3 4 4 3 38 647
"1156" 1 3 4 4 6 38 647
"1157" 1 5 6 4 2 38 647
"1158" 1 1 6 4 3 38 647
"1159" NA 3.5 3 4 5 38 648
"1160" NA 3.5 3 1 6 38 648
"1161" 0 3 5 1 6 38 648
"1162" 0 4 3 1 6 38 648
"1163" 0 0 6 4 4 38 649
"1164" 1 2 4 4 4 38 649
"1165" NA 3.5 5 4 5 38 650
"1166" NA 3.5 4 2 5 38 650
"1167" 0 4 5 4 3 38 650
"1168" NA 3 3 1 4 38 650
"1169" 0 2 4 4 3 38 651
"1170" 0 0 5 4 3 38 652
"1171" 1 0 5 4 3 38 652
"1172" 0 0 3 3 3 38 652
"1173" 1 1 3 4 3 38 652
"1174" 0 5 4 4 6 38 653
"1175" 0 1 4 3 6 38 653
"1176" 0 4 3 4 6 38 653
"1177" 0 0 5 4 3 38 654
"1178" 1 0 4 4 3 38 654
"1179" 0 2 5 4 3 38 654
"1180" 1 1 5 4 3 38 654
"1181" 1 0 3 4 4 38 655
"1182" 1 0 5 4 4 38 655
"1183" NA 2.5 6 4 5 38 656
"1184" 1 5 3 3 4 38 656
"1185" NA 2.5 4.66666666666667 4 5 38 656
"1186" 1 0 5 4 5 38 656
"1187" 0 4 5 4 3 38 657
"1188" 1 0 3 4 5 38 658
"1189" 0 3 3 1 3 38 659
"1190" 1 4 3 1 3 38 659
"1191" 1 4 3 1 3 38 659
"1192" NA 1.37191328144055 5.16343490304709 2 4 38 667
"1193" 1 4 4 4 2 38 669
"1194" 0 0 5 4 7 38 680
"1195" NA 0.524286223154649 2.08943089430894 1 3 39 683
"1196" 0 0 2 1 2 39 684
"1197" 0 0 2 1 3 39 684
"1198" 0 0.0297029702970297 4 4 3 39 685
"1199" NA 0 2 1 3 39 686
"1200" NA 0 1 1 3 39 686
"1201" 0 0 3 1 2 39 686
"1202" 0 0 2 5 3 39 686
"1203" 1 1 4 4 2 39 687
"1204" 0 0 1 1 3 39 688
"1205" NA 0 2 1 2 39 688
"1206" 0 0 2 1 2 39 688
"1207" 0 0 2 1 2 39 689
"1208" NA 0.524286223154649 3.08943089430894 2 2 39 690
"1209" NA 0.524286223154649 4.08943089430894 5 2 39 690
"1210" 0 0.0297029702970297 2 1 4 39 691
"1211" 0 0.0297029702970297 3.08943089430894 1 2 39 692
"1212" 0 0 1 1 4 39 693
"1213" 0 1 3 1 3 39 693
"1214" 0 0 1 1 3 39 693
"1215" 0 0.0478723404255319 3 1 2 39 694
"1216" 0 1.02970297029703 3 4 4 39 695
"1217" 0 0 3 1 5 39 696
"1218" 0 0 3 1 2 39 697
"1219" 0 0 3 1 3 39 697
"1220" 0 0 3 1 4 39 697
"1221" 0 0 4 1 3 39 698
"1222" 1 1 1.08943089430894 2 2 39 927
"1223" 0 3 3.08943089430894 1 2 39 928
"1224" 1 0 3 5 2 40 699
"1225" NA 0.666666666666667 3 1 3 40 699
"1226" 1 2 3 7 3 40 699
"1227" 0 0 3 5 4 40 699
"1228" NA 0 1.02362204724409 1 2 40 700
"1229" 0 0 1.02362204724409 2 2 40 700
"1230" 0 1 3.02362204724409 1 3 40 701
"1231" NA 0.550960292211618 3.02362204724409 4 2 40 702
"1232" 0 0.0681818181818182 1.02362204724409 1 4 40 703
"1233" 1 1 4 4 3 40 704
"1234" 0 0 2.02362204724409 4 2 40 705
"1235" 0 0 3.02362204724409 4 2 40 706
"1236" 0 0 1.02362204724409 5 3 40 707
"1237" 0 0 4.02362204724409 5 3 40 707
"1238" 0 0.227602108036891 4.02362204724409 1 2 40 708
"1239" 0 1 4 5 3 40 709
"1240" 0 1 2 5 2 40 709
"1241" NA 0.619142110393436 2.02362204724409 4 3.28688524590164 40 710
"1242" 1 0 3 4 7 40 711
"1243" 0 0 4 5 7 40 711
"1244" 1 3 3 1 7 40 711
"1245" 0 0 4 4 7 40 711
"1246" NA 1.61914211039344 4.02362204724409 4 3 40 712
"1247" 1 0 2.02362204724409 4 4 40 713
"1248" 0 0 3 7 7 40 714
"1249" 0 0 5 1 7 40 714
"1250" 1 3 3 5 7 40 714
"1251" NA 1 5 1 3 40 714
"1252" 0 4 3 4 5 40 715
"1253" NA 0.550960292211618 3.02362204724409 4 5 40 716
"1254" NA 0.550960292211618 3.02362204724409 1 2 40 717
"1255" NA 0.550960292211618 4.02362204724409 1 2 40 717
"1256" 0 0 4 4 2 40 718
"1257" 0 0 3 5 4 40 719
"1258" 0 0 4 4 4 40 719
"1259" 0 0 3 1 4 40 719
"1260" NA 1.55096029221162 3.02362204724409 1 3 40 720
"1261" 1 2 3 4 5 40 721
"1262" 1 4 3 3 5 40 721
"1263" 0 2 5 3 5 40 721
"1264" 1 3 4.33333333333333 5 6 40 721
"1265" 0 0 1.10067114093960 2 2 41 722
"1266" 0 1 1.10067114093960 2 2 41 722
"1267" NA 1.71615234181792 1.10067114093960 5 2 41 723
"1268" 0 0 3 5 4 41 724
"1269" 0 0 1 5 3 41 724
"1270" 0 0 1 5 2 41 724
"1271" 0 0 2 2 2 41 725
"1272" 0 0 3.1006711409396 1 1 41 726
"1273" 0 1 1.10067114093960 2 2 41 727
"1274" 0 0 4 4 1 41 728
"1275" 0 0 2 4 3 41 728
"1276" 0 0 3 4 5 41 729
"1277" 1 0 3.1006711409396 1 3 41 730
"1278" 0 1 3 4 6 41 731
"1279" 0 2 3 5 3 41 732
"1280" 0 2 3 4 3 41 732
"1281" 0 4.5 4 4 4 41 732
"1282" NA 0 2 1 3 42 733
"1283" 0 0 3 5 4 42 733
"1284" 0 0 2 5 4 42 734
"1285" 0 0.0298507462686567 2.1328125 1 2 42 735
"1286" 0 0 1.1328125 4 2 42 736
"1287" 0 0.193548387096774 2.1328125 5 2 42 737
"1288" 1 0 1.1328125 5 2 42 738
"1289" 0 2 5 4 3 42 739
"1290" 0 0.5 4 1 3 42 739
"1291" 0 4 4 3 3 42 739
"1292" NA 2 2 5 7 42 740
"1293" 0 0 2 4 7 42 740
"1294" NA 2 1 1 7 42 740
"1295" 0 4 3 5 7 42 740
"1296" 0 0 4 4 1 42 741
"1297" NA 0.802109249749708 4.1328125 4 3 42 742
"1298" 0 1 4 2 8 42 743
"1299" 0 1 3 2 8 42 743
"1300" 0 0 3 2 8 42 743
"1301" 0 0 5 1 8 42 743
"1302" 1 1 4 4 7 42 744
"1303" 0 0 4 4 7 42 744
"1304" 0 1 3 1 7 42 744
"1305" 0 4 3 1 7 42 744
"1306" 0 0 1.10958904109589 1 2 43 745
"1307" 0 0 1.10958904109589 1 3 43 746
"1308" 0 0 1.10958904109589 1 3 43 746
"1309" 0 0 3.10958904109589 1 2 43 747
"1310" 0 0 1.10958904109589 1 3 43 747
"1311" 0 0 2 1 2 43 748
"1312" NA 0 1 1 2 43 748
"1313" 0 0 2 1 1 43 749
"1314" 0 0 2 1 2 43 749
"1315" 0 0 2 1 4 43 749
"1316" 0 0 3 1 6 43 750
"1317" 1 0.0224719101123596 1.10958904109589 1 2 43 751
"1318" 0 0 1.10958904109589 3 2 43 752
"1319" NA 0 3.10958904109589 3 3 43 752
"1320" 0 0 1.10958904109589 2 2 43 752
"1321" 0 0 3.10958904109589 2 3 43 752
"1322" 0 1 3 1 3 43 753
"1323" 0 1 2 1 2 43 754
"1324" 0 2 2 1 3 43 754
"1325" 1 2 2 4 3 43 755
"1326" NA 2 3 4 4 43 755
"1327" 0 0 4 1 3 43 756
"1328" 0 0 2 1 2 43 756
"1329" 0 0 3 1 3 43 756
"1330" 0 0.0224719101123596 6 3 3 43 757
"1331" 0 0 2 1 2 43 758
"1332" 0 0 2 4 3 43 758
"1333" 0 0 3 4 4 43 758
"1334" 0 0 1.05263157894737 1 2 44 759
"1335" 0 0 1.05263157894737 1 2 44 759
"1336" NA 0.575758440680861 1.05263157894737 1 2 44 760
"1337" 0 0 1.05263157894737 1 3 44 761
"1338" 0 1 2.05263157894737 3 2 44 761
"1339" 0 1 1 5 3 44 762
"1340" 0 1 1 1 3 44 762
"1341" 0 0 1 1 3 44 762
"1342" 0 0 4 1 2 44 762
"1343" 0 0 1 1 2 44 763
"1344" 0 0 2 1 4 44 763
"1345" 0 0 1.05263157894737 1 6 44 764
"1346" 0 1 3 1 4 44 765
"1347" 0 3 1 5 4 44 765
