borough,numunits,stories,race,personrm,housewgt,sequenceno,under6,cd,unitflr2,regext,totincom2,subsidy,housing,poverty,povertyx2,extwin4_2,extflr5_2,intcrack2,inthole2,intpeel_cat,intleak2,duration,board2,struct,old,help,rodent2,foreign,dilap,black_Mean,board2_Mean,foreign_Mean,help_Mean,hispanic_Mean,old_Mean,poverty_Mean,povertyx2_Mean,pubhous_Mean,regext_Mean,struct_Mean,dilap_Mean,ownhous_Mean,duration_Mean,extwin4_2_Mean,extflr5_2_Mean,intcrack2_Mean,inthole2_Mean,intleak2_Mean,vacrate
1,12,5,2,0.25,194.27028,958267,1,6,3,,36000,,4,0,0,0,0,,,,,5,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,2,1.25,210.77374,778213,1,6,8,1,82920,0,4,0,0,0,0,0,0,0,0,22,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,2,0.8,210.77374,828063,1,6,8,,23600,,4,0,1,0,0,,,,,10,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,4,0.33,184.39314,738345,1,6,6,1,50000,0,2,0,0,0,0,0,0,1,0,4,0,0,1,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,3,0.33,170.03347,472743,1,6,6,0,4800,0,2,1,1,0,0,0,0,0,1,24,0,1,1,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,5,1,194.27028,314926,1,6,6,0,96000,,2,0,0,0,0,0,0,1,1,1,0,0,1,,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.33,170.03347,671177,1,6,6,1,87000,0,2,0,0,0,0,1,1,2,1,16,0,0,1,1,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,1,0.17,170.03347,753283,1,6,8,1,120000,,3,0,0,0,0,0,1,0,0,37,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,1,0.33,192.07356,268780,1,6,7,,150000,,3,0,0,0,0,,,,,1,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,1,0.5,184.39314,179940,1,6,7,,203000,,3,0,0,0,0,,,,,10,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,1,0.67,231.75050,674064,1,6,7,,38820,,3,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.33,170.03347,198993,1,6,5,1,33000,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,1,177.63150,562851,3,6,5,1,50000,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,4,3,0.67,170.03347,643961,1,6,5,,71280,,2,0,0,0,0,,,,,7,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,5,1,177.63150,79939,1,6,5,0,29400,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.5,253.79627,129456,1,6,7,1,53000,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.2,231.75050,232565,1,6,7,,150000,,3,0,0,0,0,,,,,5,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.5,231.75050,769488,1,6,7,,93000,,3,0,0,0,0,0,0,0,0,14,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.25,170.03347,846230,1,6,7,,34000,,3,0,0,0,0,,,,,2,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,3,0.33,210.77374,652399,1,6,3,1,7620,1,2,1,1,0,0,0,1,,1,1,0,1,1,,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,0.5,252.38708,633268,1,6,3,0,0,0,2,1,1,0,0,0,0,2,1,17,0,1,1,0,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,0.75,184.39314,216238,2,6,3,0,55000,0,2,0,0,0,0,1,1,2,1,4,0,1,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,0.5,242.03623,662478,1,6,3,,47000,0,2,0,0,0,0,1,1,1,0,9,1,0,1,1,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,1,0.8,253.79627,231396,1,6,7,0,140000,0,2,0,0,0,0,0,0,0,0,2,0,1,1,,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,1,0.4,259.12661,908842,1,6,7,,102000,0,2,0,0,0,0,0,0,0,0,13,0,1,1,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,1,0.33,170.03347,881983,1,6,5,,7200,,2,1,1,0,0,,,,,40,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,1,0.67,231.89177,301451,1,6,7,,115000,,2,0,0,0,0,,,,,12,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,0.67,177.63150,665073,1,6,6,0,21420,,2,0,1,0,0,0,0,0,1,4,0,0,1,,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,1,177.63150,87088,1,6,6,,16500,,2,0,1,0,0,0,1,1,1,3,0,0,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,3,0.67,252.38708,567808,1,6,6,,33000,,2,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,1.33,194.27028,405880,1,6,6,0,36600,0,2,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.67,160.69397,418244,1,6,2,1,80000,0,2,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.5,253.79627,308950,1,6,2,0,95000,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.75,253.79627,308973,1,6,2,1,60000,0,2,0,0,0,0,1,0,2,1,8,0,1,0,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,4,0.5,253.79627,339601,1,6,3,1,49000,0,2,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,2,0.75,177.63150,461065,1,6,7,1,27000,0,2,0,1,0,0,0,0,0,0,26,0,0,0,1,0,0,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,2,0.75,177.63150,803747,2,6,7,0,49300,0,2,0,0,0,0,0,0,2,0,26,0,1,0,0,1,0,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,2,0.75,242.03623,671998,1,6,7,0,48000,0,2,0,0,0,0,0,0,0,0,31,0,1,0,1,0,0,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,5,3,0.33,184.39314,639022,1,6,7,1,13405,1,2,0,1,0,0,0,0,0,0,23,0,1,0,0,0,1,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,1,0.33,190.94346,780431,1,6,8,0,37000,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,1,1,253.79627,79188,1,6,8,,75600,,2,0,0,0,0,,,,,2,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,1,0.67,170.03347,188830,1,6,8,,451973,,2,0,0,0,0,,,,,22,0,,0,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,1,0.5,160.69397,789472,1,6,8,1,44034,,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.33,231.89177,856302,1,6,7,1,65000,0,2,0,0,0,0,0,0,0,0,12,0,1,0,,0,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,3,0.33,190.94346,778867,1,6,7,1,50000,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,4,0.67,170.03347,498812,1,6,7,1,95000,0,2,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.5,259.12661,503480,1,6,7,1,130000,0,2,0,0,0,,0,0,0,0,27,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,5,1.33,231.89177,23501,2,6,5,1,51500,0,4,0,0,0,0,0,0,0,0,8,0,1,0,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,2,0.67,190.94346,374085,1,6,5,1,72500,0,4,0,0,0,0,1,1,1,1,4,1,0,0,0,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,4,2,259.12661,606668,1,6,5,0,63500,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.4,172.33043,552575,1,6,5,1,120000,0,4,0,0,0,0,0,0,0,0,2,0,0,0,,0,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,2,0.33,170.03347,835139,1,6,5,1,11290,0,2,0,1,0,0,0,0,0,0,21,0,1,1,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,4,0.75,253.79627,923734,1,6,6,1,72500,0,2,0,0,0,0,0,0,0,0,21,0,0,1,0,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,5,3,0.33,170.03347,81711,1,6,7,1,60000,0,2,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,2,0.33,194.27028,937726,1,6,6,1,3000,0,2,1,1,0,0,1,0,0,0,2,0,1,1,1,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,1,1,5,1,170.03347,877239,1,6,2,0,40000,0,4,0,0,0,1,1,0,2,1,1,0,1,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,5,1,1,0.8,170.03347,631142,2,6,2,0,32000,0,4,0,1,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,5,1,1,0.5,170.03347,673110,1,6,3,,50000,0,4,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,5,1,1,1,170.03347,191116,1,6,3,0,32000,0,4,0,0,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,3,1,2,0.25,177.63150,924407,1,6,3,,8000,,4,1,1,0,,,,,,10,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,5,2,2,0.25,177.63150,100344,1,6,2,0,40000,0,4,0,0,0,0,0,0,0,0,7,0,1,1,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,5,1,1,0.25,170.03347,319421,1,6,3,,215886,0,4,0,0,0,0,,,,,2,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,6,2,2,0.33,210.77374,24135,1,6,1,0,4290,1,4,1,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,4,0.4,231.89177,357901,1,6,2,0,13000,1,2,0,1,0,0,1,0,2,1,6,0,0,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,2,1,242.03623,373765,1,6,2,1,4900,0,2,1,1,0,0,0,0,0,0,31,0,0,1,1,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,2,0.5,252.38708,262679,1,6,2,1,32576,1,2,0,0,0,0,1,0,1,1,3,0,1,1,1,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,4,0.33,170.03347,812524,1,6,2,,13000,,2,0,1,0,0,,,,,10,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,1.33,253.79627,202977,1,6,7,0,13760,0,2,1,1,0,1,1,1,2,1,4,0,0,1,0,1,1,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,2.25,160.69397,716128,1,6,7,0,46092,1,2,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,0.33,247.89078,371881,1,6,7,,23400,,2,0,0,0,0,,,,,2,0,,1,,,,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,3,0.67,184.39314,987787,1,6,7,0,23200,0,2,0,1,1,0,0,1,0,0,15,0,1,1,0,1,0,1,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,3,4,0.33,160.69397,935415,1,6,3,1,150000,0,2,0,0,0,0,0,0,0,0,2,0,0,1,,0,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,2,0.67,170.03347,566658,1,6,3,0,30000,0,2,0,0,0,0,0,0,0,0,1,0,0,1,,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,2,1.33,231.89177,120153,2,6,3,0,47000,0,2,0,0,0,0,0,0,0,1,7,0,1,1,,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,5,0.75,231.89177,693879,1,6,3,0,77000,0,2,0,0,0,0,0,0,0,0,19,0,0,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,1,0.5,259.12661,387171,1,6,5,1,60000,0,2,0,0,0,0,0,0,0,1,38,0,1,1,0,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,1,0.5,259.12661,241432,1,6,5,1,8400,0,2,1,1,0,0,1,0,2,1,48,0,0,1,0,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,4,0.67,170.03347,714330,1,6,5,,72000,,2,0,0,0,0,,,,,1,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,4,1,0.5,259.12661,414524,1,6,5,1,35000,0,2,0,0,0,0,1,0,2,1,41,0,0,1,1,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,4,0.33,172.33043,219905,1,6,7,0,6228,0,2,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,2,0.25,252.38708,582195,1,6,7,1,1644,1,2,1,1,0,0,0,0,2,0,25,0,1,1,,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,2,0.5,194.27028,693773,1,6,7,,17500,,2,0,1,0,0,,,,,26,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,6,3,1,231.89177,882455,3,6,7,1,5885,1,2,1,1,0,0,0,0,0,1,24,0,0,1,0,0,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,3,0.33,170.03347,649616,1,6,5,1,15600,1,2,0,1,0,0,1,1,0,0,20,0,0,0,0,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,4,1,231.89177,737689,3,6,6,1,69000,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,4,1.2,171.79129,878220,4,6,4,0,18365,0,1,1,1,0,0,0,1,0,0,5,0,0,0,0,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,3,0.75,231.89177,438016,2,6,4,1,15900,,1,0,1,0,0,1,0,0,0,4,0,0,0,,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,3,0.4,184.39314,419038,1,6,5,1,27000,0,1,0,0,0,0,0,0,2,0,25,0,0,0,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,12,7,2,0.6,231.89177,520768,1,6,5,0,13588,,1,1,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,3,1,231.89177,825173,2,6,4,1,18000,0,2,0,1,0,0,1,0,0,0,6,0,0,1,0,1,0,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,0.4,164.82349,571529,1,6,4,1,37000,0,2,0,0,0,0,0,1,0,1,30,0,0,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,0.25,190.94346,132813,1,6,4,1,8040,0,2,1,1,0,0,0,0,0,1,17,0,1,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,10,5,4,1,231.89177,514089,1,6,4,0,40000,0,2,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
1,11,5,1,0.75,194.27028,839758,3,6,7,,25000,,2,0,1,0,0,,,,,2,0,,1,,,,0,0.11,0.07,0.48,0.82,0.29,0.47,0.14,0.34,0.02,0.54,0.75,0.07,0.33,12.83,0.02,0.02,0.15,0.10,0.23,0.05
