"","y","dist100","arsenic","educ4","assoc"
"633",1,1.22855003356934,3.16,0.75,0
"634",0,0.230699996948242,1.4,1.25,1
"635",1,1.14658996582031,3.18,2,0
"636",0,1.26319000244141,2.95,0,0
"637",0,1.36210006713867,3.27,0,1
"638",0,1.55419998168945,1.93,1.25,0
"639",0,1.78755996704102,2.86,1.25,1
"640",0,0.586479988098145,2.28,2,1
"641",1,0.13875,2.07,1.25,1
"642",1,0.25882999420166,3.5,1.25,1
"643",1,0.306809997558594,4.54,1.25,0
"644",1,0.360629997253418,3.92,2,1
"645",1,0.281840000152588,1.65,1.75,1
"646",1,0.478310012817383,2.07,0,1
"647",1,0.257999992370605,2.97,3,0
"648",1,0.491479988098145,3.91,2.25,1
"649",1,0.482099990844727,3.29,1,1
"650",1,0.355029983520508,2.61,0,0
"651",1,0.384119987487793,2.63,0.75,0
"652",1,0.66302001953125,1.54,1.25,1
"653",1,0.546839981079102,2.61,1.25,1
"654",1,0.180189990997314,0.9,2,1
"655",1,0.441539993286133,2.44,0.5,1
"656",1,0.474140014648438,2.72,1.5,1
"657",1,0.334249992370605,3.86,1,0
"658",1,0.555769996643066,1.26,3,1
"659",1,0.331160011291504,3.98,2,1
"660",1,0.114490003585815,2.22,1.5,1
"661",0,0.287390003204346,2.28,1.75,1
"662",1,0.232350006103516,1.62,3,1
"663",1,0.271000003814697,1.08,3,1
"664",1,0.238339996337891,1.78,3,1
"665",1,0.256690006256104,0.6,3,1
"666",1,0.141660003662109,0.63,2,1
"667",1,0.284799995422363,2.1,3,1
"668",1,0.169650001525879,2.06,2,1
"669",1,0.25613000869751,2.98,0,1
"670",1,0.358899993896484,2.12,3.5,0
"671",1,0.13298999786377,1.71,2,0
"672",1,0.256599998474121,2.44,2,1
"673",1,0.290219993591309,2.59,1.5,0
"674",0,0.316299991607666,1.92,1.25,1
"675",1,0.239449996948242,1.92,1.25,0
"676",1,0.558320007324219,0.83,1.25,1
"677",1,0.504500007629395,1.76,1.25,1
"678",1,0.574360008239746,1.84,1,1
"679",1,0.892669982910156,2.14,0,1
"680",1,1.2283699798584,2.48,0,1
"681",0,1.44634994506836,1.7,1.25,1
"682",1,1.66294006347656,3.33,0,0
"683",0,1.57240005493164,1.78,1.25,0
"684",1,1.51139007568359,2.15,0,1
"685",1,1.57932998657227,1.36,2.25,1
"686",1,1.65998001098633,1.95,2,1
"687",1,1.88102005004883,4.42,1.25,1
"688",1,1.74514999389648,1.39,2.5,1
"689",1,0.656999969482422,0.62,3,0
"690",1,0.61125,1.63,3,0
"691",0,0.252469997406006,0.86,3,0
"692",0,0.0223900008201599,0.92,2.5,0
"693",0,0.255380001068115,0.51,2,1
"694",0,0.094020004272461,1.96,3,1
"695",0,0.271940002441406,0.91,3,1
"696",1,0.259039993286133,0.6,3,1
"697",1,0.180149993896484,0.73,2.5,1
"698",1,0.090609998703003,0.63,1,1
"699",0,0.305100002288818,3.47,3,0
"700",1,0.51273998260498,1.19,0.75,1
"701",1,0.358919982910156,1.31,1.5,1
"702",1,0.425499992370605,0.9,1.25,1
"703",1,0.301159992218018,2.39,3,0
"704",1,0.278600006103516,2.31,3,0
"705",1,0.455139999389648,1.21,2.5,1
"706",1,0.425359992980957,1.06,1,0
"707",1,0.486040000915527,2.17,2,0
"708",1,0.437319984436035,1.82,3,0
"709",1,0.310890007019043,1.51,2,1
"710",1,0.353429985046387,1.6,2.25,0
"711",1,0.32101001739502,0.85,2,0
"712",1,0.304449996948242,1.44,1,0
"713",1,0.430769996643066,1.64,2.5,1
"714",1,0.28367000579834,0.68,2,0
"715",1,0.28742000579834,1.68,1.25,1
"716",1,0.231310005187988,1.64,2.25,1
"717",1,0.150050001144409,0.71,1.75,0
"718",1,0.45064998626709,1.31,0,1
"719",1,0.51625,1.15,0.5,0
"720",1,0.0855300045013428,1.03,2,1
"721",1,0.087170000076294,2.25,2,1
"722",1,0.0464699983596802,1.42,1.25,0
"723",0,0.200639991760254,0.62,1,1
"724",1,0.182169990539551,3.04,1.25,0
"725",1,0.324039993286133,1.39,1.25,0
"726",0,0.48390998840332,0.52,1.25,0
"727",0,0.236480007171631,1.07,1.25,0
"728",0,0.445839996337891,0.53,2.5,0
"729",1,0.219610004425049,0.87,1.25,1
"730",0,0.219610004425049,1.22,1.25,1
"731",0,0.140030002593994,0.91,1.25,1
"732",0,0.344939994812012,0.65,3,1
"733",0,0.672399978637695,2.19,3.75,1
"734",0,0.705380020141602,2.45,3.75,1
"735",1,0.919830017089844,1.71,3.5,1
"736",1,0.355789985656738,2.89,1.25,1
"737",1,0.355789985656738,2.73,2.5,1
"738",1,0.0441400003433228,1.55,0,1
"739",1,0.714079971313477,1.28,0.75,0
"740",1,0.752330017089844,1.34,2,1
"741",1,0.951809997558594,2.01,2.25,0
"742",0,1.02113998413086,2.29,1.5,0
"743",0,1.14486999511719,2.59,1.25,1
"744",1,1.13726997375488,3.34,4,0
"745",1,1.23794998168945,2.76,2,0
"746",1,1.13424003601074,2.51,1.5,1
"747",1,1.43070999145508,2.42,0,0
"748",0,1.52518997192383,3.51,1.25,0
"749",1,1.42869003295898,3.19,1.5,0
"750",1,1.34600006103516,2.58,2,0
"751",1,1.26942001342773,2.18,1.25,1
"752",1,1.1881600189209,4.51,0,0
"753",1,1.10699996948242,3.29,1.25,0
"754",1,0.891900024414062,3.31,1.25,0
"755",0,0.796750030517578,2.98,2,1
"756",1,1.32945999145508,1.07,1.5,1
"757",0,1.25524002075195,2.63,1.25,0
"758",0,1.15388999938965,1.29,1.25,0
"759",1,0.990210037231445,3.38,1.5,1
"760",1,1.1701000213623,0.83,1.25,1
"761",1,0.756060028076172,2.56,1.25,1
"762",0,0.697829971313477,0.56,2.25,0
"763",0,0.52181999206543,1.59,1.25,0
"764",0,1.34098999023438,2.87,2.25,1
"765",0,0.954670028686523,1.11,2,1
"766",0,0.649980010986328,1.09,2,0
"767",0,0.435979995727539,2.89,1.25,1
"768",0,0.337089996337891,0.67,1,1
"769",0,0.200090007781982,1.08,0,1
"770",0,0.226200008392334,1.71,1.25,1
"771",0,1.06488998413086,2.83,0,0
"772",1,1.37815994262695,2.59,1.25,0
"773",1,1.55507995605469,2.2,3,0
"774",1,1.52160995483398,2.04,3,0
"775",0,2.02134002685547,1.78,0,0
"776",0,1.70427993774414,1.94,1,0
"777",0,1.20763999938965,1.36,1.25,1
"778",1,1.31179000854492,3.25,1,0
"779",0,0.72359001159668,1.38,1,0
"780",1,0.505830001831055,1.51,1,1
"781",0,0.753690032958984,0.84,2,0
"782",0,0.793600006103516,0.98,1.25,0
"783",0,0.935859985351562,0.9,1.25,1
"784",0,0.801839981079102,1.32,1.5,1
"785",0,0.826709976196289,1.59,1.25,1
"786",0,0.707779998779297,3.07,2.5,0
"787",0,0.345099983215332,0.85,2.5,0
"788",0,0.56734001159668,1.29,1.25,1
"789",0,0.496209983825684,2.53,1.25,0
"790",0,0.739049987792969,1.53,0,1
"791",0,0.687809982299805,1.75,0,1
"792",0,0.529290008544922,1.11,1.25,1
"793",1,1.34875,3.27,0,1
"794",0,1.50192993164062,2.43,0.5,1
"795",0,1.38024002075195,1.57,1.25,0
"796",0,1.1965299987793,2.22,1.25,1
"797",0,1.12577003479004,2.95,0,1
"798",0,0.174179992675781,1.59,0,0
"799",0,0.287129993438721,2.54,1.25,1
"800",0,0.382239990234375,1.06,1.25,1
"801",1,0.396759986877441,0.79,0,0
"802",1,0.132659997940063,2.41,0,1
"803",0,0.190909996032715,1.23,0,1
"804",0,0.197439994812012,1.79,0,1
"805",0,0.774390029907227,2.56,1,1
"806",1,1.32369995117188,2.6,0,1
"807",0,0.670739974975586,3.01,0,1
"808",0,0.388520011901855,2.88,1.25,1
"809",0,0.167810001373291,2.7,1.25,0
"810",0,0.287630004882812,3.66,0,1
"811",0,0.142430000305176,0.93,1.5,1
"812",0,0.329560012817383,1.17,1.25,1
"813",0,0.389539985656738,4.46,1.25,1
"814",0,0.673840026855469,2.11,1.25,1
"815",0,0.82802001953125,3.17,0,1
"816",0,1.04232002258301,3.65,1.25,1
"817",0,0.541529998779297,1.8,1.25,1
"818",0,0.532130012512207,5.6,0,1
"819",0,0.316650009155273,4.18,1.25,1
"820",1,0.459440002441406,4.78,1.25,0
"821",1,0.373860015869141,4.07,1.25,0
"822",1,0.146269998550415,4.74,1.25,0
"823",1,0.276009998321533,4.81,2.5,0
"824",1,0.358839988708496,4.65,2.5,1
"825",1,0.521920013427734,1.53,1.25,0
"826",1,0.31621000289917,2.7,1.25,0
"827",1,0.823820037841797,3.89,0,1
"828",0,0.974029998779297,3.44,1.25,0
"829",0,1.24050003051758,2.74,0,1
"830",0,1.26800003051758,3.21,1.25,1
"831",1,1.17899002075195,3.17,1.25,1
"832",0,1.15013000488281,1.29,1.25,1
"833",0,0.0937199974060059,5.81,0,1
"834",1,0.505970001220703,4.83,1.25,1
"835",1,0.173320007324219,4.48,1.25,1
"836",1,0.324249992370605,4.2,0,1
"837",1,0.621949996948242,1.93,1.25,1
"838",1,1.08349998474121,0.83,1.25,1
"839",1,0.671169967651367,3.86,0,1
"840",1,0.664980010986328,4.39,1.25,1
"841",1,0.527919998168945,3.57,1.25,1
"842",0,0.720979995727539,3.32,1.25,1
"843",1,0.92988998413086,3.07,1.25,1
"844",1,0.723779983520508,4.07,1.25,1
"845",1,1.11593002319336,3.63,2.5,1
"846",1,1.1291300201416,3.39,1.25,1
"847",1,0.847040023803711,2.61,1.25,0
"848",1,0.677880020141602,1.29,1.25,1
"849",1,0.967969970703125,1.97,1.25,1
"850",1,0.815149993896484,3.31,3,1
"851",1,0.946389999389648,3.68,3,1
"852",1,0.964820022583008,4.05,2.5,0
"853",0,0.751129989624023,3.23,0,1
"854",1,0.572120018005371,4.64,1.25,0
"855",1,0.502560005187988,4.51,1.25,0
"856",0,0.311000003814697,1.32,3,0
"857",1,0.180370006561279,0.71,2.5,0
"858",1,0.120220003128052,1.18,2.5,1
"859",0,0.228649997711182,0.58,1.25,1
"860",1,0.383899993896484,1.44,0,1
"861",1,0.192600002288818,0.56,1.25,0
"862",1,0.213729991912842,0.99,0,1
"863",0,0.0785799980163574,1.48,1.25,1
"864",0,0.351640014648438,1.46,0,1
"865",1,0.630060005187988,1.62,1.25,1
"866",0,0.722249984741211,1.72,0,1
"867",0,0.746600036621094,1.32,1.25,1
"868",0,0.583969993591309,1,1.25,1
"869",1,0.50818000793457,0.74,1.25,1
"870",1,0.41390998840332,1.07,1.25,0
"871",1,0.395460014343262,1.1,0,1
"872",1,0.305820007324219,0.61,1.25,1
"873",1,0.257280006408691,0.93,0,1
"874",1,0.266049995422363,1.3,1.25,1
"875",1,0.165790004730225,0.7,1.25,1
"876",0,0.190540008544922,1.27,0,1
"877",1,0.10581000328064,0.64,1.25,1
"878",0,0.195779991149902,0.64,1.25,0
"879",1,0.109390001296997,0.73,3,0
"880",0,0.0942300033569336,0.54,1.25,1
"881",1,0.189370002746582,0.61,1.25,1
"882",1,0.238020000457764,0.86,1.25,1
"883",0,0.15710000038147,1.05,2,1
"884",1,0.329980010986328,1.23,2.5,1
"885",0,0.321990013122559,0.67,3,0
"886",1,1.02055999755859,0.66,1,1
"887",0,0.128500003814697,0.57,1.25,1
"888",0,0.219020004272461,0.55,1.25,1
"889",1,0.413339996337891,2.34,0,0
"890",1,0.42310001373291,1.31,1.25,1
"891",1,0.395110015869141,0.87,2.25,0
"892",1,0.16632999420166,0.71,0,0
"893",1,0.249489994049072,0.66,0,0
"894",0,0.420900001525879,1.47,0,0
"895",0,0.489269981384277,0.88,0,0
"896",1,0.145220003128052,0.86,2.5,0
"897",1,0.496450004577637,0.82,3,1
"898",0,0.568219985961914,0.69,1.25,1
"899",0,0.156009998321533,0.61,2,0
"900",0,0.430270004272461,1.01,0,1
"901",1,0.43507999420166,1.5,1.25,1
"902",1,0.787210006713867,1.19,1.25,1
"903",1,0.52734001159668,1.56,1.25,1
"904",1,0.485579986572266,1.39,1.25,0
"905",1,0.218920001983643,0.64,2.5,1
"906",1,0.240659999847412,0.6,0,1
"907",1,0.264260005950928,0.82,2.5,1
"908",1,0.566240005493164,1.19,1.25,0
"909",1,0.350750007629395,0.93,1.25,0
"910",1,0.295779991149902,1.1,1.25,1
"911",0,0.213400001525879,1.47,0,1
"912",1,0.210090007781982,1.58,3.5,1
"913",1,0.0793800020217896,2.04,0,1
"914",0,0.351609992980957,0.54,0,0
"915",1,0.100609998703003,0.72,0,1
"916",1,0.462560005187988,0.69,1.25,1
"917",0,0.486049995422363,1.41,0,1
"918",0,0.243780002593994,0.85,2,1
"919",0,0.275919990539551,1.32,2.25,1
"920",0,0.435309982299805,1.89,0,1
"921",0,0.916449966430664,1.51,0,1
"922",1,0.928679962158203,1.86,1.25,1
"923",1,0.709010009765625,6.76,2.25,0
"924",1,0.674960021972656,3.19,2.5,1
"925",1,0.274069995880127,6.32,0,0
"926",1,0.571590003967285,2.4,2.75,0
"927",1,0.196189994812012,0.88,2,1
"928",0,0.113009996414185,0.54,1.25,0
"929",1,0.41515998840332,0.8,1.25,0
"930",0,0.131169996261597,0.74,2.5,1
"931",1,0.268330001831055,4.2,1.25,1
"932",1,0.233729991912842,1.43,2.5,0
"933",1,0.0289499998092651,2.69,2.75,0
"934",0,0.045939998626709,0.74,0,0
"935",1,0.422200012207031,0.63,0,1
"936",1,0.603639984130859,0.83,1,0
"937",0,0.691549987792969,1.12,1.25,0
"938",1,0.596590003967285,1.16,2.25,0
"939",0,0.572879981994629,0.93,1.25,1
"940",1,0.562560005187988,1.22,2.5,1
"941",0,0.167800006866455,1.09,1.25,0
"942",0,0.340900001525879,1.67,0,0
"943",1,0.331679992675781,1.09,1.25,1
"944",1,0.120059995651245,0.97,1.75,1
"945",0,0.515149993896484,1.25,1.25,0
"946",1,0.602939987182617,1.66,1.75,0
"947",0,0.278110008239746,1.15,1.5,1
"948",1,0.449199981689453,1.15,0,1
"949",0,0.551529998779297,1.21,0,0
"950",1,0.662570037841797,1.64,1.25,1
"951",0,0.511629981994629,1.74,0,0
"952",0,0.495190010070801,1.08,0,1
"953",0,0.19136999130249,1.09,1,1
"954",0,0.339949989318848,2.27,1.25,1
"955",0,0.340670013427734,1.46,0,0
"956",0,0.454070014953613,1.35,0,0
"957",1,0.763030014038086,3.65,1.25,1
"958",0,0.555870018005371,1.18,0,1
"959",0,0.79697998046875,0.54,0,1
"960",0,0.920139999389648,1.01,1.5,0
"961",1,0.766470031738281,1.5,2,1
"962",1,0.788679962158203,1.63,1.25,0
"963",1,0.62326000213623,0.76,2,0
"964",1,0.54056999206543,0.67,1.25,1
"965",1,0.169979991912842,1.14,1.25,1
"966",0,0.0338000011444092,0.73,0,1
"967",1,0.507169990539551,1.6,2.5,1
"968",1,0.22326000213623,2.3,2.75,0
"969",0,0.599259986877441,0.61,0,1
"970",1,1.62921005249023,0.65,1.25,0
"971",0,1.63680999755859,0.66,0,0
"972",0,0.337449989318848,0.51,0,0
"973",0,0.728649978637695,0.65,1.25,0
"974",0,1.53356994628906,3.42,1.25,0
"975",0,2.13714996337891,2.82,1.25,1
"976",0,0.989899978637695,1.32,0,0
"977",0,0.931709976196289,1.89,0,1
"978",0,0.853889999389648,1.37,0,0
"979",0,0.706480026245117,1.38,1.25,0
"980",0,0.505690002441406,2.39,0,0
"981",0,0.289969997406006,0.82,0,1
"982",0,0.846849975585938,0.61,0,0
"983",0,0.750260009765625,2.97,0,0
"984",0,0.112379999160767,1.11,0,0
"985",0,0.964089965820312,1.54,1.25,0
"986",0,1.03411003112793,1.19,0,1
"987",0,0.492980003356934,2.37,0,1
"988",0,0.405740013122559,2.54,0,1
"989",0,0.905490036010742,0.64,1.25,0
"990",0,1.14900001525879,1.95,1.25,0
"991",0,0.847519989013672,1.85,1.25,0
"992",0,0.88218002319336,1.3,1.25,0
"993",1,0.425690002441406,0.78,0,0
"994",1,0.397929992675781,1.88,0,0
"995",1,0.0339299988746643,1.11,1.25,0
"996",0,0.103330001831055,0.75,1.25,1
"997",1,0.155959997177124,1.18,2,1
"998",0,0.324550018310547,0.59,2.25,1
"999",1,0.233799991607666,0.79,2,0
"1000",1,0.264869995117188,1.24,2.5,0
"1001",1,0.207180004119873,0.97,1.25,0
"1002",1,0.0864900016784668,0.73,2,1
"1003",1,0.247940006256104,0.82,2.25,1
"1004",0,0.175900001525879,0.75,0,0
"1005",0,0.425169982910156,1.05,0,1
"1006",0,0.277329998016357,0.53,0,0
"1007",1,0.11456000328064,0.55,0,0
"1008",0,0.233810005187988,0.83,0,1
"1009",1,0.324879989624023,0.51,2,1
"1010",1,0.312150001525879,0.74,1.25,0
"1011",1,0.122410001754761,0.75,1.25,1
"1012",0,0.354780006408691,0.65,2,1
"1013",1,0.395410003662109,1.04,1.25,0
"1014",1,0.400449981689453,1.47,2.5,0
"1015",0,0.0210899996757507,1.07,2,0
"1016",1,0.231089992523193,2.11,1.75,0
"1017",0,0.0736999988555908,1.5,2.75,0
"1018",0,0.166860008239746,1.8,0,1
"1019",1,0.259710006713867,1.8,0,0
"1020",1,0.0776300001144409,2.65,2.75,1
"1021",1,0.089670000076294,1.9,0,1
"1022",0,0.135729999542236,1.71,0,1
"1023",0,0.455330009460449,2.44,1.25,0
"1024",1,0.325309982299805,0.52,1.25,0
"1025",1,0.409480018615723,0.99,2.75,1
"1026",1,0.587459983825684,0.93,0,0
"1027",0,0.551100006103516,0.95,1.75,0
"1028",0,0.267220001220703,1.56,2,0
"1029",0,0.191569995880127,1.48,0,0
"1030",1,0.162320003509521,1.53,2.5,0
"1031",1,0.238390007019043,1.48,0,1
"1032",1,0.573409996032715,1.06,2.5,0
"1033",0,0.538120002746582,1.03,0,0
"1034",0,0.188659992218018,0.67,2.5,0
"1035",0,0.264820003509521,0.58,2.5,0
"1036",1,0.279290008544922,0.67,0,0
"1037",0,0.274120006561279,0.56,0,1
"1038",1,0.334300003051758,0.69,3,0
"1039",1,0.483339996337891,0.83,1.25,0
"1040",1,0.614070014953613,1.11,0,0
"1041",0,0.596419982910156,0.63,1.5,1
"1042",1,0.342820014953613,1.22,0,0
"1043",1,0.387849998474121,0.98,2.25,0
"1044",1,0.357490005493164,1.04,2.75,0
"1045",1,0.415890007019043,0.94,0,0
"1046",0,0.053600001335144,2.16,2.5,0
"1047",1,0.245009994506836,0.93,1.75,0
"1048",0,0.237919998168945,0.53,2,0
"1049",1,0.297159996032715,0.98,1.25,0
"1050",0,0.28,0.75,1.25,0
"1051",1,0.450279998779297,0.6,1,1
"1052",1,0.487729988098145,1.47,0,1
"1053",1,0.435589981079102,2.41,1.25,0
"1054",1,0.785329971313477,0.75,2,1
"1055",0,0.843929977416992,1.02,1.25,0
"1056",0,0.884189987182617,1.28,1.25,1
"1057",0,1.24914001464844,1.16,1.25,1
"1058",0,1.50210998535156,1.46,1.25,0
"1059",0,1.10517997741699,1.34,1.25,1
"1060",1,0.793160018920898,2,0,1
"1061",1,0.419739990234375,1.15,1.5,0
"1062",1,0.597949981689453,1.09,2.5,0
"1063",1,1.0273999786377,1.38,2.5,1
"1064",1,0.913730010986328,1.99,2,1
"1065",1,1.34421005249023,2.21,2,0
"1066",1,1.52891006469727,1.67,0,1
"1067",0,0.495449981689453,1.49,0,1
"1068",0,0.390690002441406,1.24,0,1
"1069",1,1.11248001098633,1.57,1.25,1
"1070",1,0.693899993896484,0.75,0,1
"1071",1,0.28882999420166,1.19,0,0
"1072",0,0.112089996337891,1.39,1.25,1
"1073",1,0.363489990234375,0.98,0,1
"1074",1,0.302099990844727,1.13,0,1
"1075",1,0.320999984741211,0.72,0,1
"1076",1,0.179969997406006,0.95,0,1
"1077",1,0.295340003967285,1.51,0,1
"1078",1,0.171539993286133,1.35,0,1
"1079",1,0.124029998779297,1.42,0,1
"1080",0,0.381459999084473,1.43,2.5,1
"1081",0,0.22738000869751,0.75,0,0
"1082",0,0.103970003128052,0.98,2,0
"1083",1,0.0527199983596802,0.72,0,1
"1084",1,0.205139999389648,1.89,0,1
"1085",0,0.360069999694824,1.72,2.25,0
"1086",0,0.294409999847412,1.92,0,0
"1087",0,0.176389999389648,0.55,2.5,1
"1088",0,0.325060005187988,0.53,1.25,0
"1089",1,0.356689987182617,1.29,1.75,1
"1090",1,0.356689987182617,0.76,2.75,0
"1091",0,0.399550018310547,0.53,1,0
"1092",1,0.604790000915527,0.7,2,1
"1093",0,0.847519989013672,0.62,0,0
"1094",0,0.607509994506836,0.69,1.5,0
"1095",1,0.24507999420166,0.98,0,0
"1096",1,0.329910011291504,0.93,2.5,1
"1097",0,0.172590007781982,1.23,0,0
"1098",0,0.0852400016784668,0.94,2.25,1
"1099",1,0.54193000793457,1.05,0,1
"1100",0,0.322879981994629,0.85,2,1
"1101",0,0.36568000793457,0.82,0,0
"1102",0,0.497610015869141,0.72,0,0
"1103",0,0.410979995727539,0.61,0,0
"1104",0,0.121040000915527,0.72,0,0
"1105",1,0.664540023803711,1.14,1.25,0
"1106",0,0.376959991455078,0.69,0,0
"1107",0,0.223250007629395,1.02,0,0
"1108",1,0.439539985656738,0.62,1,0
"1109",0,0.219699993133545,0.57,1.25,0
"1110",0,0.240480003356934,0.52,0,0
"1111",0,0.211459999084473,0.52,2.75,0
"1112",0,0.1396399974823,0.51,0,0
"1113",0,0.222830009460449,0.65,1.25,1
"1114",0,0.110609998703003,0.68,0,0
"1115",0,1.73871994018555,3.73,2.5,0
"1116",0,0.892279968261719,1.14,0,0
"1117",1,0.166439990997314,1.35,3,0
"1118",0,0.0546099996566772,1,3,0
"1119",0,0.231730003356934,1.78,0,0
"1120",0,0.161560001373291,0.75,3,0
"1121",0,0.224080009460449,0.66,0,0
"1122",0,0.142159996032715,0.63,1.25,0
"1123",1,0.360530014038086,1.18,1.25,0
"1124",1,0.115069999694824,1.05,2.5,0
"1125",0,0.0828699970245361,1.43,3.5,1
"1126",0,0.122259998321533,0.81,0.75,1
"1127",0,0.354500007629395,1.25,2.5,0
"1128",0,0.100299997329712,0.96,1.75,0
"1129",0,0.189330005645752,0.53,0,0
"1130",0,0.110150003433228,0.71,2,1
"1131",0,0.131949996948242,1.78,1.75,0
"1132",0,0.347220001220703,1.32,1.25,0
"1133",0,0.246949996948242,0.56,0,0
"1134",1,0.398720016479492,1.21,0,0
"1135",1,0.331520004272461,1.44,2.5,0
"1136",1,0.267399997711182,1.63,2,0
"1137",0,0.0685599994659424,0.87,2.5,1
"1138",1,0.349690017700195,0.56,1.25,0
"1139",1,0.103979997634888,1.92,0,1
"1140",0,0.38931999206543,0.91,1.25,1
"1141",1,0.339059982299805,1.34,1.25,1
"1142",1,0.270259990692139,1.43,3,1
"1143",0,0.456860008239746,1,3.25,0
"1144",1,0.082770004272461,0.65,2.5,0
"1145",0,0.125979995727539,1.49,1,0
"1146",1,0.282250003814697,0.71,2.5,1
"1147",1,0.399339981079102,1.03,2.25,0
"1148",0,0.0724200010299683,1.05,0,0
"1149",1,0.400709991455078,0.89,3,0
"1150",1,0.571049995422363,3.03,2,0
"1151",1,0.38882999420166,4.77,1.25,0
"1152",1,0.595180015563965,1.1,2.5,0
"1153",1,0.405449981689453,1.37,0,0
"1154",1,0.212959995269775,1.41,0,0
"1155",1,0.334389991760254,1.27,2,0
"1156",1,0.345029983520508,0.93,2.5,0
"1157",1,0.162280006408691,0.91,0,0
"1158",1,0.517389984130859,1.04,0,0
"1159",1,0.416549987792969,1.54,1.25,0
"1160",1,0.480120010375977,0.92,1.25,0
"1161",1,0.402379989624023,1.64,1.25,0
"1162",1,0.313339996337891,1.43,0,0
"1163",1,0.169440002441406,0.85,0,0
"1164",1,0.179589996337891,0.71,1.25,0
"1165",1,0.177670001983643,0.96,0,0
"1166",1,0.226790008544922,0.75,0,0
"1167",1,0.329659996032715,1.29,0,1
"1168",1,0.219389991760254,0.87,0,0
"1169",1,0.373089981079102,0.58,0,0
"1170",1,0.14414999961853,0.73,2.5,0
"1171",1,0.171840000152588,1.8,2.5,0
"1172",1,0.635620002746582,1.82,0,0
"1173",1,0.629599990844727,1.66,0,0
"1174",1,0.465270004272461,0.88,0,0
"1175",0,0.397809982299805,1.23,0,0
"1176",1,0.292119998931885,1.71,0,0
"1177",1,0.254160003662109,0.87,1.25,0
"1178",1,0.214209995269775,0.76,0,0
"1179",0,0.352190017700195,2.01,0,0
"1180",1,0.407849998474121,1.74,0,0
"1181",0,0.469720001220703,1.78,0,0
"1182",0,0.839049987792969,1.74,0,0
"1183",0,0.351800003051758,2.22,1.25,0
"1184",0,1.56018005371094,1.29,0,0
"1185",0,1.16516998291016,2.87,0,0
"1186",0,1.11880996704102,1.71,1.25,0
"1187",1,1.14776000976562,2.21,2.5,0
"1188",1,1.19876998901367,2.58,2,1
"1189",1,1.50330993652344,1.69,0,0
"1190",1,0.612159996032715,0.7,0,0
"1191",1,0.447550010681152,1.45,0,0
"1192",1,0.34742000579834,1.2,0,0
"1193",1,0.585359992980957,1.22,0,0
"1194",0,0.497910003662109,1.36,1.25,0
"1195",1,0.574410018920898,1.12,0,0
"1196",1,0.160330009460449,0.88,1.25,0
"1197",1,0.194230003356934,1.64,1.25,1
"1198",1,0.152980003356934,1.37,1.25,1
"1199",1,0.0814000034332275,1.01,1.25,0
"1200",0,0.349580001831055,0.62,1.25,0
"1201",1,0.415369987487793,1.14,2.5,0
"1202",0,0.503950004577637,1.69,1.25,0
"1203",1,0.497620010375977,2.38,1.25,0
"1204",1,0.322490005493164,1.51,0,1
"1205",1,0.232670001983643,1.28,0,1
"1206",0,0.342929992675781,1.4,0,0
"1207",0,0.508320007324219,1.2,0,1
"1208",0,0.464090003967285,1.14,0,0
"1209",0,0.317229995727539,2.08,1.25,0
"1210",0,0.178840007781982,1.7,0,0
"1211",1,0.206979999542236,1.07,1.25,0
"1212",0,0.257940006256104,1.19,0,0
"1213",1,0.423120002746582,1.32,1,0
"1214",1,0.437369995117188,2.01,1.25,0
"1215",0,0.387459983825684,2.88,1.25,0
"1216",1,0.150550003051758,1.24,1.25,0
"1217",0,0.0755299997329712,2.89,1.25,0
"1218",1,0.265049991607666,2.77,1.25,0
"1219",1,0.355870018005371,0.78,2.75,0
"1220",0,0.188199996948242,1.99,1.25,0
"1221",1,0.255149993896484,2.25,1.25,0
"1222",1,0.147910003662109,1.41,1.25,0
"1223",0,0.087209997177124,0.66,1.25,0
"1224",1,0.0413600015640259,0.62,0,0
"1225",1,0.192740001678467,1.28,0,0
"1226",1,0.313470001220703,1.51,0,0
"1227",1,0.309449996948242,0.75,0,0
"1228",1,0.358720016479492,0.79,0,0
"1229",1,0.504580001831055,0.63,0,0
"1230",1,0.53818000793457,0.68,0,0
"1231",1,0.521319999694824,1.25,0,0
"1232",1,0.540169982910156,1.09,0,0
"1233",0,0.490550003051758,0.66,0,0
"1234",1,0.391030006408691,1.11,0,0
"1235",1,0.35484001159668,2.2,0,0
"1236",1,0.538450012207031,1.01,0,0
"1237",0,0.494410018920898,0.56,0,0
"1238",0,0.690849990844727,0.64,0,0
"1239",1,0.652750015258789,0.67,0,0
"1240",1,0.880429992675781,1.11,0,0
"1241",1,0.62625,1.38,0,0
"1242",0,0.62048999786377,0.85,0,0
"1243",0,0.691989974975586,0.8,0,0
"1244",1,0.428030014038086,1.26,0,0
"1245",0,0.36875,1.96,0,0
"1246",0,0.364939994812012,0.92,0,0
"1247",0,0.483889999389648,0.87,1.5,0
"1248",1,0.249479999542236,3.93,0,0
"1249",1,0.327620010375977,1.01,0,0
"1250",0,0.605789985656738,1.81,0,0
"1251",0,0.82870002746582,3.92,0,0
"1252",0,0.625139999389648,1.68,0,0
"1253",1,0.641149978637695,1.23,0,0
"1254",1,0.820270004272461,0.75,0,0
"1255",1,0.389469985961914,0.74,0,0
"1256",1,0.343310012817383,1.2,0,0
