"switch","arsenic","dist","dist100","assoc","educ","educ4"
0,0.64,31.1100006103516,0.311100006103516,0,0,0
0,0.57,24.4349994659424,0.244349994659424,0,0,0
1,0.76,24.4349994659424,0.244349994659424,1,0,0
1,0.75,24.4349994659424,0.244349994659424,1,0,0
1,0.9,24.4349994659424,0.244349994659424,1,5,1.25
0,0.62,24.4349994659424,0.244349994659424,1,12,3
1,2.26,23.5179996490479,0.235179996490479,1,2,0.5
1,1.23,30.1359996795654,0.301359996795654,1,3,0.75
0,1.21,28.386999130249,0.28386999130249,1,0,0
1,2.33,6.13600015640259,0.0613600015640259,0,10,2.5
0,1.2,6.13600015640259,0.0613600015640259,1,0,0
1,2.38,24.4349994659424,0.244349994659424,0,12,3
1,2.82,24.4349994659424,0.244349994659424,0,12,3
0,3.29,6.13600015640259,0.0613600015640259,1,0,0
0,1.52,6.13600015640259,0.0613600015640259,1,5,1.25
0,0.54,55.7830009460449,0.557830009460449,1,3,0.75
0,0.86,11.6079998016357,0.116079998016357,1,5,1.25
1,2.3,19.7129993438721,0.197129993438721,0,0,0
1,1.67,24.1749992370605,0.241749992370605,1,0,0
0,2.3,3.71499991416931,0.0371499991416931,1,5,1.25
1,0.86,30.8309993743896,0.308309993743897,0,14,3.5
0,0.53,12.5640001296997,0.125640001296997,1,8,2
0,1.63,12.5640001296997,0.125640001296997,1,5,1.25
0,2.05,12.5640001296997,0.125640001296997,1,7,1.75
0,1.71,58.6510009765625,0.586510009765625,1,0,0
0,0.54,45.1430015563965,0.451430015563965,0,0,0
1,1.47,6.32800006866455,0.0632800006866455,0,2,0.5
1,0.73,6.32800006866455,0.0632800006866455,0,5,1.25
1,0.61,6.32800006866455,0.0632800006866455,0,12,3
1,0.59,6.32800006866455,0.0632800006866455,1,0,0
1,0.86,24.132999420166,0.24132999420166,0,5,1.25
0,3.53,94.3470001220703,0.943470001220703,1,5,1.25
0,3.68,76.4860000610352,0.764860000610352,0,5,1.25
0,0.93,57.2270011901855,0.572270011901855,0,6,1.5
0,0.58,45.6100006103516,0.456100006103516,0,12,3
1,1.22,43.3819999694824,0.433819999694824,0,2,0.5
0,1.24,6.3289999961853,0.063289999961853,0,16,4
0,0.59,23.0990009307861,0.230990009307861,1,0,0
0,1.67,16.3579998016357,0.163579998016357,0,0,0
0,1.16,25.7110004425049,0.257110004425049,1,10,2.5
0,1.1,47.4879989624023,0.474879989624023,1,0,0
0,0.72,3.40700006484985,0.0340700006484985,0,3,0.75
0,1.01,5.35799980163574,0.0535799980163574,1,0,0
0,1.08,62.5019989013672,0.625019989013672,1,2,0.5
0,1.03,27.8700008392334,0.278700008392334,1,0,0
1,0.58,48.234001159668,0.48234001159668,1,2,0.5
0,0.51,31.7819995880127,0.317819995880127,1,14,3.5
1,0.64,3.25200009346008,0.0325200009346008,1,7,1.75
1,2.38,3.25200009346008,0.0325200009346008,1,14,3.5
0,1.53,3.25200009346008,0.0325200009346008,1,5,1.25
1,2.72,3.25200009346008,0.0325200009346008,1,8,2
1,3.84,3.25200009346008,0.0325200009346008,0,0,0
0,0.92,3.25200009346008,0.0325200009346008,1,5,1.25
0,0.64,3.25200009346008,0.0325200009346008,1,0,0
0,0.56,13.6669998168945,0.136669998168945,1,3,0.75
1,0.56,21.173999786377,0.21173999786377,1,0,0
0,3.55,12.7790002822876,0.127790002822876,0,0,0
0,0.55,50.3660011291504,0.503660011291504,1,0,0
1,0.58,29.4990005493164,0.294990005493164,1,0,0
0,0.57,34.3089981079102,0.343089981079102,0,0,0
0,0.53,4.875,0.04875,1,0,0
1,0.64,15.7910003662109,0.157910003662109,0,0,0
0,0.56,16.1350002288818,0.161350002288818,1,0,0
0,0.71,7.17899990081787,0.0717899990081787,1,0,0
0,0.75,20.2040004730225,0.202040004730225,0,0,0
0,0.69,21.2639999389648,0.212639999389648,0,5,1.25
0,0.82,32.7970008850098,0.327970008850098,1,4,1
0,0.93,27.951000213623,0.27951000213623,0,3,0.75
0,0.52,33.5779991149902,0.335779991149902,1,0,0
1,0.57,14.8050003051758,0.148050003051758,0,3,0.75
0,0.69,11.1949996948242,0.111949996948242,0,0,0
0,0.51,10.2040004730225,0.102040004730225,0,5,1.25
1,0.82,21.1499996185303,0.211499996185303,1,4,1
1,0.7,15.8280000686646,0.158280000686645,0,5,1.25
1,0.96,8.56700038909912,0.0856700038909912,1,12,3
1,0.53,14.7709999084473,0.147709999084473,1,5,1.25
0,0.72,38.8400001525879,0.388400001525879,1,5,1.25
0,0.68,33.2080001831055,0.332080001831055,1,5,1.25
0,0.81,7.53200006484985,0.0753200006484985,1,5,1.25
0,0.7,38.7280006408691,0.387280006408691,1,12,3
1,1.04,4.12200021743774,0.0412200021743774,1,3,0.75
1,2.72,24.431999206543,0.24431999206543,1,6,1.5
1,1.24,24.3589992523193,0.243589992523193,1,4,1
1,0.6,8.19600009918213,0.0819600009918213,0,3,0.75
1,0.71,3.90799999237061,0.0390799999237061,1,2,0.5
0,2.66,9.00599956512451,0.0900599956512451,0,5,1.25
1,1.5,22.2210006713867,0.222210006713867,1,2,0.5
1,1.83,18.3390007019043,0.183390007019043,1,2,0.5
1,0.51,14.1400003433228,0.141400003433228,1,5,1.25
0,0.95,19.3969993591309,0.193969993591309,1,12,3
0,0.61,25.007999420166,0.25007999420166,1,3,0.75
0,1.13,32.1269989013672,0.321269989013672,1,4,1
1,3.26,18.4160003662109,0.184160003662109,0,4,1
1,1.17,16.636999130249,0.16636999130249,1,4,1
1,0.68,22.9549999237061,0.229549999237061,1,3,0.75
1,0.52,15.2950000762939,0.152950000762939,1,4,1
1,0.66,23.3640003204346,0.233640003204346,0,5,1.25
0,0.51,47.0260009765625,0.470260009765625,0,5,1.25
0,1.21,36.1080017089844,0.361080017089844,0,4,1
0,0.59,86.9789962768555,0.869789962768555,0,4,1
1,0.99,38.9039993286133,0.389039993286133,0,0,0
1,0.66,19.3239994049072,0.193239994049072,1,9,2.25
0,0.51,1.64600002765656,0.0164600002765656,1,12,3
1,1.15,18.5930004119873,0.185930004119873,1,0,0
0,0.68,20.0510005950928,0.200510005950928,1,5,1.25
0,0.53,11.8299999237061,0.118299999237061,1,12,3
0,0.63,33.3040008544922,0.333040008544922,1,5,1.25
1,2.05,8.02099990844727,0.0802099990844727,1,5,1.25
0,0.73,19.8159999847412,0.198159999847412,0,0,0
0,0.91,21.2679996490479,0.212679996490479,1,4,1
0,0.82,17.492000579834,0.17492000579834,1,5,1.25
0,0.67,29.7140007019043,0.297140007019043,1,4,1
1,0.85,25.7859992980957,0.257859992980957,0,3,0.75
0,0.81,23.8950004577637,0.238950004577637,0,4,1
0,0.59,11.581000328064,0.11581000328064,1,5,1.25
0,0.65,26.8500003814697,0.268500003814697,1,9,2.25
0,0.53,13.5780000686646,0.135780000686646,1,14,3.5
0,0.58,25.7000007629395,0.257000007629395,1,10,2.5
0,0.56,12.0699996948242,0.120699996948242,1,10,2.5
0,0.95,7.69399976730347,0.0769399976730347,0,8,2
0,0.61,22.1550006866455,0.221550006866455,0,8,2
0,0.72,8.82800006866455,0.0882800006866455,0,9,2.25
1,0.7,19.6439990997314,0.196439990997314,1,12,3
0,0.58,36.3930015563965,0.363930015563965,0,9,2.25
0,1.03,39.0589981079102,0.390589981079102,1,8,2
1,0.67,51.890998840332,0.51890998840332,0,0,0
1,0.57,30.5520000457764,0.305520000457764,0,8,2
0,0.85,34.3050003051758,0.343050003051758,1,6,1.5
1,0.72,40.3930015563965,0.403930015563965,1,8,2
1,0.78,16.8129997253418,0.168129997253418,1,8,2
0,0.52,26.1979999542236,0.261979999542236,0,10,2.5
0,0.54,11.6999998092651,0.116999998092651,1,5,1.25
0,0.61,51.4659996032715,0.514659996032715,1,4,1
1,1.1,131.77099609375,1.3177099609375,1,12,3
1,1.07,119.158996582031,1.19158996582031,1,12,3
1,0.65,128.785995483398,1.28785995483398,0,12,3
1,1.25,101.017997741699,1.01017997741699,1,10,2.5
1,1.19,99.9140014648438,0.999140014648437,1,12,3
0,1.21,90.4580001831055,0.904580001831055,1,5,1.25
1,0.76,79.1959991455078,0.791959991455078,1,12,3
0,0.9,65.9599990844727,0.659599990844727,0,8,2
1,1.15,80.8939971923828,0.808939971923828,1,12,3
0,0.58,50.5299987792969,0.505299987792969,0,4,1
1,2.95,24.0249996185303,0.240249996185303,1,0,0
1,2.71,81.9830017089844,0.819830017089844,0,3,0.75
0,0.96,71.0810012817383,0.710810012817383,1,8,2
1,2.34,83.4349975585938,0.834349975585937,0,8,2
1,2.37,84.3030014038086,0.843030014038086,0,7,1.75
1,1.34,8.51399993896484,0.0851399993896484,0,12,3
1,3.16,122.855003356934,1.22855003356934,0,3,0.75
0,1.4,23.0699996948242,0.230699996948242,1,5,1.25
1,3.18,114.658996582031,1.14658996582031,0,8,2
0,2.95,126.319000244141,1.26319000244141,0,0,0
0,3.27,136.210006713867,1.36210006713867,1,0,0
0,1.93,155.419998168945,1.55419998168945,0,5,1.25
0,2.86,178.755996704102,1.78755996704102,1,5,1.25
0,2.28,58.6479988098145,0.586479988098145,1,8,2
1,2.07,13.875,0.13875,1,5,1.25
1,3.5,25.882999420166,0.25882999420166,1,5,1.25
1,4.54,30.6809997558594,0.306809997558594,0,5,1.25
1,3.92,36.0629997253418,0.360629997253418,1,8,2
1,1.65,28.1840000152588,0.281840000152588,1,7,1.75
1,2.07,47.8310012817383,0.478310012817383,1,0,0
1,2.97,25.7999992370605,0.257999992370605,0,12,3
1,3.91,49.1479988098145,0.491479988098145,1,9,2.25
1,3.29,48.2099990844727,0.482099990844727,1,4,1
1,2.61,35.5029983520508,0.355029983520508,0,0,0
1,2.63,38.4119987487793,0.384119987487793,0,3,0.75
1,1.54,66.302001953125,0.66302001953125,1,5,1.25
1,2.61,54.6839981079102,0.546839981079102,1,5,1.25
1,0.9,18.0189990997314,0.180189990997314,1,8,2
1,2.44,44.1539993286133,0.441539993286133,1,2,0.5
1,2.72,47.4140014648438,0.474140014648438,1,6,1.5
1,3.86,33.4249992370605,0.334249992370605,0,4,1
1,1.26,55.5769996643066,0.555769996643066,1,12,3
1,3.98,33.1160011291504,0.331160011291504,1,8,2
1,2.22,11.4490003585815,0.114490003585815,1,6,1.5
0,2.28,28.7390003204346,0.287390003204346,1,7,1.75
1,1.62,23.2350006103516,0.232350006103516,1,12,3
1,1.08,27.1000003814697,0.271000003814697,1,12,3
1,1.78,23.8339996337891,0.238339996337891,1,12,3
1,0.6,25.6690006256104,0.256690006256103,1,12,3
1,0.63,14.1660003662109,0.141660003662109,1,8,2
1,2.1,28.4799995422363,0.284799995422363,1,12,3
1,2.06,16.9650001525879,0.169650001525879,1,8,2
1,2.98,25.613000869751,0.25613000869751,1,0,0
1,2.12,35.8899993896484,0.358899993896484,0,14,3.5
1,1.71,13.298999786377,0.13298999786377,0,8,2
1,2.44,25.6599998474121,0.256599998474121,1,8,2
1,2.59,29.0219993591309,0.290219993591309,0,6,1.5
0,1.92,31.6299991607666,0.316299991607666,1,5,1.25
1,1.92,23.9449996948242,0.239449996948242,0,5,1.25
1,0.83,55.8320007324219,0.558320007324219,1,5,1.25
1,1.76,50.4500007629395,0.504500007629395,1,5,1.25
1,1.84,57.4360008239746,0.574360008239746,1,4,1
1,2.14,89.2669982910156,0.892669982910156,1,0,0
1,2.48,122.83699798584,1.2283699798584,1,0,0
0,1.7,144.634994506836,1.44634994506836,1,5,1.25
1,3.33,166.294006347656,1.66294006347656,0,0,0
0,1.78,157.240005493164,1.57240005493164,0,5,1.25
1,2.15,151.139007568359,1.51139007568359,1,0,0
1,1.36,157.932998657227,1.57932998657227,1,9,2.25
1,1.95,165.998001098633,1.65998001098633,1,8,2
1,4.42,188.102005004883,1.88102005004883,1,5,1.25
1,1.39,174.514999389648,1.74514999389648,1,10,2.5
1,0.62,65.6999969482422,0.656999969482422,0,12,3
1,1.63,61.125,0.61125,0,12,3
0,0.86,25.2469997406006,0.252469997406006,0,12,3
0,0.92,2.23900008201599,0.0223900008201599,0,10,2.5
0,0.51,25.5380001068115,0.255380001068115,1,8,2
0,1.96,9.40200042724609,0.0940200042724609,1,12,3
0,0.91,27.1940002441406,0.271940002441406,1,12,3
1,0.6,25.9039993286133,0.259039993286133,1,12,3
1,0.73,18.0149993896484,0.180149993896484,1,10,2.5
1,0.63,9.06099987030029,0.0906099987030029,1,4,1
0,3.47,30.5100002288818,0.305100002288818,0,12,3
1,1.19,51.273998260498,0.51273998260498,1,3,0.75
1,1.31,35.8919982910156,0.358919982910156,1,6,1.5
1,0.9,42.5499992370605,0.425499992370605,1,5,1.25
1,2.39,30.1159992218018,0.301159992218018,0,12,3
1,2.31,27.8600006103516,0.278600006103516,0,12,3
1,1.21,45.5139999389648,0.455139999389648,1,10,2.5
1,1.06,42.5359992980957,0.425359992980957,0,4,1
1,2.17,48.6040000915527,0.486040000915527,0,8,2
1,1.82,43.7319984436035,0.437319984436035,0,12,3
1,1.51,31.0890007019043,0.310890007019043,1,8,2
1,1.6,35.3429985046387,0.353429985046387,0,9,2.25
1,0.85,32.101001739502,0.32101001739502,0,8,2
1,1.44,30.4449996948242,0.304449996948242,0,4,1
1,1.64,43.0769996643066,0.430769996643066,1,10,2.5
1,0.68,28.367000579834,0.28367000579834,0,8,2
1,1.68,28.742000579834,0.28742000579834,1,5,1.25
1,1.64,23.1310005187988,0.231310005187988,1,9,2.25
1,0.71,15.0050001144409,0.150050001144409,0,7,1.75
1,1.31,45.064998626709,0.45064998626709,1,0,0
1,1.15,51.625,0.51625,0,2,0.5
1,1.03,8.55300045013428,0.0855300045013428,1,8,2
1,2.25,8.71700000762939,0.0871700000762939,1,8,2
1,1.42,4.64699983596802,0.0464699983596802,0,5,1.25
0,0.62,20.0639991760254,0.200639991760254,1,4,1
1,3.04,18.2169990539551,0.182169990539551,0,5,1.25
1,1.39,32.4039993286133,0.324039993286133,0,5,1.25
0,0.52,48.390998840332,0.48390998840332,0,5,1.25
0,1.07,23.6480007171631,0.236480007171631,0,5,1.25
0,0.53,44.5839996337891,0.445839996337891,0,10,2.5
1,0.87,21.9610004425049,0.219610004425049,1,5,1.25
0,1.22,21.9610004425049,0.219610004425049,1,5,1.25
0,0.91,14.0030002593994,0.140030002593994,1,5,1.25
0,0.65,34.4939994812012,0.344939994812012,1,12,3
0,2.19,67.2399978637695,0.672399978637695,1,15,3.75
0,2.45,70.5380020141602,0.705380020141602,1,15,3.75
1,1.71,91.9830017089844,0.919830017089844,1,14,3.5
1,2.89,35.5789985656738,0.355789985656738,1,5,1.25
1,2.73,35.5789985656738,0.355789985656738,1,10,2.5
1,1.55,4.41400003433228,0.0441400003433228,1,0,0
1,1.28,71.4079971313477,0.714079971313477,0,3,0.75
1,1.34,75.2330017089844,0.752330017089844,1,8,2
1,2.01,95.1809997558594,0.951809997558594,0,9,2.25
0,2.29,102.113998413086,1.02113998413086,0,6,1.5
0,2.59,114.486999511719,1.14486999511719,1,5,1.25
1,3.34,113.726997375488,1.13726997375488,0,16,4
1,2.76,123.794998168945,1.23794998168945,0,8,2
1,2.51,113.424003601074,1.13424003601074,1,6,1.5
1,2.42,143.070999145508,1.43070999145508,0,0,0
0,3.51,152.518997192383,1.52518997192383,0,5,1.25
1,3.19,142.869003295898,1.42869003295898,0,6,1.5
1,2.58,134.600006103516,1.34600006103516,0,8,2
1,2.18,126.942001342773,1.26942001342773,1,5,1.25
1,4.51,118.81600189209,1.1881600189209,0,0,0
1,3.29,110.699996948242,1.10699996948242,0,5,1.25
1,3.31,89.1900024414062,0.891900024414062,0,5,1.25
0,2.98,79.6750030517578,0.796750030517578,1,8,2
1,1.07,132.945999145508,1.32945999145508,1,6,1.5
0,2.63,125.524002075195,1.25524002075195,0,5,1.25
0,1.29,115.388999938965,1.15388999938965,0,5,1.25
1,3.38,99.0210037231445,0.990210037231445,1,6,1.5
1,0.83,117.01000213623,1.1701000213623,1,5,1.25
1,2.56,75.6060028076172,0.756060028076172,1,5,1.25
0,0.56,69.7829971313477,0.697829971313477,0,9,2.25
0,1.59,52.181999206543,0.52181999206543,0,5,1.25
0,2.87,134.098999023438,1.34098999023437,1,9,2.25
0,1.11,95.4670028686523,0.954670028686523,1,8,2
0,1.09,64.9980010986328,0.649980010986328,0,8,2
0,2.89,43.5979995727539,0.435979995727539,1,5,1.25
0,0.67,33.7089996337891,0.337089996337891,1,4,1
0,1.08,20.0090007781982,0.200090007781982,1,0,0
0,1.71,22.6200008392334,0.226200008392334,1,5,1.25
0,2.83,106.488998413086,1.06488998413086,0,0,0
1,2.59,137.815994262695,1.37815994262695,0,5,1.25
1,2.2,155.507995605469,1.55507995605469,0,12,3
1,2.04,152.160995483398,1.52160995483398,0,12,3
0,1.78,202.134002685547,2.02134002685547,0,0,0
0,1.94,170.427993774414,1.70427993774414,0,4,1
0,1.36,120.763999938965,1.20763999938965,1,5,1.25
1,3.25,131.179000854492,1.31179000854492,0,4,1
0,1.38,72.359001159668,0.72359001159668,0,4,1
1,1.51,50.5830001831055,0.505830001831055,1,4,1
0,0.84,75.3690032958984,0.753690032958984,0,8,2
0,0.98,79.3600006103516,0.793600006103516,0,5,1.25
0,0.9,93.5859985351562,0.935859985351562,1,5,1.25
0,1.32,80.1839981079102,0.801839981079102,1,6,1.5
0,1.59,82.6709976196289,0.826709976196289,1,5,1.25
0,3.07,70.7779998779297,0.707779998779297,0,10,2.5
0,0.85,34.5099983215332,0.345099983215332,0,10,2.5
0,1.29,56.734001159668,0.56734001159668,1,5,1.25
0,2.53,49.6209983825684,0.496209983825684,0,5,1.25
0,1.53,73.9049987792969,0.739049987792969,1,0,0
0,1.75,68.7809982299805,0.687809982299805,1,0,0
0,1.11,52.9290008544922,0.529290008544922,1,5,1.25
1,3.27,134.875,1.34875,1,0,0
0,2.43,150.192993164062,1.50192993164062,1,2,0.5
0,1.57,138.024002075195,1.38024002075195,0,5,1.25
0,2.22,119.65299987793,1.1965299987793,1,5,1.25
0,2.95,112.577003479004,1.12577003479004,1,0,0
0,1.59,17.4179992675781,0.174179992675781,0,0,0
0,2.54,28.7129993438721,0.287129993438721,1,5,1.25
0,1.06,38.2239990234375,0.382239990234375,1,5,1.25
1,0.79,39.6759986877441,0.396759986877441,0,0,0
1,2.41,13.2659997940063,0.132659997940063,1,0,0
0,1.23,19.0909996032715,0.190909996032715,1,0,0
0,1.79,19.7439994812012,0.197439994812012,1,0,0
0,2.56,77.4390029907227,0.774390029907227,1,4,1
1,2.6,132.369995117188,1.32369995117188,1,0,0
0,3.01,67.0739974975586,0.670739974975586,1,0,0
0,2.88,38.8520011901855,0.388520011901855,1,5,1.25
0,2.7,16.7810001373291,0.167810001373291,0,5,1.25
0,3.66,28.7630004882812,0.287630004882812,1,0,0
0,0.93,14.2430000305176,0.142430000305176,1,6,1.5
0,1.17,32.9560012817383,0.329560012817383,1,5,1.25
0,4.46,38.9539985656738,0.389539985656738,1,5,1.25
0,2.11,67.3840026855469,0.673840026855469,1,5,1.25
0,3.17,82.802001953125,0.82802001953125,1,0,0
0,3.65,104.232002258301,1.04232002258301,1,5,1.25
0,1.8,54.1529998779297,0.541529998779297,1,5,1.25
0,5.6,53.2130012512207,0.532130012512207,1,0,0
0,4.18,31.6650009155273,0.316650009155273,1,5,1.25
1,4.78,45.9440002441406,0.459440002441406,0,5,1.25
1,4.07,37.3860015869141,0.373860015869141,0,5,1.25
1,4.74,14.6269998550415,0.146269998550415,0,5,1.25
1,4.81,27.6009998321533,0.276009998321533,0,10,2.5
1,4.65,35.8839988708496,0.358839988708496,1,10,2.5
1,1.53,52.1920013427734,0.521920013427734,0,5,1.25
1,2.7,31.621000289917,0.31621000289917,0,5,1.25
1,3.89,82.3820037841797,0.823820037841797,1,0,0
0,3.44,97.4029998779297,0.974029998779297,0,5,1.25
0,2.74,124.050003051758,1.24050003051758,1,0,0
0,3.21,126.800003051758,1.26800003051758,1,5,1.25
1,3.17,117.899002075195,1.17899002075195,1,5,1.25
0,1.29,115.013000488281,1.15013000488281,1,5,1.25
0,5.81,9.37199974060059,0.0937199974060059,1,0,0
1,4.83,50.5970001220703,0.505970001220703,1,5,1.25
1,4.48,17.3320007324219,0.173320007324219,1,5,1.25
1,4.2,32.4249992370605,0.324249992370605,1,0,0
1,1.93,62.1949996948242,0.621949996948242,1,5,1.25
1,0.83,108.349998474121,1.08349998474121,1,5,1.25
1,3.86,67.1169967651367,0.671169967651367,1,0,0
1,4.39,66.4980010986328,0.664980010986328,1,5,1.25
1,3.57,52.7919998168945,0.527919998168945,1,5,1.25
0,3.32,72.0979995727539,0.720979995727539,1,5,1.25
1,3.07,92.9889984130859,0.929889984130859,1,5,1.25
1,4.07,72.3779983520508,0.723779983520508,1,5,1.25
1,3.63,111.593002319336,1.11593002319336,1,10,2.5
1,3.39,112.91300201416,1.1291300201416,1,5,1.25
1,2.61,84.7040023803711,0.847040023803711,0,5,1.25
1,1.29,67.7880020141602,0.677880020141602,1,5,1.25
1,1.97,96.7969970703125,0.967969970703125,1,5,1.25
1,3.31,81.5149993896484,0.815149993896484,1,12,3
1,3.68,94.6389999389648,0.946389999389648,1,12,3
1,4.05,96.4820022583008,0.964820022583008,0,10,2.5
0,3.23,75.1129989624023,0.751129989624023,1,0,0
1,4.64,57.2120018005371,0.572120018005371,0,5,1.25
1,4.51,50.2560005187988,0.502560005187988,0,5,1.25
0,1.32,31.1000003814697,0.311000003814697,0,12,3
1,0.71,18.0370006561279,0.180370006561279,0,10,2.5
1,1.18,12.0220003128052,0.120220003128052,1,10,2.5
0,0.58,22.8649997711182,0.228649997711182,1,5,1.25
1,1.44,38.3899993896484,0.383899993896484,1,0,0
1,0.56,19.2600002288818,0.192600002288818,0,5,1.25
1,0.99,21.3729991912842,0.213729991912842,1,0,0
0,1.48,7.85799980163574,0.0785799980163574,1,5,1.25
0,1.46,35.1640014648438,0.351640014648438,1,0,0
1,1.62,63.0060005187988,0.630060005187988,1,5,1.25
0,1.72,72.2249984741211,0.722249984741211,1,0,0
0,1.32,74.6600036621094,0.746600036621094,1,5,1.25
0,1,58.3969993591309,0.583969993591309,1,5,1.25
1,0.74,50.818000793457,0.50818000793457,1,5,1.25
1,1.07,41.390998840332,0.41390998840332,0,5,1.25
1,1.1,39.5460014343262,0.395460014343262,1,0,0
1,0.61,30.5820007324219,0.305820007324219,1,5,1.25
1,0.93,25.7280006408691,0.257280006408691,1,0,0
1,1.3,26.6049995422363,0.266049995422363,1,5,1.25
1,0.7,16.5790004730225,0.165790004730225,1,5,1.25
0,1.27,19.0540008544922,0.190540008544922,1,0,0
1,0.64,10.581000328064,0.10581000328064,1,5,1.25
0,0.64,19.5779991149902,0.195779991149902,0,5,1.25
1,0.73,10.9390001296997,0.109390001296997,0,12,3
0,0.54,9.42300033569336,0.0942300033569336,1,5,1.25
1,0.61,18.9370002746582,0.189370002746582,1,5,1.25
1,0.86,23.8020000457764,0.238020000457764,1,5,1.25
0,1.05,15.710000038147,0.15710000038147,1,8,2
1,1.23,32.9980010986328,0.329980010986328,1,10,2.5
0,0.67,32.1990013122559,0.321990013122559,0,12,3
1,0.66,102.055999755859,1.02055999755859,1,4,1
0,0.57,12.8500003814697,0.128500003814697,1,5,1.25
0,0.55,21.9020004272461,0.219020004272461,1,5,1.25
1,2.34,41.3339996337891,0.413339996337891,0,0,0
1,1.31,42.310001373291,0.42310001373291,1,5,1.25
1,0.87,39.5110015869141,0.395110015869141,0,9,2.25
1,0.71,16.632999420166,0.16632999420166,0,0,0
1,0.66,24.9489994049072,0.249489994049072,0,0,0
0,1.47,42.0900001525879,0.420900001525879,0,0,0
0,0.88,48.9269981384277,0.489269981384277,0,0,0
1,0.86,14.5220003128052,0.145220003128052,0,10,2.5
1,0.82,49.6450004577637,0.496450004577637,1,12,3
0,0.69,56.8219985961914,0.568219985961914,1,5,1.25
0,0.61,15.6009998321533,0.156009998321533,0,8,2
0,1.01,43.0270004272461,0.430270004272461,1,0,0
1,1.5,43.507999420166,0.43507999420166,1,5,1.25
1,1.19,78.7210006713867,0.787210006713867,1,5,1.25
1,1.56,52.734001159668,0.52734001159668,1,5,1.25
1,1.39,48.5579986572266,0.485579986572266,0,5,1.25
1,0.64,21.8920001983643,0.218920001983643,1,10,2.5
1,0.6,24.0659999847412,0.240659999847412,1,0,0
1,0.82,26.4260005950928,0.264260005950928,1,10,2.5
1,1.19,56.6240005493164,0.566240005493164,0,5,1.25
1,0.93,35.0750007629395,0.350750007629395,0,5,1.25
1,1.1,29.5779991149902,0.295779991149902,1,5,1.25
0,1.47,21.3400001525879,0.213400001525879,1,0,0
1,1.58,21.0090007781982,0.210090007781982,1,14,3.5
1,2.04,7.93800020217896,0.0793800020217895,1,0,0
0,0.54,35.1609992980957,0.351609992980957,0,0,0
1,0.72,10.0609998703003,0.100609998703003,1,0,0
1,0.69,46.2560005187988,0.462560005187988,1,5,1.25
0,1.41,48.6049995422363,0.486049995422363,1,0,0
0,0.85,24.3780002593994,0.243780002593994,1,8,2
0,1.32,27.5919990539551,0.275919990539551,1,9,2.25
0,1.89,43.5309982299805,0.435309982299805,1,0,0
0,1.51,91.6449966430664,0.916449966430664,1,0,0
1,1.86,92.8679962158203,0.928679962158203,1,5,1.25
1,6.76,70.9010009765625,0.709010009765625,0,9,2.25
1,3.19,67.4960021972656,0.674960021972656,1,10,2.5
1,6.32,27.4069995880127,0.274069995880127,0,0,0
1,2.4,57.1590003967285,0.571590003967285,0,11,2.75
1,0.88,19.6189994812012,0.196189994812012,1,8,2
0,0.54,11.3009996414185,0.113009996414185,0,5,1.25
1,0.8,41.515998840332,0.41515998840332,0,5,1.25
0,0.74,13.1169996261597,0.131169996261597,1,10,2.5
1,4.2,26.8330001831055,0.268330001831055,1,5,1.25
1,1.43,23.3729991912842,0.233729991912842,0,10,2.5
1,2.69,2.89499998092651,0.0289499998092651,0,11,2.75
0,0.74,4.5939998626709,0.045939998626709,0,0,0
1,0.63,42.2200012207031,0.422200012207031,1,0,0
1,0.83,60.3639984130859,0.603639984130859,0,4,1
0,1.12,69.1549987792969,0.691549987792969,0,5,1.25
1,1.16,59.6590003967285,0.596590003967285,0,9,2.25
0,0.93,57.2879981994629,0.572879981994629,1,5,1.25
1,1.22,56.2560005187988,0.562560005187988,1,10,2.5
0,1.09,16.7800006866455,0.167800006866455,0,5,1.25
0,1.67,34.0900001525879,0.340900001525879,0,0,0
1,1.09,33.1679992675781,0.331679992675781,1,5,1.25
1,0.97,12.0059995651245,0.120059995651245,1,7,1.75
0,1.25,51.5149993896484,0.515149993896484,0,5,1.25
1,1.66,60.2939987182617,0.602939987182617,0,7,1.75
0,1.15,27.8110008239746,0.278110008239746,1,6,1.5
1,1.15,44.9199981689453,0.449199981689453,1,0,0
0,1.21,55.1529998779297,0.551529998779297,0,0,0
1,1.64,66.2570037841797,0.662570037841797,1,5,1.25
0,1.74,51.1629981994629,0.511629981994629,0,0,0
0,1.08,49.5190010070801,0.495190010070801,1,0,0
0,1.09,19.136999130249,0.19136999130249,1,4,1
0,2.27,33.9949989318848,0.339949989318848,1,5,1.25
0,1.46,34.0670013427734,0.340670013427734,0,0,0
0,1.35,45.4070014953613,0.454070014953613,0,0,0
1,3.65,76.3030014038086,0.763030014038086,1,5,1.25
0,1.18,55.5870018005371,0.555870018005371,1,0,0
0,0.54,79.697998046875,0.79697998046875,1,0,0
0,1.01,92.0139999389648,0.920139999389648,0,6,1.5
1,1.5,76.6470031738281,0.766470031738281,1,8,2
1,1.63,78.8679962158203,0.788679962158203,0,5,1.25
1,0.76,62.326000213623,0.62326000213623,0,8,2
1,0.67,54.056999206543,0.54056999206543,1,5,1.25
1,1.14,16.9979991912842,0.169979991912842,1,5,1.25
0,0.73,3.38000011444092,0.0338000011444092,1,0,0
