"arsenic","dist","dist100","assoc","educ","switch"
0.65,34.4939994812012,0.344939994812012,1,12,0
2.19,67.2399978637695,0.672399978637695,1,15,0
2.45,70.5380020141602,0.705380020141602,1,15,0
1.71,91.9830017089844,0.919830017089844,1,14,1
2.89,35.5789985656738,0.355789985656738,1,5,1
2.73,35.5789985656738,0.355789985656738,1,10,1
0.43,35.5789985656738,0.355789985656738,1,10,0
1.55,4.41400003433228,0.0441400003433228,1,0,1
1.28,71.4079971313477,0.714079971313477,0,3,1
1.34,75.2330017089844,0.752330017089844,1,8,1
2.01,95.1809997558594,0.951809997558594,0,9,1
0.59,84.786003112793,0.84786003112793,0,12,1
2.29,102.113998413086,1.02113998413086,0,6,0
2.59,114.486999511719,1.14486999511719,1,5,0
3.34,113.726997375488,1.13726997375488,0,16,1
3.5,111.03800201416,1.1103800201416,0,16,1
2.76,123.794998168945,1.23794998168945,0,8,1
3.33,136.574005126953,1.36574005126953,0,5,1
2.51,113.424003601074,1.13424003601074,1,6,1
2.42,143.070999145508,1.43070999145508,0,0,1
3.51,152.518997192383,1.52518997192383,0,5,0
3.19,142.869003295898,1.42869003295898,0,6,1
2.58,134.600006103516,1.34600006103516,0,8,1
2.18,126.942001342773,1.26942001342773,1,5,1
4.51,118.81600189209,1.1881600189209,0,0,1
3.29,110.699996948242,1.10699996948242,0,5,1
2.91,105.000999450684,1.05000999450684,0,0,0
3.31,89.1900024414062,0.891900024414062,0,5,1
5.14,70.3089981079102,0.703089981079102,0,5,1
2.98,79.6750030517578,0.796750030517578,1,8,0
1.07,132.945999145508,1.32945999145508,1,6,1
2.63,125.524002075195,1.25524002075195,0,5,0
1.29,115.388999938965,1.15388999938965,0,5,0
3.38,99.0210037231445,0.990210037231445,1,6,1
0.83,117.01000213623,1.1701000213623,1,5,1
2.56,75.6060028076172,0.756060028076172,1,5,1
0.56,69.7829971313477,0.697829971313477,0,9,0
1.59,52.181999206543,0.52181999206543,0,5,0
2.87,134.098999023438,1.34098999023437,1,9,0
1.11,95.4670028686523,0.954670028686523,1,8,0
1.09,64.9980010986328,0.649980010986328,0,8,0
2.89,43.5979995727539,0.435979995727539,1,5,0
0.67,33.7089996337891,0.337089996337891,1,4,0
0.54,52.7770004272461,0.527770004272461,0,0,1
1.08,20.0090007781982,0.200090007781982,1,0,0
0.32,29.492000579834,0.29492000579834,1,2,0
0.25,28.5219993591309,0.285219993591309,1,0,0
1.71,22.6200008392334,0.226200008392334,1,5,0
2.83,106.488998413086,1.06488998413086,0,0,0
2.59,137.815994262695,1.37815994262695,0,5,1
2.2,155.507995605469,1.55507995605469,0,12,1
2.04,152.160995483398,1.52160995483398,0,12,1
1.78,202.134002685547,2.02134002685547,0,0,0
1.94,170.427993774414,1.70427993774414,0,4,0
1.36,120.763999938965,1.20763999938965,1,5,0
3.25,131.179000854492,1.31179000854492,0,4,1
1.38,72.359001159668,0.72359001159668,0,4,0
1.51,50.5830001831055,0.505830001831055,1,4,1
0.84,75.3690032958984,0.753690032958984,0,8,0
0.98,79.3600006103516,0.793600006103516,0,5,0
0.9,93.5859985351562,0.935859985351562,1,5,0
1.32,80.1839981079102,0.801839981079102,1,6,0
1.59,82.6709976196289,0.826709976196289,1,5,0
3.07,70.7779998779297,0.707779998779297,0,10,0
0.85,34.5099983215332,0.345099983215332,0,10,0
1.29,56.734001159668,0.56734001159668,1,5,0
2.53,49.6209983825684,0.496209983825684,0,5,0
0.87,72.4739990234375,0.724739990234375,0,0,1
1.53,73.9049987792969,0.739049987792969,1,0,0
1.84,75.6330032348633,0.756330032348633,0,0,1
1.75,68.7809982299805,0.687809982299805,1,0,0
1.11,52.9290008544922,0.529290008544922,1,5,0
2.6,134.776992797852,1.34776992797852,0,0,1
3.27,134.875,1.34875,1,0,1
2.43,150.192993164062,1.50192993164062,1,2,0
1.57,138.024002075195,1.38024002075195,0,5,0
2.22,119.65299987793,1.1965299987793,1,5,0
2.95,112.577003479004,1.12577003479004,1,0,0
1.59,17.4179992675781,0.174179992675781,0,0,0
2.54,28.7129993438721,0.287129993438721,1,5,0
1.06,38.2239990234375,0.382239990234375,1,5,0
0.79,39.6759986877441,0.396759986877441,0,0,1
2.41,13.2659997940063,0.132659997940063,1,0,1
1.23,19.0909996032715,0.190909996032715,1,0,0
1.79,19.7439994812012,0.197439994812012,1,0,0
2.56,77.4390029907227,0.774390029907227,1,4,0
0.5,33.189998626709,0.33189998626709,1,5,0
1.28,38.3819999694824,0.383819999694824,1,0,1
2.6,132.369995117188,1.32369995117188,1,0,1
3.01,67.0739974975586,0.670739974975586,1,0,0
2.88,38.8520011901855,0.388520011901855,1,5,0
3.04,38.6790008544922,0.386790008544922,0,0,1
2.7,16.7810001373291,0.167810001373291,0,5,0
3.66,28.7630004882812,0.287630004882812,1,0,0
0.93,14.2430000305176,0.142430000305176,1,6,0
0.36,12.3839998245239,0.123839998245239,1,6,0
1.17,32.9560012817383,0.329560012817383,1,5,0
4.46,38.9539985656738,0.389539985656738,1,5,0
2.11,67.3840026855469,0.673840026855469,1,5,0
3.17,82.802001953125,0.82802001953125,1,0,0
3.65,104.232002258301,1.04232002258301,1,5,0
1.8,54.1529998779297,0.541529998779297,1,5,0
6.72,42.1220016479492,0.421220016479492,0,5,1
5.6,53.2130012512207,0.532130012512207,1,0,0
0.43,33.9360008239746,0.339360008239746,1,5,0
0.05,10.1619997024536,0.101619997024536,1,5,0
0.42,9.13399982452393,0.0913399982452393,1,5,0
4.18,31.6650009155273,0.316650009155273,1,5,0
4.78,45.9440002441406,0.459440002441406,0,5,1
4.07,37.3860015869141,0.373860015869141,0,5,1
4.74,14.6269998550415,0.146269998550415,0,5,1
4.81,27.6009998321533,0.276009998321533,0,10,1
6.05,9.08699989318848,0.0908699989318848,0,5,1
4.65,35.8839988708496,0.358839988708496,1,10,1
1.53,52.1920013427734,0.521920013427734,0,5,1
2.7,31.621000289917,0.31621000289917,0,5,1
3.89,82.3820037841797,0.823820037841797,1,0,1
3.44,97.4029998779297,0.974029998779297,0,5,0
2.74,124.050003051758,1.24050003051758,1,0,0
3.21,126.800003051758,1.26800003051758,1,5,0
3.17,117.899002075195,1.17899002075195,1,5,1
1.29,115.013000488281,1.15013000488281,1,5,0
5.81,9.37199974060059,0.0937199974060059,1,0,0
6.77,6.12099981307983,0.0612099981307983,1,0,1
4.83,50.5970001220703,0.505970001220703,1,5,1
4.48,17.3320007324219,0.173320007324219,1,5,1
4.2,32.4249992370605,0.324249992370605,1,0,1
2.68,59.2949981689453,0.592949981689453,1,0,1
1.93,62.1949996948242,0.621949996948242,1,5,1
0.83,108.349998474121,1.08349998474121,1,5,1
3.86,67.1169967651367,0.671169967651367,1,0,1
4.39,66.4980010986328,0.664980010986328,1,5,1
3.57,52.7919998168945,0.527919998168945,1,5,1
3.32,72.0979995727539,0.720979995727539,1,5,0
3.07,92.9889984130859,0.929889984130859,1,5,1
4.07,72.3779983520508,0.723779983520508,1,5,1
3.63,111.593002319336,1.11593002319336,1,10,1
3.39,112.91300201416,1.1291300201416,1,5,1
2.61,84.7040023803711,0.847040023803711,0,5,1
1.29,67.7880020141602,0.677880020141602,1,5,1
1.97,96.7969970703125,0.967969970703125,1,5,1
0.18,101.61499786377,1.0161499786377,1,12,0
3.31,81.5149993896484,0.815149993896484,1,12,1
3.68,94.6389999389648,0.946389999389648,1,12,1
4.05,96.4820022583008,0.964820022583008,0,10,1
3.23,75.1129989624023,0.751129989624023,1,0,0
4.64,57.2120018005371,0.572120018005371,0,5,1
4.51,50.2560005187988,0.502560005187988,0,5,1
0.42,58.3699989318848,0.583699989318848,1,0,0
1.32,33.4650001525879,0.334650001525879,0,5,1
0.21,14.3219995498657,0.143219995498657,1,5,0
1.32,31.1000003814697,0.311000003814697,0,12,0
0.16,18.6609992980957,0.186609992980957,1,5,0
0.5,17.5629997253418,0.175629997253418,0,10,0
0.71,18.0370006561279,0.180370006561279,0,10,1
0.22,23.0349998474121,0.230349998474121,1,5,0
0.05,24.4780006408691,0.244780006408691,1,5,0
0.28,19.9899997711182,0.199899997711182,1,5,0
1.18,12.0220003128052,0.120220003128052,1,10,1
0.33,16.3999996185303,0.163999996185303,1,5,0
0.24,7.75299978256226,0.0775299978256226,1,5,0
0.27,35.0089988708496,0.350089988708496,0,0,0
0.58,22.8649997711182,0.228649997711182,1,5,0
1.44,38.3899993896484,0.383899993896484,1,0,1
0.56,19.2600002288818,0.192600002288818,0,5,1
0.99,21.3729991912842,0.213729991912842,1,0,1
1.44,10.621000289917,0.10621000289917,0,0,1
1.48,7.85799980163574,0.0785799980163574,1,5,0
1.46,35.1640014648438,0.351640014648438,1,0,0
1.62,63.0060005187988,0.630060005187988,1,5,1
2.2,72.1149978637695,0.721149978637695,0,5,0
1.72,72.2249984741211,0.722249984741211,1,0,0
1.48,56.3959999084473,0.563959999084473,0,0,1
1.32,74.6600036621094,0.746600036621094,1,5,0
1,58.3969993591309,0.583969993591309,1,5,0
0.74,50.818000793457,0.50818000793457,1,5,1
1.07,41.390998840332,0.41390998840332,0,5,1
1.1,39.5460014343262,0.395460014343262,1,0,1
0.61,30.5820007324219,0.305820007324219,1,5,1
0.93,25.7280006408691,0.257280006408691,1,0,1
0.38,20.056999206543,0.20056999206543,0,5,0
0.4,17.113000869751,0.17113000869751,1,0,0
1.3,26.6049995422363,0.266049995422363,1,5,1
0.7,16.5790004730225,0.165790004730225,1,5,1
1.27,19.0540008544922,0.190540008544922,1,0,0
0.46,28.5919990539551,0.285919990539551,1,0,0
0.64,10.581000328064,0.10581000328064,1,5,1
0.5,5.67199993133545,0.0567199993133545,1,0,0
0.64,19.5779991149902,0.195779991149902,0,5,0
0.18,12.2950000762939,0.122950000762939,0,12,1
0.73,10.9390001296997,0.109390001296997,0,12,1
0.62,15.8620004653931,0.158620004653931,0,0,1
0.54,9.42300033569336,0.0942300033569336,1,5,0
0.05,14.0679998397827,0.140679998397827,1,15,0
0.07,7.41800022125244,0.0741800022125244,1,5,1
0.05,10.0500001907349,0.100500001907349,1,6,0
0.48,1.01400005817413,0.0101400005817413,1,5,0
0.61,18.9370002746582,0.189370002746582,1,5,1
0.05,17.2910003662109,0.172910003662109,1,5,0
0.86,23.8020000457764,0.238020000457764,1,5,1
0.38,34.798999786377,0.34798999786377,0,5,0
0.18,32.8880004882812,0.328880004882812,1,5,0
0.05,21.5020008087158,0.215020008087158,1,0,1
0.12,26.9340000152588,0.269340000152588,1,0,0
0.25,16.1879997253418,0.161879997253418,1,0,0
1.05,15.710000038147,0.15710000038147,1,8,0
1.23,32.9980010986328,0.329980010986328,1,10,1
0.34,4.5939998626709,0.045939998626709,0,0,0
0.05,27.3729991912842,0.273729991912842,0,5,1
0.67,32.1990013122559,0.321990013122559,0,12,0
0.66,102.055999755859,1.02055999755859,1,4,1
0.42,36.173999786377,0.36173999786377,1,5,0
0.57,12.8500003814697,0.128500003814697,1,5,0
0.41,2.24600005149841,0.0224600005149841,0,12,0
0.55,21.9020004272461,0.219020004272461,1,5,0
2.34,41.3339996337891,0.413339996337891,0,0,1
1.31,42.310001373291,0.42310001373291,1,5,1
0.87,39.5110015869141,0.395110015869141,0,9,1
0.71,16.632999420166,0.16632999420166,0,0,1
0.66,24.9489994049072,0.249489994049072,0,0,1
0.49,20.8460006713867,0.208460006713867,0,10,1
1.47,42.0900001525879,0.420900001525879,0,0,0
0.88,48.9269981384277,0.489269981384277,0,0,0
0.49,13.1949996948242,0.131949996948242,0,10,0
0.86,14.5220003128052,0.145220003128052,0,10,1
0.24,1.24600005149841,0.0124600005149841,1,5,0
0.82,49.6450004577637,0.496450004577637,1,12,1
0.69,56.8219985961914,0.568219985961914,1,5,0
0.61,15.6009998321533,0.156009998321533,0,8,0
0.16,16.6760005950928,0.166760005950928,1,4,0
1.01,43.0270004272461,0.430270004272461,1,0,0
1.5,43.507999420166,0.43507999420166,1,5,1
0.34,47.2589988708496,0.472589988708496,1,5,0
1.19,78.7210006713867,0.787210006713867,1,5,1
1.56,52.734001159668,0.52734001159668,1,5,1
1.39,48.5579986572266,0.485579986572266,0,5,1
0.64,21.8920001983643,0.218920001983643,1,10,1
0.54,21.2840003967285,0.212840003967285,1,3,1
0.09,22.2189998626709,0.222189998626709,0,0,0
0.31,34.9129981994629,0.349129981994629,0,2,0
0.79,23.7630004882812,0.237630004882812,1,0,1
0.6,24.0659999847412,0.240659999847412,1,0,1
0.89,38.3839988708496,0.383839988708496,1,0,1
0.82,26.4260005950928,0.264260005950928,1,10,1
1.15,52.8030014038086,0.528030014038086,1,7,0
1.19,56.6240005493164,0.566240005493164,0,5,1
0.93,35.0750007629395,0.350750007629395,0,5,1
1.1,29.5779991149902,0.295779991149902,1,5,1
1.47,21.3400001525879,0.213400001525879,1,0,0
1.58,21.0090007781982,0.210090007781982,1,14,1
2.04,7.93800020217896,0.0793800020217895,1,0,1
0.23,13.7600002288818,0.137600002288818,1,8,0
0.05,17.9589996337891,0.179589996337891,1,10,0
0.54,35.1609992980957,0.351609992980957,0,0,0
0.05,11.1700000762939,0.111700000762939,1,5,0
0.05,16.6410007476807,0.166410007476807,1,11,0
0.05,33.6399993896484,0.336399993896484,0,10,0
0.05,33.8240013122559,0.338240013122559,1,6,0
0.05,25.1280002593994,0.251280002593994,0,0,0
0.05,38.4990005493164,0.384990005493164,0,0,0
0.26,46.0509986877441,0.460509986877441,1,0,0
0.17,27.5820007324219,0.275820007324219,1,0,0
0.05,11.2910003662109,0.112910003662109,1,10,0
0.05,23.5729999542236,0.235729999542236,1,0,0
0.05,26.6870002746582,0.266870002746582,1,0,0
0.05,19.4589996337891,0.194589996337891,0,0,0
0.05,24.4669990539551,0.244669990539551,0,0,0
0.09,10.0340003967285,0.100340003967285,1,5,0
0.22,27.382999420166,0.27382999420166,1,5,0
0.12,30.5779991149902,0.305779991149902,0,5,0
0.72,10.0609998703003,0.100609998703003,1,0,1
0.69,46.2560005187988,0.462560005187988,1,5,1
1.41,48.6049995422363,0.486049995422363,1,0,0
0.85,24.3780002593994,0.243780002593994,1,8,0
1.32,27.5919990539551,0.275919990539551,1,9,0
1.89,43.5309982299805,0.435309982299805,1,0,0
1.51,91.6449966430664,0.916449966430664,1,0,0
1.86,92.8679962158203,0.928679962158203,1,5,1
6.76,70.9010009765625,0.709010009765625,0,9,1
3.19,67.4960021972656,0.674960021972656,1,10,1
0.23,55.7480010986328,0.557480010986328,0,5,0
0.63,40.3190002441406,0.403190002441406,1,5,0
6.32,27.4069995880127,0.274069995880127,0,0,1
2.4,57.1590003967285,0.571590003967285,0,11,1
4.14,17.3810005187988,0.173810005187988,0,5,1
0.88,19.6189994812012,0.196189994812012,1,8,1
0.05,20.4090003967285,0.204090003967285,1,5,0
0.41,41.0709991455078,0.410709991455078,1,0,0
0.11,18.1989994049072,0.181989994049072,1,0,0
0.19,6.02099990844727,0.0602099990844727,1,8,0
0.57,20.3330001831055,0.203330001831055,1,8,1
0.44,16.3349990844727,0.163349990844727,1,8,0
0.54,11.3009996414185,0.113009996414185,0,5,0
0.1,21.5930004119873,0.215930004119873,0,5,0
0.19,26.6389999389648,0.266389999389648,1,5,0
0.08,26.9740009307861,0.269740009307861,1,10,0
0.43,9.49199962615967,0.0949199962615967,0,5,0
0.8,41.515998840332,0.41515998840332,0,5,1
0.14,39.4650001525879,0.394650001525879,0,11,1
0.05,32.3419990539551,0.323419990539551,0,0,0
0.26,22.6760005950928,0.226760005950928,1,10,0
0.18,11.9820003509521,0.119820003509521,1,11,0
0.74,13.1169996261597,0.131169996261597,1,10,0
4.2,26.8330001831055,0.268330001831055,1,5,1
2.18,14.7309999465942,0.147309999465942,0,5,1
1.43,23.3729991912842,0.233729991912842,0,10,1
2.69,2.89499998092651,0.0289499998092651,0,11,1
0.74,4.5939998626709,0.045939998626709,0,0,0
0.18,47.7449989318848,0.477449989318848,1,6,0
0.63,42.2200012207031,0.422200012207031,1,0,1
0.83,60.3639984130859,0.603639984130859,0,4,1
0.9,45.1980018615723,0.451980018615723,1,8,1
1.12,69.1549987792969,0.691549987792969,0,5,0
1.16,59.6590003967285,0.596590003967285,0,9,1
0.93,57.2879981994629,0.572879981994629,1,5,0
1.22,56.2560005187988,0.562560005187988,1,10,1
0.16,48.9189987182617,0.489189987182617,1,8,0
1.09,16.7800006866455,0.167800006866455,0,5,0
1.67,34.0900001525879,0.340900001525879,0,0,0
1.09,33.1679992675781,0.331679992675781,1,5,1
0.24,42.2980003356934,0.422980003356934,0,10,1
0.97,12.0059995651245,0.120059995651245,1,7,1
1.25,51.5149993896484,0.515149993896484,0,5,0
0.28,36.9790000915527,0.369790000915527,0,6,0
0.05,37.4410018920898,0.374410018920898,0,5,0
0.05,30.806999206543,0.30806999206543,0,7,0
1.66,21.1679992675781,0.211679992675781,1,0,1
1.66,60.2939987182617,0.602939987182617,0,7,1
1.15,27.8110008239746,0.278110008239746,1,6,0
1.15,44.9199981689453,0.449199981689453,1,0,1
1.21,55.1529998779297,0.551529998779297,0,0,0
1.64,66.2570037841797,0.662570037841797,1,5,1
1.74,51.1629981994629,0.511629981994629,0,0,0
1.08,49.5190010070801,0.495190010070801,1,0,0
1.09,19.136999130249,0.19136999130249,1,4,0
2.27,33.9949989318848,0.339949989318848,1,5,0
1.46,34.0670013427734,0.340670013427734,0,0,0
1.35,45.4070014953613,0.454070014953613,0,0,0
3.65,76.3030014038086,0.763030014038086,1,5,1
2,62.314998626709,0.62314998626709,0,0,1
1.18,55.5870018005371,0.555870018005371,1,0,0
0.54,79.697998046875,0.79697998046875,1,0,0
1.01,92.0139999389648,0.920139999389648,0,6,0
1.5,76.6470031738281,0.766470031738281,1,8,1
1.63,78.8679962158203,0.788679962158203,0,5,1
0.76,62.326000213623,0.62326000213623,0,8,1
0.05,40.6749992370605,0.406749992370605,1,5,0
0.67,54.056999206543,0.54056999206543,1,5,1
1.14,16.9979991912842,0.169979991912842,1,5,1
0.22,11.1800003051758,0.111800003051758,1,0,0
0.16,5.88000011444092,0.0588000011444092,0,5,0
0.73,3.38000011444092,0.0338000011444092,1,0,0
0.18,24.5160007476807,0.245160007476807,1,5,0
1.6,50.7169990539551,0.507169990539551,1,10,1
2.3,22.326000213623,0.22326000213623,0,11,1
0.61,59.9259986877441,0.599259986877441,1,0,0
0.65,162.921005249023,1.62921005249023,0,5,1
0.66,163.680999755859,1.63680999755859,0,0,0
0.33,164.968002319336,1.64968002319336,0,5,1
0.48,25.94700050354,0.2594700050354,0,5,0
0.45,33.6030006408691,0.336030006408691,1,0,0
0.51,33.7449989318848,0.337449989318848,0,0,0
0.65,72.8649978637695,0.728649978637695,0,5,0
3.42,153.356994628906,1.53356994628906,0,5,0
2.82,213.714996337891,2.13714996337891,1,5,0
1.32,98.9899978637695,0.989899978637695,0,0,0
1.89,93.1709976196289,0.931709976196289,1,0,0
1.37,85.3889999389648,0.853889999389648,0,0,0
1.38,70.6480026245117,0.706480026245117,0,5,0
2.39,50.5690002441406,0.505690002441406,0,0,0
0.41,28.4290008544922,0.284290008544922,1,5,0
0.82,28.9969997406006,0.289969997406006,1,0,0
0.4,28.9969997406006,0.289969997406006,0,5,0
0.61,84.6849975585938,0.846849975585938,0,0,0
2.97,75.0260009765625,0.750260009765625,0,0,0
1.11,11.2379999160767,0.112379999160767,0,0,0
0.28,33.2369995117188,0.332369995117188,0,8,0
0.11,10.5579996109009,0.105579996109009,1,9,0
1.54,96.4089965820312,0.964089965820312,0,5,0
1.19,103.411003112793,1.03411003112793,1,0,0
2.37,49.2980003356934,0.492980003356934,1,0,0
2.54,40.5740013122559,0.405740013122559,1,0,0
0.05,58.5629997253418,0.585629997253418,1,5,0
0.27,4.48600006103516,0.0448600006103516,0,0,0
0.05,29.9890003204346,0.299890003204346,1,5,0
0.64,90.5490036010742,0.905490036010742,0,5,0
1.95,114.900001525879,1.14900001525879,0,5,0
1.85,84.7519989013672,0.847519989013672,0,5,0
1.3,88.2180023193359,0.882180023193359,0,5,0
0.78,42.5690002441406,0.425690002441406,0,0,1
1.88,39.7929992675781,0.397929992675781,0,0,1
1.11,3.39299988746643,0.0339299988746643,0,5,1
0.37,9.82100009918213,0.0982100009918213,0,14,0
0.05,25.0130004882812,0.250130004882813,1,10,0
0.75,10.3330001831055,0.103330001831055,1,5,0
1.18,15.5959997177124,0.155959997177124,1,8,1
0.05,28.8169994354248,0.288169994354248,0,5,0
0.59,32.4550018310547,0.324550018310547,1,9,0
0.79,23.3799991607666,0.233799991607666,0,8,1
0.35,21.2150001525879,0.212150001525879,1,10,0
0.45,40.023998260498,0.40023998260498,0,8,0
0.05,39.0830001831055,0.390830001831055,0,5,0
1.24,26.4869995117188,0.264869995117188,0,10,1
0.97,20.7180004119873,0.207180004119873,0,5,1
0.73,8.64900016784668,0.0864900016784668,1,8,1
0.82,24.7940006256104,0.247940006256104,1,9,1
0.75,17.5900001525879,0.175900001525879,0,0,0
0.24,4.64200019836426,0.0464200019836426,0,0,0
0.11,6.82800006866455,0.0682800006866455,1,0,0
0.43,7.50400018692017,0.0750400018692017,1,5,0
0.19,7.78999996185303,0.0778999996185303,0,7,0
1.05,42.5169982910156,0.425169982910156,1,0,0
0.32,8.41699981689453,0.0841699981689453,1,10,1
0.53,27.7329998016357,0.277329998016357,0,0,0
0.42,34.4679985046387,0.344679985046387,0,3,0
0.45,11.2320003509521,0.112320003509521,0,0,1
0.17,2.76699995994568,0.0276699995994568,0,0,0
0.55,11.456000328064,0.11456000328064,0,0,1
0.83,23.3810005187988,0.233810005187988,1,0,0
0.06,1.96099996566772,0.0196099996566772,0,5,0
0.38,1.99100005626678,0.0199100005626678,1,11,1
0.25,5.42000007629395,0.0542000007629395,0,0,0
0.38,5.76100015640259,0.0576100015640259,0,0,1
0.45,7.40799999237061,0.074079999923706,1,5,0
0.45,9.53299999237061,0.0953299999237061,1,5,0
0.19,9.53299999237061,0.0953299999237061,0,5,0
0.05,12.8269996643066,0.128269996643066,1,5,0
0.22,8.62899971008301,0.0862899971008301,0,0,0
0.51,32.4879989624023,0.324879989624023,1,8,1
0.74,31.2150001525879,0.312150001525879,0,5,1
0.19,3.63899993896484,0.0363899993896484,0,5,0
0.39,58.3450012207031,0.583450012207031,1,11,0
0.15,3.91199994087219,0.0391199994087219,1,0,0
0.05,9.01200008392334,0.0901200008392334,1,5,0
0.4,16.2849998474121,0.162849998474121,1,0,0
0.75,12.2410001754761,0.122410001754761,1,5,1
0.29,3.94300007820129,0.0394300007820129,1,0,0
0.28,5.53999996185303,0.0553999996185303,1,0,0
0.37,12.8719997406006,0.128719997406006,1,0,0
0.65,35.4780006408691,0.354780006408691,1,8,0
0.19,5.46799993515015,0.0546799993515015,0,0,0
1.04,39.5410003662109,0.395410003662109,0,5,1
1.47,40.0449981689453,0.400449981689453,0,10,1
0.63,29.5319995880127,0.295319995880127,0,5,1
1.07,2.10899996757507,0.0210899996757507,0,8,0
2.11,23.1089992523193,0.231089992523193,0,7,1
1.5,7.36999988555908,0.0736999988555908,0,11,0
0.42,10.5509996414185,0.105509996414185,0,0,0
1.8,16.6860008239746,0.166860008239746,1,0,0
1.8,25.9710006713867,0.259710006713867,0,0,1
0.05,11.7740001678467,0.117740001678467,1,11,0
2.65,7.76300001144409,0.0776300001144409,1,11,1
1.9,8.96700000762939,0.0896700000762939,1,0,1
1.71,13.5729999542236,0.135729999542236,1,0,0
2.44,45.5330009460449,0.455330009460449,0,5,0
0.52,32.5309982299805,0.325309982299805,0,5,1
0.99,40.9480018615723,0.409480018615723,1,11,1
0.93,58.7459983825684,0.587459983825684,0,0,1
0.95,74.7040023803711,0.747040023803711,0,0,1
0.95,55.1100006103516,0.551100006103516,0,7,0
1.56,26.7220001220703,0.267220001220703,0,8,0
1.48,19.1569995880127,0.191569995880127,0,0,0
1.53,16.2320003509521,0.162320003509521,0,10,1
1.48,23.8390007019043,0.238390007019043,1,0,1
1.06,57.3409996032715,0.573409996032715,0,10,1
1.03,53.8120002746582,0.538120002746582,0,0,0
0.67,18.8659992218018,0.188659992218018,0,10,0
0.58,26.4820003509521,0.264820003509522,0,10,0
0.49,15.826000213623,0.15826000213623,1,7,0
0.67,27.9290008544922,0.279290008544922,0,0,1
0.56,27.4120006561279,0.274120006561279,1,0,0
0.31,10.9779996871948,0.109779996871948,1,11,0
0.53,15.4160003662109,0.154160003662109,0,7,1
0.69,33.4300003051758,0.334300003051758,0,12,1
0.83,48.3339996337891,0.483339996337891,0,5,1
1.11,61.4070014953613,0.614070014953613,0,0,1
0.63,59.6419982910156,0.596419982910156,1,6,0
1.22,34.2820014953613,0.342820014953613,0,0,1
0.98,38.7849998474121,0.387849998474121,0,9,1
1.04,35.7490005493164,0.357490005493164,0,11,1
0.94,41.5890007019043,0.415890007019043,0,0,1
2.16,5.3600001335144,0.053600001335144,0,10,0
1.46,26.0100002288818,0.260100002288818,0,0,1
0.05,8.36400032043457,0.0836400032043457,1,7,0
0.93,24.5009994506836,0.245009994506836,0,7,1
0.53,23.7919998168945,0.237919998168945,0,8,0
0.98,29.7159996032715,0.297159996032715,0,5,1
0.75,28,0.28,0,5,0
0.6,45.0279998779297,0.450279998779297,1,4,1
1.47,48.7729988098145,0.487729988098145,1,0,1
2.41,43.5589981079102,0.435589981079102,0,5,1
0.75,78.5329971313477,0.785329971313477,1,8,1
1.02,84.3929977416992,0.843929977416992,0,5,0
1.28,88.4189987182617,0.884189987182617,1,5,0
1.16,124.914001464844,1.24914001464844,1,5,0
1.46,150.210998535156,1.50210998535156,0,5,0
1.34,110.517997741699,1.10517997741699,1,5,0
2,79.3160018920898,0.793160018920898,1,0,1
1.15,41.9739990234375,0.419739990234375,0,6,1
1.09,59.7949981689453,0.597949981689453,0,10,1
1.38,102.73999786377,1.0273999786377,1,10,1
1.99,91.3730010986328,0.913730010986328,1,8,1
2.21,134.421005249023,1.34421005249023,0,8,1
1.67,152.891006469727,1.52891006469727,1,0,1
1.49,49.5449981689453,0.495449981689453,1,0,0
1.24,39.0690002441406,0.390690002441406,1,0,0
1.57,111.248001098633,1.11248001098633,1,5,1
0.75,69.3899993896484,0.693899993896484,1,0,1
1.19,28.882999420166,0.28882999420166,0,0,1
1.24,17.4820003509521,0.174820003509521,1,5,1
1.39,11.2089996337891,0.112089996337891,1,5,0
1.09,20.5739994049072,0.205739994049072,1,7,1
0.98,36.3489990234375,0.363489990234375,1,0,1
1.13,30.2099990844727,0.302099990844727,1,0,1
0.72,32.0999984741211,0.320999984741211,1,0,1
0.95,17.9969997406006,0.179969997406006,1,0,1
1.51,29.5340003967285,0.295340003967285,1,0,1
1.35,17.1539993286133,0.171539993286133,1,0,1
1.42,12.4029998779297,0.124029998779297,1,0,1
0.05,6.31099987030029,0.0631099987030029,1,0,0
1.43,38.1459999084473,0.381459999084473,1,10,0
1.45,144.143997192383,1.44143997192383,0,5,1
0.75,22.738000869751,0.22738000869751,0,0,0
0.98,10.3970003128052,0.103970003128052,0,8,0
0.05,3.17400002479553,0.0317400002479553,1,6,0
0.72,5.27199983596802,0.0527199983596802,1,0,1
0.28,6.76999998092651,0.0676999998092651,1,0,0
1.89,20.5139999389648,0.205139999389648,1,0,1
0.43,4.53800010681152,0.0453800010681152,1,5,0
1.72,36.0069999694824,0.360069999694824,0,9,0
1.92,29.4409999847412,0.294409999847412,0,0,0
0.42,6.37099981307983,0.0637099981307983,1,5,0
0.44,4.65700006484985,0.0465700006484985,1,13,0
0.55,17.6389999389648,0.176389999389648,1,10,0
0.37,7.82299995422363,0.0782299995422363,0,10,0
0.53,32.5060005187988,0.325060005187988,0,5,0
1.29,35.6689987182617,0.356689987182617,1,7,1
0.76,35.6689987182617,0.356689987182617,0,11,1
0.53,39.9550018310547,0.399550018310547,0,4,0
