Id,As,Lsg,Newstat,Oldstat,Func,Rel,Assn,Ed,Drink,Status,Howknow,Cucard,Survey,Change,Why,Time,Shift,Shtime,Fam,Knnosw,Nosw,Inc,Usenow,Nowsw,Comp,X,Y,Nearest,Distcw,Distpw,cw50,cw100,cw150,pw50,pw100,pw150
8098,75,0,0,2,1,1,1,0,23,0,2,1,1,0,,,,,,4,,,,,1,260126.3333,2633039.581,41.556,650.355,41.556,0,0,0,2,10,16
8099,97,0,0,0,1,1,1,0,23,2,,1,1,0,,,,,,,,,,8,1,260180.5937,2633052.901,7.778,607.168,7.778,0,0,0,2,7,15
8100,55,1,0,0,1,1,1,0,23,2,,0,0,0,,,,,,,,,,1,1,260179.5454,2633163.908,15.423,614.028,15.423,0,0,0,4,5,12
8126,208,0,0,2,1,1,0,10,23,0,2,1,1,0,,,,,,3,,,,,1,260319.0629,2632158.813,63.465,63.465,77.068,0,1,1,0,3,8
8128,63,0,0,3,1,1,0,5,23,1,2,1,1,0,,,,,,,,,,1,1,260587.3817,2632444.864,42.819,78.646,42.819,0,1,1,2,4,7
8129,76,0,0,0,1,1,0,9,23,1,3,1,1,0,,,,,,,,,,1,1,260466.3988,2632281.583,23.652,134.382,23.652,0,0,1,6,20,27
8142,120,0,0,0,1,1,0,7,23,0,3,0,0,0,,,,,,2,,,,,1,261537.0965,2633521.889,86.541,86.541,179.831,0,1,1,0,0,0
8144,118,0,0,0,1,1,1,6,23,0,3,0,0,0,,,,,,2,,,,,1,261542.2264,2633472.312,43.015,43.015,181.272,1,1,1,0,0,0
8150,126,0,0,0,1,1,0,15,23,0,3,1,1,0,,,,,,4,,,,,1,258538.405,2630133.894,17.004,437.766,17.004,0,0,0,5,11,18
8151,121,0,0,2,1,1,0,16,23,0,2,1,1,0,,,,,,2,,,,,1,258744.9117,2630102.751,167.025,572.501,167.025,0,0,0,0,0,0
8152,134,1,0,0,1,1,1,5,23,0,3,1,1,0,,,,,,2,,,,,1,258730.9372,2630110.74,157.937,557.41,157.937,0,0,0,0,0,0
8156,317,0,0,12,1,1,0,5,23,0,23,0,0,0,,,,,,4,,,,,1,254026.5073,2630819.645,7.593,143.291,7.593,0,0,1,4,6,12
8157,117,0,0,12,1,1,1,5,23,0,23,0,0,0,,,,,,4,,,,,1,254044.8326,2630837.802,16.031,167.488,16.031,0,0,0,3,9,13
8159,211,0,0,12,1,1,0,7,23,0,23,1,1,0,,,,,,4,,,,,1,254031.9529,2630559.889,143.242,246.387,143.242,0,0,0,0,0,2
8162,333,0,0,2,1,1,0,0,23,0,2,1,1,0,,,,,,2,,,,,1,259288.4486,2631930.488,57.761,77.524,57.761,0,1,1,0,1,2
8174,115,0,0,2,1,1,0,0,23,0,2,0,0,0,,,,,,3,,,,,1,256428.5469,2629316.378,35.09,35.09,70.335,1,1,1,0,2,3
8175,128,0,0,2,1,1,0,0,23,0,2,1,1,0,,,,,,4,,,,,1,256428.1977,2629315.83,34.446,34.446,70.262,1,1,1,0,2,3
8176,127,0,0,2,1,1,0,4,23,0,2,0,0,0,,,,,,4,,,,,1,256482.8931,2629364.035,92.12,105.295,92.12,0,0,1,0,1,3
8182,77,0,0,2,1,1,0,8,23,0,2,0,0,0,,,,,,1,,,,,1,259118.889,2631371.895,19.24,384.013,19.24,0,0,0,2,2,3
8185,82,0,0,12,1,1,0,2,23,0,12,0,0,0,,,,,,24,,,,,1,257035.618,2629887.366,35.439,389.729,35.439,0,0,0,3,20,36
8200,247,0,0,0,1,1,0,5,23,0,2,1,1,0,,,,,,1,,,,,1,254609.6117,2630334.565,99.91,572.63,99.91,0,0,0,0,0,1
8202,93,0,0,0,1,1,0,8,23,0,3,0,0,0,,,,,,2,,,,,1,261690.8346,2633220,28.145,278.999,28.145,0,0,0,2,6,10
8204,102,1,0,0,1,1,0,9,23,0,3,0,0,0,,,,,,2,,,,,1,261682.9969,2633249.676,5.972,251.239,5.972,0,0,0,2,6,9
8208,75,0,0,3,1,1,0,5,23,1,2,0,0,0,,,,,20,,,,,1,1,258365.7291,2630980.191,27.319,395.783,27.319,0,0,0,2,7,10
8209,117,0,0,3,1,1,0,5,23,1,2,1,1,0,,,,,15,,,,,,1,258343.696,2630973.726,16.344,381.877,16.344,0,0,0,3,6,9
8211,130,0,0,2,1,1,0,0,23,0,2,2,1,0,,,,,,4,,,,,1,258316.0273,2630904.565,48.684,307.457,48.684,0,0,0,1,3,12
8213,184,0,0,2,1,1,0,5,23,0,2,0,0,0,,,,,,5,,,,,1,258299.0069,2630852.216,58.845,252.421,58.845,0,0,0,0,4,13
8217,61,0,0,2,1,1,0,8,23,0,2,1,1,0,,,,,,1,,,,,1,254915.2736,2630708.908,16.837,438.856,16.837,0,0,0,2,2,3
8220,176,0,0,0,1,1,0,6,23,0,2,0,1,0,,,,,,1,,,,,1,254894.0745,2630761.901,13.256,483.249,13.256,0,0,0,2,2,4
8222,,0,0,1,1,1,0,12,23,0,1,2,1,0,,,,,,24,,,,,1,261618.4023,2633330.889,21.508,147.713,21.508,0,0,1,1,1,3
8223,138,0,0,1,1,1,0,5,23,0,1,2,1,0,,,,,,24,,,,,1,261336.7603,2633357.695,54.805,196.803,54.805,0,0,0,0,1,1
8224,175,0,0,12,1,1,0,4,23,0,12,1,1,0,,,,,,24,,,,,1,261225.7909,2633336.812,123.441,230.502,123.441,0,0,0,0,0,2
8225,58,0,0,12,1,1,0,6,23,1,2,1,1,0,,,,,,24,,,,,1,261203.6006,2633423.421,121.415,313.24,121.415,0,0,0,0,0,1
8226,88,0,0,12,1,1,0,12,23,1,2,0,0,0,,,,,,24,,,,,1,261258.3048,2633206.45,21.998,103.588,21.998,0,0,1,1,1,1
8228,228,0,0,2,1,1,0,12,23,0,2,0,0,0,,,,,,24,,,,,1,258998.6846,2630491.146,83.413,624.897,83.413,0,0,0,0,1,1
8229,155,0,0,2,1,1,0,7,2,0,2,0,0,0,,,,,,24,,,,,1,259186.6334,2630499.284,39.148,709.025,39.148,0,0,0,1,3,11
8230,203,0,0,12,1,1,1,4,23,0,12,1,1,0,,,,,,24,,,,,1,259162.2243,2630493.042,64.151,702.72,64.151,0,0,0,0,4,11
8232,99,0,0,2,1,1,0,0,23,0,2,0,0,0,,,,,,24,,,,,1,259230.4275,2630516.285,14.239,696.487,14.239,0,0,0,1,1,8
8234,58,0,0,3,1,1,0,0,23,1,2,0,0,0,,,,,,,,,,24,1,259192.8461,2630351.625,5.872,838.624,5.872,0,0,0,3,9,9
8240,278,1,0,0,1,1,1,14,23,0,23,2,1,0,,,,,,,,,,,1,254835.6606,2631216.836,46.636,46.636,106.882,1,1,1,0,0,1
8243,73,1,0,0,1,1,0,0,23,0,1,0,0,0,,,,,,,,,,,1,257126.8292,2629589.429,15.649,263.232,15.649,0,0,0,6,14,31
8244,64,1,0,0,1,1,0,0,23,1,2,0,0,0,,,,,,,,,,,1,257052.455,2629523.084,8.907,356.03,8.907,0,0,0,5,25,39
8247,55,0,0,0,1,1,0,0,23,2,,1,1,0,,,,,,,,,,24,1,257123.315,2629450.794,24.117,333.533,24.117,0,0,0,4,15,28
8248,59,0,0,0,1,1,0,5,23,1,12,1,1,0,,,,,,,,,,24,1,257083.1858,2629449.99,26.364,365.677,26.364,0,0,0,5,18,29
8257,78,0,0,2,1,1,1,5,1,0,2,0,0,0,,,,,,4,,,,,1,255211.9696,2630403.044,52.512,52.512,81.162,0,1,1,0,5,10
8261,247,0,0,12,1,1,1,5,23,0,23,0,0,0,,,,,,4,,,,,1,254013.3909,2630547.831,144.577,247.016,144.577,0,0,0,0,0,1
8262,367,0,0,12,1,1,0,0,23,0,23,1,1,0,,,,,,4,,,,,1,253966.4745,2630517.601,151.066,256.997,151.066,0,0,0,0,0,0
8265,309,0,0,2,1,1,1,10,23,0,2,1,1,0,,,,,,1,,,,,1,254579.1127,2631012.124,28.138,98.235,28.138,0,1,1,3,6,10
8268,162,0,0,2,1,1,1,6,2,0,2,1,1,0,,,,,,1,,,,,1,254496.8084,2630949.62,20.027,64.863,20.027,0,1,1,3,6,11
8269,91,0,0,0,1,1,1,7,23,0,3,0,0,0,,,,,,2,,,,,1,254492.5058,2630926.423,25.644,86.856,25.644,0,1,1,2,4,10
8273,70,1,0,0,1,1,1,4,23,0,3,1,1,0,,,,,,1,,,,,1,254432.3094,2630784.5,83.824,233.113,83.824,0,0,0,0,2,3
8278,72,0,0,12,1,2,0,12,23,0,23,2,1,0,,,,,,4,,,,,1,257185.4579,2631615.657,15.831,130.254,15.831,0,0,1,4,5,10
8279,64,0,0,12,1,1,0,5,23,0,23,0,0,0,,,,,,1,,,,,1,257256.7747,2631652.319,31.802,188.792,31.802,0,0,0,2,11,14
8280,107,0,0,12,1,1,0,5,23,0,23,0,0,0,,,,,,4,,,,,1,257270.103,2631687,2.097,225.66,2.097,0,0,0,4,10,17
8302,122,0,0,0,1,2,1,3,23,0,2,0,1,0,,,,,,1,,,,,1,254609.6917,2630289.132,54.525,576.37,54.525,0,0,0,0,1,1
8309,137,0,0,0,1,1,2,8,23,0,3,1,1,0,,,,,,1,,,,,1,256691.3754,2632008.825,72.076,356.436,72.076,0,0,0,0,1,7
8311,304,0,0,0,1,2,0,8,23,0,3,0,0,0,,,,,,1,,,,,1,256665.0769,2632223.68,10.63,179.503,10.63,0,0,0,2,8,13
8316,64,0,0,0,1,1,1,16,23,0,3,1,1,0,,,,,,1,,,,,1,257003.1902,2632451.247,20.325,234.042,20.325,0,0,0,5,13,17
8341,495,0,0,2,1,1,1,6,23,0,2,0,1,0,,,,,,1,,,,,1,254818.9598,2631354.707,36.549,113.145,36.549,0,0,1,1,2,3
8342,439,0,0,0,1,1,1,6,23,0,3,1,1,0,,,,,,1,,,,,1,254882.8683,2631364.89,60.708,114.133,60.708,0,0,1,0,2,4
8343,390,0,0,0,1,1,0,4,23,0,3,0,0,0,,,,,,1,,,,,1,254767.8658,2631388.63,54.34,163.217,54.34,0,0,0,0,3,5
8348,105,0,0,3,1,2,0,5,1,1,2,1,1,0,,,,,5,,,,,8,1,255450.4441,2631177.996,47.426,76.784,47.426,0,1,1,1,2,2
8352,142,0,0,0,1,1,0,0,23,0,2,0,0,0,,,,,,24,,,,,1,255415.4652,2631210.168,36.234,81.977,36.234,0,1,1,1,2,2
8353,133,0,0,0,1,1,0,0,23,2,,0,0,0,,,,,,,,,,1,1,255404.1927,2631176.746,33.816,109.031,33.816,0,0,1,1,2,2
8354,113,0,0,2,1,2,0,5,23,0,2,0,0,0,,,,,,24,,,,,1,255375.856,2631189.599,60.054,126.559,60.054,0,0,1,0,2,2
8369,94,0,0,12,1,1,1,5,23,0,23,1,1,0,,,,,,45,,,,,1,257256.3321,2631858.982,107.438,200.642,107.438,0,0,0,0,0,5
8370,89,0,0,12,1,1,1,5,23,0,23,1,1,0,,,,,,45,,,,,1,257284.4788,2631885.473,87.02,177.627,87.02,0,0,0,0,3,9
8373,55,0,0,0,1,1,0,0,23,2,,1,1,0,,,,,,,,,,8,1,257345.9791,2631904.386,34.053,183.018,34.053,0,0,0,2,5,13
8383,52,0,0,12,1,1,0,0,23,0,23,0,0,0,,,,,,1,,,,,1,257317.2201,2631689.349,14.383,252.819,14.383,0,0,0,8,12,17
8389,61,0,0,12,1,1,0,1,23,0,12,0,0,0,,,,,,24,,,,,1,258170.3698,2631860.854,21.547,667.29,21.547,0,0,0,6,12,18
8399,73,0,0,0,1,1,0,5,23,0,2,1,1,0,,,,,,4,,,,,1,257600.4187,2630657.242,74.252,91.942,74.252,0,1,2,0,4,6
8406,230,0,0,2,1,1,0,0,23,0,2,1,1,0,,,,,,3,,,,,1,257392.4846,2632782.49,37.099,181.211,50,0,0,0,1,4,7
8409,177,0,0,2,1,1,0,5,23,0,2,1,1,0,,,,,,4,,,,,1,257541.4477,2632656.258,68.001,114.7,68.001,0,0,1,0,3,5
8410,213,0,0,2,1,1,0,8,23,0,2,1,1,0,,,,,,4,,,,,1,257529.3882,2632656.645,61.332,124.163,61.332,0,0,1,0,3,5
8412,86,0,0,2,1,1,0,5,23,0,2,0,0,0,,,,,,24,,,,,1,258490.2301,2632197.533,27.925,387.802,27.925,0,0,0,4,15,23
8413,67,0,0,3,1,1,0,10,23,0,1,0,0,0,,,,,,4,,,,,1,258501.8507,2632211.559,22.29,385.431,22.29,0,0,0,2,16,21
8415,76,0,0,0,1,2,1,12,23,2,,0,0,0,,,,,,1,,,,,1,258432.8245,2632138.656,65.954,414.711,65.954,0,0,0,0,8,22
8418,200,0,0,2,1,2,0,6,23,0,2,0,0,0,,,,,,4,,,,,1,259106.5618,2632019.943,38.381,279.206,38.381,0,0,0,1,2,3
8419,52,0,0,3,1,1,1,7,23,1,2,1,1,0,,,,,2,,,,,,1,259072.582,2632051.165,34.218,254.776,34.218,0,0,0,1,2,3
8420,144,0,0,2,1,2,0,0,23,0,2,0,0,0,,,,,,4,,,,,1,259029.1931,2632119.479,109.475,238.698,109.475,0,0,0,0,0,3
8422,68,0,0,2,1,1,1,9,23,0,2,0,1,0,,,,,,1,,,,,1,256989.0386,2632347.326,45.348,197.282,45.348,0,0,0,1,8,20
8434,52,0,0,0,1,3,0,5,23,2,,0,0,0,,,,,,4,,,,,1,256509.365,2631413.341,34.406,505.359,34.406,0,0,0,2,14,29
8452,205,0,0,2,1,1,1,0,23,0,2,0,0,0,,,,,,4,,,,,1,258514.3698,2631882.257,18.223,330.132,18.223,0,0,0,1,5,11
8454,128,0,0,12,1,1,0,6,23,0,12,1,1,0,,,,,,24,,,,,1,258698.575,2631748.433,6.132,279.696,6.132,0,0,0,1,1,3
8455,162,0,0,12,1,1,0,5,23,0,12,1,1,0,,,,,,24,,,,,1,258720.0595,2631813.82,64.398,211.819,64.398,0,0,0,0,1,2
8456,152,0,0,12,1,1,0,5,23,0,12,0,0,0,,,,,,24,,,,,1,258651.9934,2631798.518,70.042,263.52,70.042,0,0,0,0,2,5
8457,80,0,0,2,1,1,1,3,23,0,2,1,1,0,,,,,,24,,,,,1,258590.0952,2631745.441,88.414,322.872,88.414,0,0,0,0,1,5
8458,59,0,0,2,1,1,0,0,23,0,12,0,0,0,,,,,,24,,,,,1,258746.6084,2631510.139,64.025,64.025,188.463,0,1,1,0,0,0
8459,53,0,0,2,1,1,0,2,23,0,2,0,0,0,,,,,,24,,,,,1,258767.7957,2631537.302,97.637,97.637,186.955,0,1,1,0,0,0
8460,172,0,0,12,1,1,0,4,23,0,12,1,1,0,,,,,,24,,,,,1,258923.6528,2631384.749,168.488,211.904,168.488,0,0,0,0,0,0
8465,65,1,0,13,1,1,0,0,23,1,12,1,2,0,,,,,,,,,,1,1,258130.8643,2633076.136,8.884,8.884,16.516,1,1,1,4,11,17
8471,153,0,0,2,1,1,0,0,23,2,,0,0,0,,,,,,,,,,8,1,258128.8047,2632993.62,30.89,82.169,30.89,0,1,1,3,10,16
8472,58,0,0,3,1,1,1,5,23,1,2,0,0,0,,,,,,,,,,24,1,258043.8465,2633024.774,15.728,108.231,15.728,0,0,1,6,11,16
8475,56,0,0,3,1,2,0,0,23,1,2,0,0,0,,,,,,,,,,1,1,258057.0082,2633069.984,23.231,82.831,23.231,0,1,1,5,15,17
8476,67,0,0,0,1,1,0,0,23,2,,1,1,0,,,,,,,,,,1,1,258113.4925,2633033.212,14.035,49.372,14.035,1,1,1,3,16,17
8478,317,0,0,2,1,1,0,0,23,0,2,0,0,0,,,,,,24,,,,,1,258181.3127,2632820.623,64.726,257.826,64.726,0,0,0,0,5,7
8479,268,0,0,2,1,1,0,5,23,0,2,0,0,0,,,,,,4,,,,,1,258185.4894,2632795.991,43.258,282.809,43.258,0,0,0,1,5,6
8480,164,0,0,2,1,1,0,13,23,0,2,1,1,0,,,,,,4,,,,,1,258239.7601,2632769.044,10.441,321.969,10.441,0,0,0,1,2,5
8492,200,0,0,12,1,1,0,5,23,0,23,0,0,0,,,,,,4,,,,,1,259211.2373,2632887.1,22.99,121.342,22.99,0,0,1,1,9,12
8496,67,0,0,12,1,1,1,12,23,0,23,1,1,0,,,,,,4,,,,,1,259036.2001,2632754.463,20.839,239.342,20.839,0,0,0,2,3,6
8502,152,0,0,2,1,1,0,5,23,0,2,0,0,0,,,,,,5,,,,,1,259138.3137,2632140.746,38.795,322.199,38.795,0,0,0,2,3,4
8507,188,0,0,2,1,1,1,9,23,0,2,0,0,0,,,,,,4,,,,,1,259289.2794,2632123.46,26.738,225.87,26.738,0,0,0,2,2,4
8508,61,0,0,3,1,1,0,0,23,1,2,0,0,0,,,,,2,,,,,1,1,258552.4285,2630332.741,7.255,272.597,7.255,0,0,0,6,11,18
8509,57,0,0,2,1,3,0,5,23,0,2,1,1,0,,,,,,14,,,,,1,258642.8183,2630279.709,7.27,373.165,7.27,0,0,0,4,10,16
8510,120,0,0,0,1,1,1,10,23,0,3,1,1,0,,,,,,2,,,,,1,258238.3867,2630193.933,11.494,372.611,11.494,0,0,0,9,26,43
8511,57,0,0,0,1,1,0,12,23,0,3,1,1,0,,,,,,1,,,,,1,258274.1381,2630207.556,13.164,347.915,13.164,0,0,0,6,20,43
8542,263,0,0,12,0,1,0,8,23,0,23,0,0,0,,,,,,4,,,,,1,258703.7916,2633029.262,46.631,87.49,46.631,0,1,1,1,2,4
8544,286,1,0,0,1,1,1,5,23,0,23,1,1,0,,,,,,,,,,,1,258708.5531,2632937.768,117.69,117.69,126.01,0,0,1,0,0,1
8546,128,0,0,12,1,1,1,5,23,0,23,0,0,0,,,,,,45,,,,,1,258793.7613,2632992.858,114.545,177.018,114.545,0,0,0,0,0,5
8567,280,0,0,2,1,1,0,6,23,0,2,1,1,0,,,,,,24,,,,,1,260071.201,2632604.848,79.585,490.918,79.585,0,0,0,0,2,6
8573,55,0,0,0,1,1,0,10,23,0,2,0,0,0,,,,,,4,,,,,1,259047.0463,2630935.779,32.161,278.018,32.161,0,0,0,5,15,21
8574,64,0,0,2,1,1,0,5,23,0,2,1,1,0,,,,,,2,,,,,1,259034.7624,2630943.185,35.222,263.855,35.222,0,0,0,8,14,21
8578,73,0,0,0,1,1,0,0,23,0,2,1,1,0,,,,,,2,,,,,1,259031.7896,2630917.75,55.647,278.911,55.647,0,0,0,0,13,20
8593,66,0,0,0,1,1,2,8,23,0,3,0,0,0,,,,,,2,,,,,1,256705.4258,2632824.132,10.132,481.122,10.132,0,0,0,8,28,56
8601,234,0,0,0,1,1,0,0,23,0,2,1,1,0,,,,,,4,,,,,1,258597.0302,2631233.956,48.301,250.526,48.301,0,0,0,1,3,4
8603,72,0,0,3,1,1,0,10,23,1,2,0,0,0,,,,,,,,,,5,1,258424.9985,2631323.624,71,323.431,71,0,0,0,0,2,3
8604,126,0,0,0,1,1,1,5,23,0,3,1,1,0,,,,,,1,,,,,1,257238.5531,2630210.843,38.857,164.757,38.857,0,0,0,1,11,17
8608,73,0,0,0,1,1,1,10,23,0,3,1,1,0,,,,,,4,,,,,1,257438.7418,2630107.024,79.903,389.91,79.903,0,0,0,0,2,2
8609,57,0,0,0,1,1,1,7,23,0,3,1,1,0,,,,,,4,,,,,1,257463.2101,2630025.356,134.595,370.084,134.595,0,0,0,0,0,1
8610,98,0,0,0,1,1,1,8,23,0,3,1,1,0,,,,,,4,,,,,1,257481.2687,2630017.667,153.546,367.216,153.546,0,0,0,0,0,0
8612,88,0,0,0,1,1,0,10,23,0,3,1,1,0,,,,,,1,,,,,1,257161.649,2630236.695,14.858,83.989,14.858,0,1,1,4,16,21
8618,53,0,0,0,1,1,0,14,23,1,3,0,0,0,,,,,,,,,,1,1,256358.1464,2632788.793,9.977,616.329,9.977,0,0,0,2,16,44
8621,96,0,0,2,1,3,0,0,23,0,2,1,1,0,,,,,,1,,,,,1,257994.6683,2632025.199,26.32,665.325,26.32,0,0,0,4,17,28
8624,52,0,0,13,1,1,1,5,23,1,12,1,1,0,,,,,1,,,,,1,1,257882.3655,2632017.105,19.347,617.78,19.347,0,0,0,7,17,35
8627,108,0,0,0,1,2,1,3,23,2,,0,0,0,,,,,,,,,,5,1,257957.5959,2631952.687,21.386,708.794,21.386,0,0,0,2,11,24
8646,51,0,0,2,1,1,0,4,23,1,2,1,1,0,,,,,,1,,,,,1,256301.2458,2632861.223,7.708,630.377,7.708,0,0,0,9,26,44
8648,64,0,0,2,1,1,0,3,23,0,2,0,0,0,,,,,,1,,,,,1,256304.6577,2632821.644,22.842,612.969,22.842,0,0,0,5,17,43
16,304,1,0,0,1,3,0,0,0,0,2,1,1,1,1,12,,,,,,,,,1,260751.8072,2632789.515,34.504,34.504,114.701,1,1,1,0,0,2
47,274,0,0,2,1,1,0,10,0,0,2,1,1,1,1,24,,,,,,,,,1,90.65025,23.78635,107.691,155.858,107.691,0,0,0,0,0,3
50,275,0,0,2,1,1,0,0,0,0,1,1,1,1,1,30,,,,,,,,,1,90.65025,23.78635,107.691,155.858,107.691,0,0,0,0,0,3
51,291,0,0,2,1,1,0,0,0,0,12,1,1,1,1,24,,,,,,,,,1,90.65194,23.7892,54.57,94.414,54.57,0,1,1,0,1,4
52,83,1,0,0,1,1,0,0,1,0,1,0,0,1,1,24,,,,2,,,,,1,90.65194,23.7892,54.57,94.414,54.57,0,1,1,0,1,4
53,367,1,0,2,1,1,1,5,0,0,12,1,1,1,1,24,,,,,,,,,1,90.65194,23.7892,54.57,94.414,54.57,0,1,1,0,1,4
54,290,0,0,2,1,1,0,0,0,0,12,1,1,1,1,24,,,,,,,,,1,90.65194,23.7892,54.57,94.414,54.57,0,1,1,0,1,4
55,78,2,0,2,1,1,1,10,0,0,2,1,1,1,1,36,,,,,,,,,1,90.65194,23.7892,54.57,94.414,54.57,0,1,1,0,1,4
56,340,2,0,0,0,1,1,7,0,0,2,1,1,1,1,24,,,,,,,,,1,90.65194,23.7892,54.57,94.414,54.57,0,1,1,0,1,4
57,267,3,0,0,0,1,1,0,0,0,2,0,0,1,1,24,,,,,,,,,1,260772.2517,2632874.866,72.541,112.426,72.541,0,0,1,0,3,7
284,442,0,0,2,1,1,1,5,0,0,12,1,1,1,1,20,,,,,,,,,1,257752.7478,2632578.663,41.104,126.088,41.104,0,0,1,1,1,1
285,412,2,0,2,1,2,0,3,1,0,2,1,1,1,1,12,,,,2,,,,,1,257749.2139,2632570.596,46.24,122.873,46.24,0,0,1,1,1,1
288,446,0,0,12,1,2,0,5,0,0,12,1,1,1,1,12,,,,,,,,,1,257716.7787,2632551.748,61.571,94.287,61.571,0,1,1,0,1,1
290,404,0,0,2,1,1,1,0,1,0,12,1,1,1,1,12,,,,2,,,,,1,257703.4616,2632537.936,78.415,87.316,78.415,0,1,1,0,1,1
291,332,0,0,2,1,1,0,5,0,0,2,1,0,1,1,12,,,,,,,,,1,257701.1977,2632554.964,63.502,78.464,63.502,0,1,1,0,1,1
295,141,0,0,0,1,1,0,5,0,0,2,1,1,1,1,12,,,,,,,,,1,257692.816,2632490.836,110.609,110.609,126.529,0,0,1,0,0,1
296,234,0,0,2,1,1,1,0,0,0,2,1,1,1,1,12,,,,,,,,,1,257697.4465,2632493.344,111.49,111.49,122.862,0,0,1,0,0,1
297,150,0,0,2,1,1,0,0,0,0,2,1,1,1,1,12,,,,,,,,,1,257638.1627,2632403.66,176.197,176.197,218.088,0,0,0,0,0,0
300,135,0,0,2,1,3,3,0,0,0,12,0,0,1,1,6,,,,,,,,,1,257623.737,2632557,22.671,22.671,118.706,1,1,1,0,0,1
376,103,0,0,2,0,1,1,0,0,0,12,1,1,1,1,4,,,,,,,,,1,257151.6307,2631483.625,14.534,14.534,53.678,1,1,1,0,1,6
377,71,0,0,2,1,1,1,0,0,0,12,1,1,1,1,4,,,,,,,,,1,257154.9784,2631460.299,28.712,28.712,74.422,1,1,1,0,1,5
378,216,0,0,2,1,1,1,0,23,0,12,1,0,1,1,4,,,,,,,,,1,257176.3721,2631469.174,20.64,20.64,81.439,1,1,1,0,1,3
379,170,0,0,12,1,2,0,5,0,0,12,1,1,1,1,4,,,,,,,,,1,257182.7508,2631454.293,36.75,36.75,96.363,1,1,1,0,1,3
380,184,1,0,2,1,1,0,5,1,0,12,1,1,1,1,4,,,,2,,,,,1,257158.8483,2631437.704,49.68,49.68,96.048,1,1,1,0,1,2
385,301,0,0,2,1,2,0,10,1,0,12,1,1,1,1,4,,,,2,,,,,1,257264.2611,2631358.925,137.9,161.471,137.9,0,0,0,0,0,1
421,277,0,0,12,1,2,0,7,1,0,12,0,0,1,1,12,,,,2,,,,,1,257440.9998,2630799.897,70.774,70.774,97.383,0,1,1,0,1,3
446,72,0,0,2,0,1,0,0,0,0,12,1,1,1,1,8,,,,,,,,,1,257089.2015,2630295.16,21.571,21.571,30.913,1,1,1,5,11,21
791,120,0,0,0,1,1,0,10,0,0,1,0,0,1,1,24,,,,,,,,,1,256633.8515,2634155.397,43.272,1157.134,43.272,0,0,0,1,5,16
893,304,0,0,2,1,1,1,0,0,0,12,1,1,1,1,24,,,,,,,,,1,259636.9804,2631877.233,72.53,72.645,72.53,0,2,2,0,1,1
902,263,0,0,12,1,1,1,0,23,0,12,1,1,1,1,12,,,,,,,,,1,259543.3026,2631793.285,81.379,81.379,136.613,0,2,2,0,0,1
903,330,0,0,0,1,2,1,0,2,0,12,1,1,1,1,12,,,,,,,,,1,259523.5496,2631801.185,81.132,81.132,155.08,0,2,2,0,0,0
904,325,0,0,2,1,1,0,6,0,0,12,1,1,1,1,24,,,,,,,,,1,259525.6586,2631836.053,51.709,51.709,153.288,0,2,2,0,0,0
905,153,2,0,2,1,3,0,5,1,0,23,1,1,1,1,12,,,,2,,,,,1,259520.0518,2631836.146,55.779,55.779,158.865,0,2,2,0,0,0
906,260,0,0,2,1,1,0,5,0,0,12,0,0,1,1,12,,,,,,,,,1,259535.6598,2631875.407,26.973,26.973,153.561,2,2,2,0,0,0
907,315,1,0,2,0,2,0,5,0,0,12,0,0,1,1,12,,,,,,,,,1,259534.3957,2631881.153,29.406,29.406,156.981,2,2,2,0,0,0
908,200,2,0,0,1,3,0,0,0,0,2,1,1,1,1,12,,,,,,,,,1,259547.7359,2631896.444,28.215,28.215,152.258,2,2,2,0,0,0
910,368,1,0,0,0,2,0,0,0,0,12,1,1,1,1,12,,,,,,,,,1,259535.7172,2631940.228,72.932,72.932,187.891,0,2,2,0,0,0
911,256,0,0,2,1,2,0,0,0,0,12,1,1,1,1,12,,,,,,,,,1,259510.8635,2631927.529,75.526,75.526,200.053,0,2,3,0,0,0
914,525,1,0,2,1,3,0,0,0,0,12,1,1,1,1,12,,,,,,,,,1,259607.9515,2631776.883,80.68,104.884,80.68,0,0,2,0,1,1
915,159,0,0,2,1,1,0,0,1,0,12,0,0,1,1,12,,,,2,,,,,1,259506.5911,2631793.156,96.94,96.94,172.892,0,2,2,0,0,0
916,221,0,0,2,1,1,0,0,0,0,12,1,1,1,1,12,,,,,,,,,1,259453.4097,2631834.853,115.327,115.327,209.013,0,0,3,0,0,0
917,242,0,0,2,1,1,0,3,0,0,12,0,0,1,1,30,,,,,,,,,1,259440.6485,2631833.957,108.547,108.547,196.226,0,0,3,0,0,0
918,236,0,0,2,1,1,0,0,0,0,12,0,0,1,1,30,,,,,,,,,1,259442.5099,2631874.37,86.937,86.937,206.014,0,1,3,0,0,0
920,122,0,0,2,1,1,0,0,0,0,12,1,1,1,1,12,,,,,,,,,1,259468.3229,2631873.202,94.142,94.142,216.807,0,2,3,0,0,0
924,191,2,0,2,1,1,0,0,0,2,,1,1,1,1,12,,,,,,,,,1,259516.2982,2631865.941,46.61,46.61,168.668,2,2,2,0,0,0
925,233,1,0,0,1,1,0,0,0,0,12,1,1,1,1,12,,,,,,,,,1,259503.7207,2631906.779,68.074,68.074,195.734,0,2,3,0,0,0
