Age	Male	Year	Deaths	Population	Rate
63	1	2008	1129	97836	1154.0
63	1	2009	1130	101469	1113.6
63	1	2010	1317	111867	1177.3
63	1	2011	1349	120856	1116.2
63	1	2012	1487	124887	1190.7
63	1	2013	1452	134568	1079.0
64	0	1999	665	69640	954.9
64	0	2000	599	70785	846.2
64	0	2001	635	72688	873.6
64	0	2002	664	76265	870.6
64	0	2003	635	78879	805.0
64	0	2004	665	84833	783.9
64	0	2005	667	84944	785.2
64	0	2006	715	89846	795.8
64	0	2007	717	98204	730.1
64	0	2008	822	103395	795.0
64	0	2009	759	109197	695.1
64	0	2010	837	113796	735.5
64	0	2011	953	130414	730.7
64	0	2012	995	135386	734.9
64	0	2013	967	139811	691.6
64	1	1999	847	58335	1452.0
64	1	2000	856	58960	1451.8
64	1	2001	885	61029	1450.1
64	1	2002	924	64918	1423.3
64	1	2003	955	67347	1418.0
64	1	2004	963	72088	1335.9
64	1	2005	1035	72538	1426.8
64	1	2006	1026	75948	1350.9
64	1	2007	1105	82444	1340.3
64	1	2008	1074	86635	1239.7
64	1	2009	1178	95242	1236.8
64	1	2010	1201	98277	1222.1
64	1	2011	1334	114267	1167.4
64	1	2012	1381	119588	1154.8
64	1	2013	1557	123642	1259.3
