MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
7,2002,21,4182678,2130736,2051942,1662621,1577966,301573,309411,26537,24273,96401,95537,5396,5061,38208,39694,1727483,1715211,1293297,1272648,285852,294012,18401,17905,93591,92824,4041,3988,32301,33834,403253,336731,369324,305318,15721,15399,8136,6368,2810,2713,1355,1073,5907,5860
7,2002,22,4145736,2108849,2036887,1646289,1563808,298252,309312,25845,23452,97103,97292,5719,5021,35641,38002,1695171,1695871,1267139,1254066,282250,293835,17667,17150,94222,94589,4261,3974,29632,32257,413678,341016,379150,309742,16002,15477,8178,6302,2881,2703,1458,1047,6009,5745
7,2002,23,3936927,2004943,1931984,1569830,1480846,275624,292059,24770,21817,96300,97523,5554,4900,32865,34839,1605590,1604026,1203800,1183559,260412,276629,16599,15786,93455,94881,4104,3871,27220,29300,399353,327958,366030,297287,15212,15430,8171,6031,2845,2642,1450,1029,5645,5539
7,2002,24,3819528,1942703,1876825,1529254,1443845,258795,276118,23804,21081,94961,98652,5334,4735,30555,32394,1540728,1547581,1160242,1144252,243592,260996,15542,15292,92244,95967,3943,3721,25165,27353,401975,329244,369012,299593,15203,15122,8262,5789,2717,2685,1391,1014,5390,5041
7,2002,25,3779169,1916744,1862425,1509504,1427909,250684,274014,23545,21071,98556,103304,5292,4692,29163,31435,1517223,1527254,1142100,1123091,236240,258797,15481,15175,95863,100746,3894,3595,23645,25850,399521,335171,367404,304818,14444,15217,8064,5896,2693,2558,1398,1097,5518,5585
7,2002,26,3669915,1856790,1813125,1462267,1387581,237269,263495,22203,20059,102469,107661,5025,4575,27557,29754,1463559,1479139,1099510,1083095,223431,248557,14628,14408,99887,105118,3670,3480,22433,24481,393231,333986,362757,304486,13838,14938,7575,5651,2582,2543,1355,1095,5124,5273
7,2002,27,3791713,1914753,1876960,1509768,1436905,241746,270807,21713,19959,109233,115327,5061,4436,27232,29526,1519970,1538834,1144925,1128344,228138,255589,14389,14415,106711,112831,3735,3452,22072,24203,394783,338126,364843,308561,13608,15218,7324,5544,2522,2496,1326,984,5160,5323
7,2002,28,3682001,1857165,1824836,1462922,1396219,233502,261624,21159,20537,108759,114152,4644,4179,26179,28125,1480035,1495701,1114320,1096311,220619,247282,14191,14181,106265,111716,3496,3229,21144,22982,377130,329135,348602,299908,12883,14342,6968,6356,2494,2436,1148,950,5035,5143
7,2002,29,3768542,1897302,1871240,1490952,1429573,243183,271804,21568,20822,110635,116882,4623,4119,26341,28040,1520796,1539980,1142839,1127746,230422,257262,14597,14534,108160,114477,3478,3173,21300,22788,376506,331260,348113,301827,12761,14542,6971,6288,2475,2405,1145,946,5041,5252
7,2002,30,3994164,2012465,1981699,1591365,1523502,254661,284714,21800,21453,113054,119306,4510,4223,27075,28501,1636129,1649322,1243262,1220633,241899,270110,15044,15129,110663,116855,3371,3236,21890,23359,376336,332377,348103,302869,12762,14604,6756,6324,2391,2451,1139,987,5185,5142
7,2002,31,4210913,2112815,2098098,1685362,1629132,263109,297892,22338,21779,110082,116268,4487,4226,27437,28801,1745331,1767804,1345497,1327983,250439,283207,15671,15765,107669,113781,3417,3205,22638,23863,367484,330294,339865,301149,12670,14685,6667,6014,2413,2487,1070,1021,4799,4938
7,2002,32,4330977,2184931,2146046,1747960,1672274,269825,300233,22287,21677,112996,118837,4632,4293,27231,28732,1808667,1815633,1400050,1370636,256688,285650,15439,15708,110501,116341,3573,3360,22416,23938,376264,330413,347910,301638,13137,14583,6848,5969,2495,2496,1059,933,4815,4794
7,2002,33,4095531,2058617,2036914,1653956,1595604,248882,277413,21299,20682,105360,112269,4117,3978,25003,26968,1712866,1728276,1334179,1313825,236892,264169,14987,14831,103163,109902,3191,3133,20454,22416,345751,308638,319777,281779,11990,13244,6312,5851,2197,2367,926,845,4549,4552
7,2002,34,4026721,2019285,2007436,1619510,1568850,249768,280198,20795,20748,101146,108552,3944,3883,24122,25205,1680334,1703280,1306200,1291358,237846,267132,14662,14805,98983,106231,3031,3047,19612,20707,338951,304156,313310,277492,11922,13066,6133,5943,2163,2321,913,836,4510,4498
7,2002,35,4050190,2025303,2024887,1634185,1593174,249097,280997,20788,21276,94251,100805,3906,3903,23076,24732,1700194,1729127,1333537,1323229,237825,268495,14688,15278,92221,98694,3043,3054,18880,20377,325109,295760,300648,269945,11272,12502,6100,5998,2030,2111,863,849,4196,4355
7,2002,36,4168398,2084490,2083908,1676892,1635857,262717,294583,21497,21717,95818,102427,3996,3879,23570,25445,1758415,1788499,1375632,1366194,251106,281965,15389,15808,93771,100355,3084,3036,19433,21141,326075,295409,301260,269663,11611,12618,6108,5909,2047,2072,912,843,4137,4304
7,2002,37,4459389,2229027,2230362,1799092,1757573,279618,313874,22588,22737,99444,105756,4078,4098,24207,26324,1901330,1930402,1496025,1483028,268179,301477,16247,16976,97396,103563,3188,3217,20295,22141,327697,299960,303067,274545,11439,12397,6341,5761,2048,2193,890,881,3912,4183
7,2002,38,4538848,2258080,2280768,1833181,1809116,275417,311879,22700,23218,98254,106013,4165,3991,24363,26551,1944643,1988190,1543633,1541121,264248,299925,16597,17582,96280,103884,3346,3182,20539,22496,313437,292578,289548,267995,11169,11954,6103,5636,1974,2129,819,809,3824,4055
7,2002,39,4534393,2250872,2283521,1831617,1818027,271136,307234,22400,22528,97719,105335,3867,3977,24133,26420,1954890,2002939,1558211,1561432,260578,295562,16656,16995,95819,103264,3115,3218,20511,22468,295982,280582,273406,256595,10558,11672,5744,5533,1900,2071,752,759,3622,3952
7,2002,40,4551912,2260679,2291233,1850781,1836242,269178,304385,22176,22769,90554,98132,3917,3810,24073,25895,1972511,2019382,1584276,1587185,259304,293490,16529,17307,88706,96133,3119,3045,20577,22222,288168,271851,266505,249057,9874,10895,5647,5462,1848,1999,798,765,3496,3673
7,2002,41,4610846,2284301,2326545,1878196,1870581,269342,306202,21593,22622,87527,97756,3742,3784,23901,25600,2009072,2064495,1623734,1630191,259845,295545,16225,17843,85632,95830,3009,3059,20627,22027,275229,262050,254462,240390,9497,10657,5368,4779,1895,1926,733,725,3274,3573
7,2002,42,4699196,2339185,2360011,1912872,1887140,283311,317256,22202,23065,92705,102290,3961,3889,24134,26371,2058663,2096094,1653332,1645336,273379,306312,16882,18137,90909,100325,3253,3172,20908,22812,280522,263917,259540,241804,9932,10944,5320,4928,1796,1965,708,717,3226,3559
7,2002,43,4515522,2235579,2279943,1838900,1834502,264284,299748,20634,21670,85391,95593,3627,3399,22743,25031,1985455,2039177,1607951,1613851,255446,289831,15759,17140,83656,93789,2964,2808,19679,21758,250124,240766,230949,220651,8838,9917,4875,4530,1735,1804,663,591,3064,3273
7,2002,44,4511955,2233678,2278277,1841544,1841508,259208,292075,20580,21196,86240,95984,3418,3217,22688,24297,1996446,2048544,1622760,1630965,250732,282561,15772,16952,84666,94253,2816,2670,19700,21143,237232,229733,218784,210543,8476,9514,4808,4244,1574,1731,602,547,2988,3154
7,2002,45,4461379,2200968,2260411,1818958,1829561,254173,289104,19916,20779,82466,93790,3286,3173,22169,24004,1973874,2037271,1609602,1624947,245915,279817,15404,16713,80941,92245,2755,2619,19257,20930,227094,223140,209356,204614,8258,9287,4512,4066,1525,1545,531,554,2912,3074
7,2002,46,4301101,2120188,2180913,1753992,1763599,242298,276627,18808,19920,81134,94368,3063,3130,20893,23269,1905775,1968666,1556175,1569087,234485,267853,14568,16091,79720,92789,2552,2586,18275,20260,214413,212247,197817,194512,7813,8774,4240,3829,1414,1579,511,544,2618,3009
7,2002,47,4330110,2140507,2189603,1771815,1773778,243328,275916,19032,19545,82532,94775,3035,3110,20765,22479,1928512,1981743,1576409,1583219,235409,267131,14868,15867,81143,93244,2514,2585,18169,19697,211995,207860,195406,190559,7919,8785,4164,3678,1389,1531,521,525,2596,2782
7,2002,48,4143330,2035358,2107972,1693926,1717191,225603,259522,17733,18790,76054,88249,2820,2943,19222,21277,1844899,1916114,1518718,1541322,218274,251569,14021,15331,74756,86816,2389,2479,16741,18597,190459,191858,175208,175869,7329,7953,3712,3459,1298,1433,431,464,2481,2680
7,2002,49,4016368,1969476,2046892,1644943,1674856,212407,245257,16754,17741,73771,85785,2665,2784,18936,20469,1792139,1864512,1481781,1507494,205665,237811,13239,14517,72604,84445,2242,2345,16608,17900,177337,182380,163162,167362,6742,7446,3515,3224,1167,1340,423,439,2328,2569
7,2002,50,3881009,1902885,1978124,1595411,1621455,201451,235908,15948,16846,70129,82133,2581,2584,17365,19198,1736760,1807827,1442548,1465112,195131,229002,12805,13783,69032,80890,2147,2219,15097,16821,166125,170297,152863,156343,6320,6906,3143,3063,1097,1243,434,365,2268,2377
7,2002,51,3797199,1857726,1939473,1554235,1587350,201422,234657,15502,16222,67206,80211,2479,2531,16882,18502,1696187,1773916,1405158,1435339,195417,227926,12565,13351,66133,79025,2080,2137,14834,16138,161539,165557,149077,152011,6005,6731,2937,2871,1073,1186,399,394,2048,2364
7,2002,52,3785188,1854284,1930904,1545111,1574220,202570,234055,15466,15998,72146,85686,2579,2594,16412,18351,1694728,1765066,1397953,1421630,196520,227286,12543,13260,71056,84479,2195,2218,14461,16193,159556,165838,147158,152590,6050,6769,2923,2738,1090,1207,384,376,1951,2158
7,2002,53,3650409,1782978,1867431,1500818,1538976,184159,215936,14289,15032,65737,77776,2337,2352,15638,17359,1639003,1717192,1367926,1400706,178779,209952,11751,12522,64817,76748,1979,2007,13751,15257,143975,150239,132892,138270,5380,5984,2538,2510,920,1028,358,345,1887,2102
7,2002,54,3626101,1770221,1855880,1503025,1545580,173832,203398,13781,14531,62281,73317,2182,2143,15120,16911,1633884,1710944,1377075,1411679,168870,197853,11332,12216,61393,72336,1868,1824,13346,15036,136337,144936,125950,133901,4962,5545,2449,2315,888,981,314,319,1774,1875
7,2002,55,3788111,1847760,1940351,1595472,1646423,163211,192446,13829,14105,58028,68198,1945,2029,15275,17150,1718854,1801978,1476066,1518575,158643,187157,11511,11885,57184,67272,1689,1712,13761,15377,128906,138373,119406,127848,4568,5289,2318,2220,844,926,256,317,1514,1773
7,2002,56,2846712,1382872,1463840,1175422,1219607,132817,159537,10755,11177,50251,58231,1856,1813,11771,13475,1270022,1341224,1070768,1106227,128804,154731,8831,9328,49599,57482,1575,1544,10445,11912,112850,122616,104654,113380,4013,4806,1924,1849,652,749,281,269,1326,1563
7,2002,57,2833628,1374045,1459583,1170223,1218791,131863,159056,10327,11096,48375,56007,1711,1832,11546,12801,1266127,1343416,1069913,1110970,128185,154798,8554,9312,47691,55285,1486,1568,10298,11483,107918,116167,100310,107821,3678,4258,1773,1784,684,722,225,264,1248,1318
7,2002,58,2792832,1348687,1444145,1157031,1217648,124321,150179,9819,10371,45269,51891,1560,1616,10687,12440,1250812,1334439,1065962,1115535,120907,146276,8239,8813,44731,51208,1362,1398,9611,11209,97875,109706,91069,102113,3414,3903,1580,1558,538,683,198,218,1076,1231
7,2002,59,2881784,1387713,1494071,1201943,1271919,121680,150155,9451,10102,42300,48309,1457,1495,10882,12091,1295474,1389337,1116177,1174665,118362,146246,8028,8560,41793,47635,1273,1311,9841,10920,92239,104734,85766,97254,3318,3909,1423,1542,507,674,184,184,1041,1171
7,2002,60,2540735,1217335,1323400,1048268,1119113,108951,136422,8590,9064,40630,46875,1336,1379,9560,10547,1133698,1228135,970217,1030424,106149,132949,7324,7755,40173,46280,1172,1190,8663,9537,83637,95265,78051,88689,2802,3473,1266,1309,457,595,164,189,897,1010
7,2002,61,2370358,1131638,1238720,970587,1043255,104306,131504,8063,8519,38617,44283,1316,1307,8749,9852,1051662,1148016,896019,958709,101499,128197,6851,7336,38176,43777,1152,1121,7965,8876,79976,90704,74568,84546,2807,3307,1212,1183,441,506,164,186,784,976
7,2002,62,2306156,1098596,1207560,937083,1012451,105081,132336,7809,8184,38818,43672,1274,1357,8531,9560,1019729,1116856,863572,927896,102276,129011,6643,7051,38355,43140,1102,1171,7781,8587,78867,90704,73511,84555,2805,3325,1166,1133,463,532,172,186,750,973
7,2002,63,2195850,1045297,1150553,898647,973858,95066,119785,7086,7632,35440,39523,1175,1206,7883,8549,972448,1066155,830630,895119,92547,116642,6041,6584,35027,39035,1030,1043,7173,7732,72849,84398,68017,78739,2519,3143,1045,1048,413,488,145,163,710,817
7,2002,64,2147166,1015731,1131435,874504,957338,92248,118609,6660,7257,33710,38629,1085,1228,7524,8374,946553,1049942,809906,881445,89841,115526,5702,6140,33331,38165,942,1073,6831,7593,69178,81493,64598,75893,2407,3083,958,1117,379,464,143,155,693,781
7,2002,65,2025379,952282,1073097,819937,908359,86686,112201,6212,6758,31624,36967,998,1041,6825,7771,887820,995331,759727,835896,84441,109280,5291,5730,31279,36494,866,922,6216,7009,64462,77766,60210,72463,2245,2921,921,1028,345,473,132,119,609,762
7,2002,66,1986541,928349,1058192,800681,895593,84755,111833,5749,6490,29711,35889,911,969,6542,7418,866523,982952,742813,825354,82576,109007,4925,5566,29404,35471,803,853,6002,6701,61826,75240,57868,70239,2179,2826,824,924,307,418,108,116,540,717
7,2002,67,1986526,922458,1064068,797090,902328,83945,111567,5508,6391,28818,35371,898,1042,6199,7369,861285,988565,739719,831744,81911,108868,4717,5428,28496,34991,808,883,5634,6651,61173,75503,57371,70584,2034,2699,791,963,322,380,90,159,565,718
7,2002,68,1821142,840036,981106,727690,833107,75074,101813,4861,5581,25822,32948,836,912,5753,6745,785950,913708,677025,770140,73247,99387,4141,4732,25538,32573,752,776,5247,6100,54086,67398,50665,62967,1827,2426,720,849,284,375,84,136,506,645
7,2002,69,1818893,831542,987351,724048,841458,72009,100289,4543,5470,24728,32772,761,821,5453,6541,780896,922415,676623,780751,70324,97918,3876,4678,24452,32417,665,720,4956,5931,50646,64936,47425,60707,1685,2371,667,792,276,355,96,101,497,610
7,2002,70,1792760,813765,978995,714543,842282,66494,94145,4221,5237,22742,30359,699,788,5066,6184,764826,916034,668415,783294,64993,91957,3639,4476,22513,30015,614,673,4652,5619,48939,62961,46128,58988,1501,2188,582,761,229,344,85,115,414,565
7,2002,71,1782107,802655,979452,709108,848173,62675,90093,3924,4689,21559,29732,671,755,4718,6010,755052,917957,664305,790481,61194,87996,3314,3975,21364,29405,583,648,4292,5452,47603,61495,44803,57692,1481,2097,610,714,195,327,88,107,426,558
7,2002,72,1797946,800131,997815,705364,862418,63690,94023,3943,4736,21829,29861,632,754,4673,6023,753081,935770,661085,804152,62184,91959,3362,4014,21609,29535,556,642,4285,5468,47050,62045,44279,58266,1506,2064,581,722,220,326,76,112,388,555
7,2002,73,1697450,749112,948338,664882,824783,56504,85966,3418,4255,19444,27150,560,664,4304,5520,706914,891830,625125,771782,55210,84031,2896,3571,19260,26850,492,571,3931,5025,42198,56508,39757,53001,1294,1935,522,684,184,300,68,93,373,495
7,2002,74,1679791,731547,948244,651792,828595,53537,83618,3120,4038,18483,25968,517,624,4098,5401,692004,894801,614441,778427,52400,81763,2663,3436,18287,25689,453,545,3760,4941,39543,53443,37351,50168,1137,1855,457,602,196,279,64,79,338,460
7,2002,75,1620812,696076,924736,621728,811203,50167,80058,2901,3817,17115,23868,419,634,3746,5156,660280,875617,587914,765070,49099,78393,2479,3258,16959,23616,371,551,3458,4729,35796,49119,33814,46133,1068,1665,422,559,156,252,48,83,288,427
7,2002,76,1554475,655316,899159,585633,790057,47517,77277,2586,3553,15706,22775,400,568,3474,4929,621957,852264,554102,745937,46510,75749,2229,3032,15577,22523,335,502,3204,4521,33359,46895,31531,44120,1007,1528,357,521,129,252,65,66,270,408
7,2002,77,1522890,629601,893289,563629,788449,44367,74850,2478,3442,15550,21331,363,489,3214,4728,598963,848699,534629,746564,43532,73329,2115,2939,15404,21092,325,425,2958,4350,30638,44590,29000,41885,835,1521,363,503,146,239,38,64,256,378
7,2002,78,1436185,583772,852413,524405,757360,39772,67843,2268,3102,14144,19249,359,465,2824,4394,555657,812402,497787,719704,38984,66518,1949,2656,14007,19066,314,408,2616,4050,28115,40011,26618,37656,788,1325,319,446,137,183,45,57,208,344
7,2002,79,1336099,537004,799095,483195,711293,35917,63028,1880,2866,13080,17433,295,438,2637,4037,511512,763114,459031,677408,35229,61846,1599,2472,12967,17271,247,389,2439,3728,25492,35981,24164,33885,688,1182,281,394,113,162,48,49,198,309
7,2002,80,1269310,499953,769357,451470,688546,32247,58126,1795,2575,11742,15899,244,373,2455,3838,477375,735887,430098,657060,31606,57025,1558,2225,11648,15718,209,323,2256,3536,22578,33470,21372,31486,641,1101,237,350,94,181,35,50,199,302
7,2002,81,1180698,455626,725072,413635,651860,28189,53095,1477,2375,9976,14019,223,315,2126,3408,436340,694834,395413,623391,27609,52063,1241,2055,9918,13908,186,271,1973,3146,19286,30238,18222,28469,580,1032,236,320,58,111,37,44,153,262
7,2002,82,1075053,402497,672556,363330,600727,26484,52671,1324,2262,9267,13352,204,295,1888,3249,385469,644568,347224,574483,26005,51632,1127,1963,9198,13223,169,254,1746,3013,17028,27988,16106,26244,479,1039,197,299,69,129,35,41,142,236
7,2002,83,919945,337181,582764,305484,523684,21377,43535,1107,1828,7501,10676,179,264,1533,2777,323813,560467,292907,502764,20957,42743,937,1599,7433,10571,148,220,1431,2570,13368,22297,12577,20920,420,792,170,229,68,105,31,44,102,207
7,2002,84,849397,303734,545663,277619,493443,17567,38479,958,1629,6127,9438,164,256,1299,2418,291967,525384,266485,474367,17232,37756,814,1437,6082,9346,142,233,1212,2245,11767,20279,11134,19076,335,723,144,192,45,92,22,23,87,173
7,2002,85,4368808,1291362,3077446,1169167,2779966,81976,226772,4190,8760,28952,46942,765,1303,6312,13703,1238273,2967352,1119254,2676362,80392,222985,3572,7737,28641,46468,638,1108,5776,12692,53089,110094,49913,103604,1584,3787,618,1023,311,474,127,195,536,1011
7,2003,999,290107933,142428897,147679036,114897973,117819218,17631747,19434349,1476657,1470918,5825262,6274263,267434,258956,2329824,2421332,121910556,128147948,96155748,100077012,16839027,18599224,1062183,1089944,5677382,6123659,205842,202190,1970374,2055919,20518341,19531088,18742225,17742206,792720,835125,414474,380974,147880,150604,61592,56766,359450,365413
7,2003,0,3975871,2033237,1942634,1541750,1469177,289433,280704,25819,25318,87676,82669,5032,4696,83527,80070,1566272,1492752,1120483,1063431,271164,263171,17466,17020,83726,78910,3581,3317,69852,66903,466965,449882,421267,405746,18269,17533,8353,8298,3950,3759,1451,1379,13675,13167
7,2003,1,3936139,2009420,1926719,1524434,1455465,292029,284561,24908,24372,83715,81172,4686,4579,79648,76570,1556969,1491030,1113659,1060056,275578,268629,17222,16904,80215,77842,3428,3343,66867,64256,452451,435689,410775,395409,16451,15932,7686,7468,3500,3330,1258,1236,12781,12314
7,2003,2,4002836,2043525,1959311,1547591,1476589,300637,292909,25288,24626,86082,84124,4862,4675,79065,76388,1596411,1530734,1143527,1089504,282940,275774,17372,16943,82484,80745,3477,3332,66611,64436,447114,428577,404064,387085,17697,17135,7916,7683,3598,3379,1385,1343,12454,11952
7,2003,3,3860727,1974987,1885740,1500738,1424351,291740,283345,24847,23808,78798,77323,4595,4514,74269,72399,1560381,1491028,1127621,1069806,274596,266829,16826,16183,75154,73831,3182,3070,63002,61309,414606,394712,373117,354545,17144,16516,8021,7625,3644,3492,1413,1444,11267,11090
7,2003,4,3816873,1951950,1864923,1485565,1409890,290787,282276,24858,23764,74937,75520,4589,4355,71214,69118,1561771,1491163,1134220,1073920,274588,266552,17065,16463,71627,72256,3234,3062,61037,58910,390179,373760,351345,335970,16199,15724,7793,7301,3310,3264,1355,1293,10177,10208
7,2003,5,3823568,1955885,1867683,1486784,1410776,295961,286628,24846,23751,75898,76211,4471,4181,67925,66136,1569355,1499357,1138335,1079604,279765,270787,17242,16444,72683,73111,3242,3000,58088,56411,386530,368326,348449,331172,16196,15841,7604,7307,3215,3100,1229,1181,9837,9725
7,2003,6,3837761,1960653,1877108,1492214,1419760,297939,288859,24620,23990,77127,77124,4446,4135,64307,63240,1577225,1510696,1147582,1090941,280531,272154,17123,16629,73890,73949,3187,2941,54912,54082,383428,366412,344632,328819,17408,16705,7497,7361,3237,3175,1259,1194,9395,9158
7,2003,7,3924182,2007360,1916822,1530571,1451601,305045,296613,25594,24374,78418,78381,4571,4368,63161,61485,1620553,1546361,1183735,1119300,286762,279077,17680,17083,75102,75280,3233,3119,54041,52502,386807,370461,346836,332301,18283,17536,7914,7291,3316,3101,1338,1249,9120,8983
7,2003,8,3991075,2044317,1946758,1555258,1472788,319613,309170,25988,24808,77252,75937,4708,4453,61498,59602,1656558,1576167,1207600,1140731,301179,291430,18025,17302,74039,72715,3296,3148,52419,50841,387759,370591,347658,332057,18434,17740,7963,7506,3213,3222,1412,1305,9079,8761
7,2003,9,4044265,2071389,1972876,1570686,1487982,331283,321368,26870,26072,78761,75006,4772,4650,59017,57798,1684774,1602317,1222901,1155298,313372,303755,19152,18524,75579,71964,3491,3421,50279,49355,386615,370559,347785,332684,17911,17613,7718,7548,3182,3042,1281,1229,8738,8443
7,2003,10,4205042,2155393,2049649,1630729,1543882,352075,338686,28462,28327,80593,76888,4838,4634,58696,57232,1758677,1669588,1273931,1202816,333863,321224,20290,19761,77421,73887,3566,3456,49606,48444,396716,380061,356798,341066,18212,17462,8172,8566,3172,3001,1272,1178,9090,8788
7,2003,11,4254047,2176445,2077602,1653635,1570621,350764,341094,29224,28881,80757,76059,4958,4587,57107,56360,1782803,1699773,1298814,1231236,333191,323783,21077,20678,77663,72998,3704,3416,48354,47662,393642,377829,354821,339385,17573,17311,8147,8203,3094,3061,1254,1171,8753,8698
7,2003,12,4332987,2218609,2114378,1687886,1601371,358151,347050,29907,29412,80869,76460,5022,4798,56774,55287,1830091,1742868,1337929,1267960,340505,329732,21609,21227,77864,73458,3766,3618,48418,46873,388518,371510,349957,333411,17646,17318,8298,8185,3005,3002,1256,1180,8356,8414
7,2003,13,4401393,2256394,2144999,1718934,1625667,363581,353047,30468,29597,82452,77520,4921,4744,56038,54424,1874300,1779586,1375077,1297535,346266,336225,22234,21475,79423,74650,3732,3594,47568,46107,382094,365413,343857,328132,17315,16822,8234,8122,3029,2870,1189,1150,8470,8317
7,2003,14,4221884,2163637,2058247,1652034,1564874,342753,331836,29466,28712,82469,77119,4785,4567,52130,51139,1807850,1719239,1332303,1260410,326746,316593,21278,20802,79607,74446,3655,3439,44261,43549,355787,339008,319731,304464,16007,15243,8188,7910,2862,2673,1130,1128,7869,7590
7,2003,15,4172654,2140303,2032351,1642949,1551037,331704,322276,29693,28347,81437,76932,4715,4462,49805,49297,1786583,1698245,1324266,1250985,316371,307311,21469,20371,78643,74297,3630,3430,42204,41851,353720,334106,318683,300052,15333,14965,8224,7976,2794,2635,1085,1032,7601,7446
7,2003,16,4139141,2126560,2012581,1640314,1541814,323811,314575,29370,27704,80101,76216,4644,4379,48320,47893,1772163,1684944,1320325,1247514,308872,300111,21046,19774,77447,73547,3543,3355,40930,40643,354397,327637,319989,294300,14939,14464,8324,7930,2654,2669,1101,1024,7390,7250
7,2003,17,4160313,2144766,2015547,1658617,1547982,321616,310667,30018,27716,82879,78384,4770,4505,46866,46293,1781368,1690860,1329768,1255960,306672,296611,21185,19814,80294,75811,3696,3462,39753,39202,363398,324687,328849,292022,14944,14056,8833,7902,2585,2573,1074,1043,7113,7091
7,2003,18,4201835,2169578,2032257,1681513,1562324,321018,309887,30124,27057,86298,82347,4925,4567,45700,46075,1793486,1704478,1340434,1266794,306268,295838,20982,19685,83573,79662,3708,3495,38521,39004,376092,327779,341079,295530,14750,14049,9142,7372,2725,2685,1217,1072,7179,7071
7,2003,19,4123223,2129392,1993831,1648164,1529516,312184,301869,29267,26386,90358,86604,5283,4620,44136,44836,1745442,1668045,1299604,1235547,297202,287735,19912,19313,87581,83913,4026,3574,37117,37963,383950,325786,348560,293969,14982,14134,9355,7073,2777,2691,1257,1046,7019,6873
7,2003,20,4156877,2146225,2010652,1667026,1545508,309724,300844,29257,26144,93002,90609,5233,4697,41983,42850,1742990,1675408,1299507,1242093,294385,286463,19973,19064,90105,87929,3857,3610,35163,36249,403235,335244,367519,303415,15339,14381,9284,7080,2897,2680,1376,1087,6820,6601
7,2003,21,4167554,2135808,2031746,1661105,1558708,303900,305088,27728,24791,97547,96045,5412,5047,40116,42067,1722237,1687717,1283164,1246980,288045,290006,18699,17917,94701,93241,4025,3959,33603,35614,413571,344029,377941,311728,15855,15082,9029,6874,2846,2804,1387,1088,6513,6453
7,2003,22,4175294,2117934,2057360,1650798,1579136,295029,307092,26851,24430,101115,100807,5584,5231,38557,40664,1703277,1710197,1272330,1265347,278829,290950,17785,17574,98144,97929,4113,4086,32076,34311,414657,347163,378468,313789,16200,16142,9066,6856,2971,2878,1471,1145,6481,6353
7,2003,23,4147777,2099624,2048153,1636958,1567481,292465,308806,26280,23607,102219,103985,5976,5227,35726,39047,1675222,1695851,1249308,1248564,275914,292573,17232,16826,99129,101094,4375,4106,29264,32688,424402,352302,387650,318917,16551,16233,9048,6781,3090,2891,1601,1121,6462,6359
7,2003,24,3944186,1998374,1945812,1561801,1486751,270485,291125,25187,22118,101795,105122,5738,5123,33368,35573,1587929,1606640,1187301,1180277,254568,274829,15989,15530,98718,102268,4177,4040,27176,29696,410445,339172,374500,306474,15917,16296,9198,6588,3077,2854,1561,1083,6192,5877
7,2003,25,3842468,1943865,1898603,1527002,1453670,254999,277502,24185,21269,100984,107192,5446,4933,31249,34037,1532846,1557666,1151274,1145129,239174,261497,15216,14999,98093,104313,3959,3834,25130,27894,411019,340937,375728,308541,15825,16005,8969,6270,2891,2879,1487,1099,6119,6143
7,2003,26,3771710,1901518,1870192,1495060,1428366,244721,272824,23389,21213,103407,110510,5369,4826,29572,32453,1500575,1527099,1127502,1117666,229916,256832,15029,14845,100520,107792,3933,3673,23675,26291,400943,343093,367558,310700,14805,15992,8360,6368,2887,2718,1436,1153,5897,6162
7,2003,27,3688646,1856904,1831742,1459079,1395524,234479,265022,22452,20406,107228,114929,5230,4762,28436,31099,1458974,1487818,1093555,1083632,220137,249146,14302,14209,104506,112195,3810,3599,22664,25037,397930,343924,365524,311892,14342,15876,8150,6197,2722,2734,1420,1163,5772,6062
7,2003,28,3794838,1912388,1882450,1505480,1436226,239004,269326,22078,21410,112620,120678,5091,4457,28115,30353,1515089,1535833,1139980,1121993,225135,253676,14157,14281,109906,118011,3725,3418,22186,24454,397299,346617,365500,314233,13869,15650,7921,7129,2714,2667,1366,1039,5929,5899
7,2003,29,3673923,1849806,1824117,1454525,1391131,231225,260654,21506,21155,110787,117662,4689,4209,27074,29306,1468608,1487430,1103478,1085731,218098,245793,13994,14089,108155,115138,3490,3216,21393,23463,381198,336687,351047,305400,13127,14861,7512,7066,2632,2524,1199,993,5681,5843
7,2003,30,3813536,1918704,1894832,1503700,1442591,244981,274661,22236,21645,115355,122328,4758,4289,27674,29318,1534672,1553688,1150279,1133179,231709,259452,14583,14535,112733,119748,3533,3276,21835,23498,384032,341144,353421,309412,13272,15209,7653,7110,2622,2580,1225,1013,5839,5820
