Age	Male	Year	Deaths	Population	Rate
60	1	2009	14184	1295180	1095.1
60	1	2010	13999	1327403	1054.6
60	1	2011	14537	1335736	1088.3
60	1	2012	15126	1367786	1105.9
60	1	2013	15490	1395274	1110.2
61	0	1999	7727	896723	861.7
61	0	2000	7910	911237	868.1
61	0	2001	7698	938643	820.1
61	0	2002	7865	963848	816.0
61	0	2003	8460	1033893	818.3
61	0	2004	9268	1169812	792.3
61	0	2005	8724	1105841	788.9
61	0	2006	8260	1098854	751.7
61	0	2007	8139	1089873	746.8
61	0	2008	10661	1497689	711.8
61	0	2009	9922	1386536	715.6
61	0	2010	9494	1362488	696.8
61	0	2011	9378	1371401	683.8
61	0	2012	9695	1396413	694.3
61	0	2013	9901	1426570	694.0
61	1	1999	11447	837789	1366.3
61	1	2000	11244	851829	1320.0
61	1	2001	11218	877955	1277.7
61	1	2002	11621	900803	1290.1
61	1	2003	12602	970190	1298.9
61	1	2004	13515	1103176	1225.1
61	1	2005	12644	1045028	1209.9
61	1	2006	12128	1043652	1162.1
61	1	2007	12333	1036726	1189.6
61	1	2008	16099	1429759	1126.0
61	1	2009	15093	1322690	1141.1
61	1	2010	14619	1296122	1127.9
61	1	2011	14685	1305798	1124.6
61	1	2012	15300	1321379	1157.9
61	1	2013	16089	1353323	1188.9
62	0	1999	8091	857240	943.8
62	0	2000	8355	891598	937.1
62	0	2001	8369	905738	924.0
62	0	2002	8350	932832	895.1
62	0	2003	8651	958024	903.0
62	0	2004	8939	1027639	869.9
62	0	2005	9971	1162959	857.4
62	0	2006	9355	1099765	850.6
62	0	2007	8784	1093245	803.5
62	0	2008	9033	1084594	832.8
62	0	2009	11241	1491698	753.6
62	0	2010	10496	1417898	740.3
62	0	2011	10385	1361070	763.0
62	0	2012	10009	1362575	734.6
62	0	2013	10205	1386701	735.9
62	1	1999	11897	794322	1497.8
62	1	2000	12268	828911	1480.0
62	1	2001	12169	844475	1441.0
62	1	2002	12389	868167	1427.0
62	1	2003	12623	890638	1417.3
62	1	2004	12974	959302	1352.4
62	1	2005	14688	1090857	1346.5
62	1	2006	13458	1033826	1301.8
62	1	2007	12856	1032653	1244.9
62	1	2008	13308	1025838	1297.3
62	1	2009	17027	1416454	1202.1
62	1	2010	16370	1346429	1215.8
62	1	2011	15627	1287794	1213.5
62	1	2012	16020	1291064	1240.8
62	1	2013	16563	1305851	1268.4
63	0	1999	8828	854355	1033.3
63	0	2000	8709	850048	1024.5
63	0	2001	9042	894375	1011.0
63	0	2002	8865	899604	985.4
63	0	2003	8985	926862	969.4
63	0	2004	9077	952004	953.5
63	0	2005	9706	1021464	950.2
63	0	2006	10557	1156556	912.8
63	0	2007	9816	1094122	897.2
63	0	2008	9681	1087897	889.9
63	0	2009	9751	1079692	903.1
63	0	2010	12006	1410698	851.1
63	0	2011	11583	1368556	846.4
63	0	2012	11222	1351079	830.6
63	0	2013	11018	1351332	815.3
63	1	1999	12867	783710	1641.8
63	1	2000	12813	780200	1642.3
63	1	2001	12895	825954	1561.2
63	1	2002	13032	834881	1560.9
63	1	2003	12988	858930	1512.1
63	1	2004	13094	881787	1484.9
63	1	2005	14027	950298	1476.1
63	1	2006	15251	1081449	1410.2
63	1	2007	14470	1025858	1410.5
63	1	2008	13997	1025145	1365.4
63	1	2009	14258	1019083	1399.1
63	1	2010	17563	1335940	1314.7
63	1	2011	17140	1293228	1325.4
63	1	2012	16764	1271673	1318.3
63	1	2013	17057	1273922	1338.9
64	0	1999	9758	868866	1123.1
64	0	2000	9539	849365	1123.1
64	0	2001	9316	847184	1099.6
64	0	2002	9603	885791	1084.1
64	0	2003	9834	890378	1104.5
64	0	2004	9544	916833	1041.0
64	0	2005	9635	941275	1023.6
64	0	2006	10045	1009682	994.9
64	0	2007	11061	1142604	968.1
64	0	2008	10672	1079945	988.2
64	0	2009	10097	1073040	941.0
64	0	2010	10303	1046312	984.7
64	0	2011	13098	1469883	891.1
64	0	2012	12212	1357268	899.7
64	0	2013	12198	1339839	910.4
64	1	1999	14240	791764	1798.5
64	1	2000	13769	772256	1783.0
64	1	2001	13357	775156	1723.1
64	1	2002	13659	813973	1678.1
64	1	2003	13627	822303	1657.2
64	1	2004	13428	845933	1587.4
64	1	2005	13872	867895	1598.4
64	1	2006	14401	935255	1539.8
64	1	2007	16096	1064379	1512.2
64	1	2008	15691	1008630	1555.7
64	1	2009	14581	1007262	1447.6
64	1	2010	15004	982320	1527.4
64	1	2011	19055	1385585	1375.2
64	1	2012	18200	1275753	1426.6
64	1	2013	17761	1255101	1415.1
