Age	Male	Year	Deaths	Population	Rate
62	0	2010	2377	197363	1204.4
62	0	2011	2391	207033	1154.9
62	0	2012	2468	220517	1119.2
62	0	2013	2592	225676	1148.5
62	1	1999	2323	90816	2557.9
62	1	2000	2341	96902	2415.8
62	1	2001	2374	97758	2428.4
62	1	2002	2583	106430	2426.9
62	1	2003	2592	104059	2490.9
62	1	2004	2594	108296	2395.3
62	1	2005	2720	118851	2288.6
62	1	2006	2646	119900	2206.8
62	1	2007	2659	126333	2104.8
62	1	2008	2609	126144	2068.3
62	1	2009	3019	154862	1949.5
62	1	2010	3165	161454	1960.3
62	1	2011	3349	168802	1984.0
62	1	2012	3487	179873	1938.6
62	1	2013	3641	182397	1996.2
63	0	1999	1868	115321	1619.8
63	0	2000	1894	114840	1649.3
63	0	2001	1913	121857	1569.9
63	0	2002	1899	121228	1566.5
63	0	2003	1974	132979	1484.4
63	0	2004	1904	131177	1451.5
63	0	2005	1973	136056	1450.1
63	0	2006	2047	148321	1380.1
63	0	2007	1940	147778	1312.8
63	0	2008	1997	156071	1279.5
63	0	2009	1967	155939	1261.4
63	0	2010	2267	180510	1255.9
63	0	2011	2408	196376	1226.2
63	0	2012	2420	204961	1180.7
63	0	2013	2602	218254	1192.2
63	1	1999	2489	89997	2765.6
63	1	2000	2398	90079	2662.1
63	1	2001	2428	95439	2544.0
63	1	2002	2482	96328	2576.6
63	1	2003	2516	104968	2396.9
63	1	2004	2488	102645	2423.9
63	1	2005	2624	106866	2455.4
63	1	2006	2753	117509	2342.8
63	1	2007	2767	118609	2332.9
63	1	2008	2623	125193	2095.2
63	1	2009	2769	125115	2213.2
63	1	2010	3189	146998	2169.4
63	1	2011	3308	159248	2077.3
63	1	2012	3448	165460	2083.9
63	1	2013	3720	176762	2104.5
64	0	1999	1998	115841	1724.8
64	0	2000	2096	116998	1791.5
64	0	2001	2035	114714	1774.0
64	0	2002	1968	120094	1638.7
64	0	2003	2011	119228	1686.7
64	0	2004	2011	130657	1539.1
64	0	2005	2095	128670	1628.2
64	0	2006	2007	133166	1507.1
64	0	2007	2090	145067	1440.7
64	0	2008	2101	144301	1456.0
64	0	2009	2080	152121	1367.3
64	0	2010	2021	151625	1332.9
64	0	2011	2435	186112	1308.4
64	0	2012	2403	194301	1236.7
64	0	2013	2673	202949	1317.1
64	1	1999	2715	88269	3075.8
64	1	2000	2646	89897	2943.4
64	1	2001	2490	89595	2779.2
64	1	2002	2624	93443	2808.1
64	1	2003	2585	94130	2746.2
64	1	2004	2581	102515	2517.7
64	1	2005	2676	100003	2675.9
64	1	2006	2652	103956	2551.1
64	1	2007	2781	114216	2434.9
64	1	2008	2796	115138	2428.4
64	1	2009	2811	121432	2314.9
64	1	2010	2801	121147	2312.1
64	1	2011	3265	150009	2176.5
64	1	2012	3497	155882	2243.4
64	1	2013	3744	162591	2302.7
