"inc86","inc88","inc90","v86","v88","v90","v86_adj","v88_adj","v90_adj"
-1,1,1,0.506936294590465,0.503550150225454,0.493360952565459,0.506936294590465,0.503550150225454,0.493360952565459
0,-1,-1,0.479575808593174,0.362237305588869,0.344870901340422,0.479575808593174,0.362237305588869,0.344870901340422
-1,-1,-1,0.464015994512831,0.469313393465893,0,0.464015994512831,0.469313393465893,0.25
1,1,1,0.68431023147988,0.540998044241445,0.580580892942871,0.68431023147988,0.540998044241445,0.580580892942871
-1,1,1,0.520845639670449,0.521502424477105,0.614767568378794,0.520845639670449,0.521502424477105,0.614767568378794
1,1,1,1,0.698397603845233,1,0.75,0.698397603845233,0.75
1,1,1,0.755379332897319,0.760784486724604,1,0.755379332897319,0.760784486724604,0.75
1,1,1,1,0.622405711877231,0.610424433120148,0.75,0.622405711877231,0.610424433120148
1,1,1,0.583793628963313,1,0.55565260703535,0.583793628963313,0.75,0.55565260703535
-1,-1,-1,0,0.181778685787533,0,0.25,0.181778685787533,0.25
1,1,1,0.71658414023127,0.674253565277966,1,0.71658414023127,0.674253565277966,0.75
1,1,1,0.589697498844435,0.614326293211725,0.612268268644108,0.589697498844435,0.614326293211725,0.612268268644108
-1,-1,-1,0.441991454098148,0.323585703841826,0.332691189105249,0.441991454098148,0.323585703841826,0.332691189105249
-1,-1,-1,0.119715154641975,0.208625500476441,0,0.119715154641975,0.208625500476441,0.25
-1,-1,-1,0.315974694778992,0,0,0.315974694778992,0.25,0.25
1,1,1,0.61522511102343,1,0.577385389152223,0.61522511102343,0.75,0.577385389152223
1,1,1,0.723202546536572,1,0.67439417347164,0.723202546536572,0.75,0.67439417347164
1,1,0,1,1,0.53454906249321,0.75,0.75,0.53454906249321
1,1,1,0.687163327960081,1,0.713103066984811,0.687163327960081,0.75,0.713103066984811
-1,0,1,0.350737659202213,0.524646572419312,0.564786690597819,0.350737659202213,0.524646572419312,0.564786690597819
-1,-1,1,0.47674655537053,0.537006416405945,0.543057761227631,0.47674655537053,0.537006416405945,0.543057761227631
1,1,1,1,1,1,0.75,0.75,0.75
1,1,1,0.656919141421355,1,1,0.656919141421355,0.75,0.75
1,1,1,1,1,1,0.75,0.75,0.75
1,1,1,1,1,1,0.75,0.75,0.75
-1,-1,-1,0.380143290262037,0.322946107784431,0,0.380143290262037,0.322946107784431,0.25
1,1,1,1,0.719777960526316,1,0.75,0.719777960526316,0.75
-1,-1,-1,0.388600152322925,0,0.251533742331288,0.388600152322925,0.25,0.251533742331288
-1,-1,-1,0.282331186994312,0.317425245922998,0.287626004605554,0.282331186994312,0.317425245922998,0.287626004605554
0,1,1,1,0.657823959498706,0.634914393966472,0.75,0.657823959498706,0.634914393966472
1,1,1,0.672255225949005,1,1,0.672255225949005,0.75,0.75
1,1,1,1,0.720436455040561,1,0.75,0.720436455040561,0.75
-1,-1,-1,0.318979020791774,0.307318945116795,0.295970744807489,0.318979020791774,0.307318945116795,0.295970744807489
1,1,1,1,1,1,0.75,0.75,0.75
1,1,1,1,1,1,0.75,0.75,0.75
1,1,1,1,0.606110815235615,0.660407435657905,0.75,0.606110815235615,0.660407435657905
1,1,1,0.736294938494577,0.696955134975286,0.605625348368563,0.736294938494577,0.696955134975286,0.605625348368563
0,-1,-1,0.443553961096666,0.257793703869836,0.306691031576651,0.443553961096666,0.257793703869836,0.306691031576651
-1,-1,-1,0,0,0,0.25,0.25,0.25
-1,-1,-1,0.257432425822483,0.260214535374232,0,0.257432425822483,0.260214535374232,0.25
1,1,1,0.796104649119724,0.587156518947859,0.5080898373748,0.796104649119724,0.587156518947859,0.5080898373748
1,1,1,0.668145317227416,0.504037416892133,0.431595903808538,0.668145317227416,0.504037416892133,0.431595903808538
-1,-1,-1,0.413471157052351,0.285493282670647,0.256374731768299,0.413471157052351,0.285493282670647,0.256374731768299
1,1,1,0.791079904907079,0.728993199354811,0.697253053570524,0.791079904907079,0.728993199354811,0.697253053570524
0,1,1,0.501634213650309,0.683036662560007,0.588537405377904,0.501634213650309,0.683036662560007,0.588537405377904
1,1,1,0.819341317365269,0.786288002154935,0.806645662995783,0.819341317365269,0.786288002154935,0.806645662995783
1,1,1,0.722251446607049,0.753580289315395,0.653462673563176,0.722251446607049,0.753580289315395,0.653462673563176
0,1,1,0.866843187885684,1,0.849922317088815,0.866843187885684,0.75,0.849922317088815
0,-1,-1,0.471287455474502,0.372515876218207,0.232246372533972,0.471287455474502,0.372515876218207,0.232246372533972
0,-1,-1,0.438626566701285,0.47365422087007,0.440442803335825,0.438626566701285,0.47365422087007,0.440442803335825
1,1,1,0.732662564443705,0.648687448728466,0.613023199303413,0.732662564443705,0.648687448728466,0.613023199303413
1,1,0,0.781299470261306,1,0.803878956251587,0.781299470261306,0.75,0.803878956251587
1,1,1,0.761816154827119,1,0.735746949551823,0.761816154827119,0.75,0.735746949551823
-1,-1,-1,0.293812893592157,0.278288825512056,0.30411551119045,0.293812893592157,0.278288825512056,0.30411551119045
1,1,1,1,0.730922046560318,0.799912816041848,0.75,0.730922046560318,0.799912816041848
-1,-1,-1,0.311220156648108,0.197785160575858,0,0.311220156648108,0.197785160575858,0.25
-1,0,-1,0.237879889946555,0.437656275575574,0,0.237879889946555,0.437656275575574,0.25
1,1,1,0.539355079860263,0.573930744926737,0.574014355560179,0.539355079860263,0.573930744926737,0.574014355560179
1,1,1,1,1,0.694763371604593,0.75,0.75,0.694763371604593
1,1,1,0.591863836414581,1,1,0.591863836414581,0.75,0.75
0,1,1,0.76825334766885,0.764771005349909,0.696143142981992,0.76825334766885,0.764771005349909,0.696143142981992
-1,-1,-1,0.276942741860967,0.198784849544742,0.379871925893284,0.276942741860967,0.198784849544742,0.379871925893284
1,0,1,0.804001865745389,0.624379390482227,1,0.804001865745389,0.624379390482227,0.75
1,1,1,1,1,0.653975981387593,0.75,0.75,0.653975981387593
1,1,1,1,0.745405905442908,0.67138222771091,0.75,0.745405905442908,0.67138222771091
1,1,1,0.694711079165491,1,0.554732091111853,0.694711079165491,0.75,0.554732091111853
1,1,1,0.649128990474848,0.743440341436259,1,0.649128990474848,0.743440341436259,0.75
1,1,1,0.712509332125767,0.613012872865865,0.51952037870315,0.712509332125767,0.613012872865865,0.51952037870315
0,-1,-1,0.286574470826122,0.278829967151902,0,0.286574470826122,0.278829967151902,0.25
1,1,1,0.75902359450084,0.733421925934628,0.659138072071296,0.75902359450084,0.733421925934628,0.659138072071296
-1,-1,-1,0,0.293340624620245,0.434131067817967,0.25,0.293340624620245,0.434131067817967
0,-1,-1,0.35424952206447,0,0.3865930340169,0.35424952206447,0.25,0.3865930340169
-1,-1,-1,0.351489200249329,0.322021461226745,0.352451110583039,0.351489200249329,0.322021461226745,0.352451110583039
1,1,1,0.683682542137003,0.699298727474949,0.637131913969824,0.683682542137003,0.699298727474949,0.637131913969824
0,1,1,0.514642746325915,0.627351445652405,0.60670763342057,0.514642746325915,0.627351445652405,0.60670763342057
-1,1,1,0.518614605598795,0.780437879479413,0.713605200403559,0.518614605598795,0.780437879479413,0.713605200403559
-1,-1,0,0.30204874792115,0.269244084321229,0.459488092211204,0.30204874792115,0.269244084321229,0.459488092211204
0,-1,-1,0.302278839674962,0.248692745565263,0.311434054205567,0.302278839674962,0.248692745565263,0.311434054205567
-1,-1,-1,0.340305828955769,0.361150506681645,0.354994395889094,0.340305828955769,0.361150506681645,0.354994395889094
-1,-1,0,0.331286471854268,0.342147127935431,0.530063567244173,0.331286471854268,0.342147127935431,0.530063567244173
1,1,1,0.543539614798247,0.65223109153745,0.636200763378599,0.543539614798247,0.65223109153745,0.636200763378599
1,1,1,0.61666802311386,0.607740282471281,0.611333000499251,0.61666802311386,0.607740282471281,0.611333000499251
-1,-1,-1,0.46532937880618,0.444751444164663,0.370388019949343,0.46532937880618,0.444751444164663,0.370388019949343
0,1,1,0.551207074849339,0.655054328235234,0.641156733092474,0.551207074849339,0.655054328235234,0.641156733092474
-1,-1,-1,0.415871305418719,0.414935079273948,0.365328133718399,0.415871305418719,0.414935079273948,0.365328133718399
-1,0,-1,0.291018226840315,0.483210144552988,0.297849020413755,0.291018226840315,0.483210144552988,0.297849020413755
-1,-1,-1,0.371220020855057,0,0,0.371220020855057,0.25,0.25
1,1,1,0.712966823515397,0.731093322098167,0.744591930045151,0.712966823515397,0.731093322098167,0.744591930045151
-1,-1,-1,0.484400399169025,0.401957335209646,0.456465905134757,0.484400399169025,0.401957335209646,0.456465905134757
0,1,1,0.557851299605477,0.582969829625509,0.591289677580605,0.557851299605477,0.582969829625509,0.591289677580605
-1,-1,0,0.329630518419891,0.315935757939453,0.615503634879291,0.329630518419891,0.315935757939453,0.615503634879291
-1,-1,-1,0.305281405871567,0.323238619143741,0.449065198823194,0.305281405871567,0.323238619143741,0.449065198823194
1,1,1,0.71737708322517,0.688845881967552,0.491556687898089,0.71737708322517,0.688845881967552,0.491556687898089
0,-1,-1,0.404653937947494,0.395866109223027,0.328888284805284,0.404653937947494,0.395866109223027,0.328888284805284
1,1,1,0.759467684975164,0.711769589472622,0.634415313191641,0.759467684975164,0.711769589472622,0.634415313191641
1,1,1,0.70159597726279,1,0.58176800048527,0.70159597726279,0.75,0.58176800048527
1,1,1,0.772949781700656,0.79851933358051,0.771784471286723,0.772949781700656,0.79851933358051,0.771784471286723
1,1,1,0.738540547243118,0.733517704167861,0.680716679556587,0.738540547243118,0.733517704167861,0.680716679556587
1,1,1,0.665623174111379,0.684172824004765,0.605064189374897,0.665623174111379,0.684172824004765,0.605064189374897
1,1,1,0.6131192106323,0.680790984016817,0.612969993186091,0.6131192106323,0.680790984016817,0.612969993186091
1,1,1,0.697155844953621,0.729594028312063,0.584264050175454,0.697155844953621,0.729594028312063,0.584264050175454
1,1,1,0.725793944824496,1,0.626808653978656,0.725793944824496,0.75,0.626808653978656
1,1,1,0.740828636408583,0.74403428559739,0.696261775176172,0.740828636408583,0.74403428559739,0.696261775176172
0,0,-1,0.384722590921157,0.471189227124506,0.356277677483066,0.384722590921157,0.471189227124506,0.356277677483066
1,1,1,0.697287147944319,0.692414602359346,0.619423274056246,0.697287147944319,0.692414602359346,0.619423274056246
-1,-1,0,0.267312708538027,0.374040140401404,0.484808332429904,0.267312708538027,0.374040140401404,0.484808332429904
1,1,1,0.723377617027196,0.712258575482849,0.661849966957576,0.723377617027196,0.712258575482849,0.661849966957576
1,1,1,0.803268207375092,0.708280316233183,0.770935154289259,0.803268207375092,0.708280316233183,0.770935154289259
-1,-1,-1,0.397927700058995,0.285331332943552,0.545434738113945,0.397927700058995,0.285331332943552,0.545434738113945
1,1,1,0.712705513846067,0.699391929857746,1,0.712705513846067,0.699391929857746,0.75
-1,-1,-1,0.271223624678205,0.49124568642325,0.448691648697477,0.271223624678205,0.49124568642325,0.448691648697477
-1,-1,-1,0.273869374804487,0.275945662230446,0.365606554983349,0.273869374804487,0.275945662230446,0.365606554983349
0,0,-1,0.2920728668128,0.293980976991812,0.368075322969126,0.2920728668128,0.293980976991812,0.368075322969126
-1,-1,-1,0.23786271417151,0.272061488415674,0.361967297843349,0.23786271417151,0.272061488415674,0.361967297843349
1,1,1,0.674020886279645,0.657024022182526,0.643589439594656,0.674020886279645,0.657024022182526,0.643589439594656
1,1,1,1,0.752574341888724,0.728967392965193,0.75,0.752574341888724,0.728967392965193
1,1,1,0.781208722741433,1,0.738705270106385,0.781208722741433,0.75,0.738705270106385
1,1,1,0.650673618435454,0.703415942543004,0.636868179851946,0.650673618435454,0.703415942543004,0.636868179851946
1,1,1,0.650144570792578,0.694999556325629,0.60979080115707,0.650144570792578,0.694999556325629,0.60979080115707
1,1,1,0.781776138674858,0.793096225243055,0.765835969446802,0.781776138674858,0.793096225243055,0.765835969446802
1,1,0,0.853304792276441,0.858409922891191,0.809885811620718,0.853304792276441,0.858409922891191,0.809885811620718
1,1,1,0.637868792573651,0.622409248315904,0.611214199273901,0.637868792573651,0.622409248315904,0.611214199273901
1,1,1,0.717798376889286,0.736979318805866,0.671461059449677,0.717798376889286,0.736979318805866,0.671461059449677
1,1,1,0.699380308612477,0.693365421826625,0.615248738284066,0.699380308612477,0.693365421826625,0.615248738284066
-1,-1,-1,0.272098149865216,0.275149314348512,0.330306574938705,0.272098149865216,0.275149314348512,0.330306574938705
1,1,1,0.603327185339306,0.643780454554988,0.60702519908367,0.603327185339306,0.643780454554988,0.60702519908367
-1,-1,-1,0.231473148220854,0.282048742219352,0.352153946148683,0.231473148220854,0.282048742219352,0.352153946148683
1,1,1,0.571129860065215,0.559706012784875,0.527109266943292,0.571129860065215,0.559706012784875,0.527109266943292
-1,-1,-1,0.363159647078409,0.33970827808297,0.473777514469307,0.363159647078409,0.33970827808297,0.473777514469307
-1,-1,-1,0.433964528489503,0.374040788355974,0.419101425364974,0.433964528489503,0.374040788355974,0.419101425364974
-1,-1,-1,0.235453939326592,0.235470969023393,0.320381568657884,0.235453939326592,0.235470969023393,0.320381568657884
-1,0,-1,0.387041991273345,0.308268237862096,0.323628948694305,0.387041991273345,0.308268237862096,0.323628948694305
-1,-1,-1,0.309315241335802,0.320032514188669,0.469552303207582,0.309315241335802,0.320032514188669,0.469552303207582
-1,0,-1,0.253184357541899,0.339475475958597,0.380583657146741,0.253184357541899,0.339475475958597,0.380583657146741
-1,-1,-1,0.247112417017964,0.263654778399648,0,0.247112417017964,0.263654778399648,0.25
1,1,1,0.659929290283961,0.620585481214159,0.491598461988717,0.659929290283961,0.620585481214159,0.491598461988717
-1,-1,-1,0.216216216216216,0.244993490971274,0,0.216216216216216,0.244993490971274,0.25
1,1,1,0.617038338003739,0.695885758931852,0.674941843232708,0.617038338003739,0.695885758931852,0.674941843232708
-1,-1,-1,0.398134506333139,0.373376785660732,0.319626426547741,0.398134506333139,0.373376785660732,0.319626426547741
1,1,1,0.8599680975032,1,0.808446893739849,0.8599680975032,0.75,0.808446893739849
1,1,1,0.540671741043112,0.719846320245781,1,0.540671741043112,0.719846320245781,0.75
-1,-1,-1,0.395252550481277,0.498409599092999,0.550738088924246,0.395252550481277,0.498409599092999,0.550738088924246
-1,-1,-1,0.486174776834884,0.446129838384059,0.479531708734037,0.486174776834884,0.446129838384059,0.479531708734037
1,1,1,0.721964873320726,1,0.550941806226484,0.721964873320726,0.75,0.550941806226484
1,0,1,0.735501441845562,0.501437064812311,0.537591195746259,0.735501441845562,0.501437064812311,0.537591195746259
-1,-1,-1,0.279359954990556,0.254708323774167,0.293402570530421,0.279359954990556,0.254708323774167,0.293402570530421
1,1,1,0.747230082683183,0.763887766212894,0.688106667332505,0.747230082683183,0.763887766212894,0.688106667332505
1,1,1,0.712112466692496,0.675994630872483,0.613657703798549,0.712112466692496,0.675994630872483,0.613657703798549
1,0,1,0.726371327739734,0.763287676045514,0.750400641025641,0.726371327739734,0.763287676045514,0.750400641025641
-1,-1,-1,0.34797936735422,0.29133686027011,0.437871307352031,0.34797936735422,0.29133686027011,0.437871307352031
-1,-1,-1,0.421109796874645,0.373454352750473,0.480789804908748,0.421109796874645,0.373454352750473,0.480789804908748
0,-1,0,0.387485867374527,0.440966971057827,0.607842893078628,0.387485867374527,0.440966971057827,0.607842893078628
1,1,0,0.777821747350833,1,0.683846510012733,0.777821747350833,0.75,0.683846510012733
